Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	relative_bl[28]	relative_bl[29]	relative_bl[30]	relative_bl[31]	relative_bl[32]	relative_bl[33]	relative_bl[34]	relative_bl[35]	relative_bl[36]	relative_bl[37]	relative_bl[38]	relative_bl[39]	relative_bl[40]	relative_bl[41]	relative_bl[42]	relative_bl[43]	relative_bl[44]	relative_bl[45]	relative_bl[46]	relative_bl[47]	relative_bl[48]	relative_bl[49]	relative_bl[50]	relative_bl[51]	relative_bl[52]	relative_bl[53]	relative_bl[54]	relative_bl[55]	relative_bl[56]	relative_bl[57]	relative_bl[58]	relative_bl[59]	relative_bl[60]	relative_bl[61]	relative_bl[62]	relative_bl[63]	relative_bl[64]	relative_bl[65]	relative_bl[66]	relative_bl[67]	relative_bl[68]	relative_bl[69]	relative_bl[70]	relative_bl[71]	relative_bl[72]	relative_bl[73]	relative_bl[74]	relative_bl[75]	relative_bl[76]	relative_bl[77]	tree_length
379	1	-1310.328	-1441.213	130.8844	1.08387	0.9226196	0.0215249	0.00482207	0.0103128	0.00965135	0.0116279	0.0288533	0.0476825	0.0243538	0.0558999	0.0125703	0.00726837	0.0463673	0.0312897	0.013118	0.00133318	0.011361	0.0136987	0.0103727	0.00151676	0.00281013	0.0209374	0.00989443	0.0169903	0.00127837	0.00679858	0.0103902	0.00993992	0.0040789	0.00742962	0.00969242	0.0138645	0.0160608	0.00710652	0.0354766	0.00702156	0.00215875	0.00500566	0.00855485	0.00717012	0.0199873	0.00591049	0.00600936	0.0379561	0.0265916	0.0282015	0.0899636	0.00424763	0.0711334	0.0453477	0.0386159	0.00254371	0.0055108	0.0585251	0.0623061	0.0659103	0.0968622	0.00276424	0.0376922	0.0280945	0.0259052	0.0561802	0.0221308	0.0179806	0.00250441	0.000422351	0.0557621	0.017565	0.015998	0.00685616	0.0119699	0.0161116	0.0366151	0.0144438	0.0191087	0.0150645	0.0158023	0.00611639	0.121267	0.45219	0.985894	2.44065	0.0129903	0.00291013	0.0062238	0.00582461	0.00701745	0.0174131	0.0287765	0.0146976	0.0337357	0.00758622	0.00438647	0.0279828	0.0188834	0.00791673	0.000804575	0.00685641	0.00826718	0.00625993	0.00091537	0.00169592	0.0126358	0.00597131	0.0102537	0.000771497	0.00410296	0.0062705	0.00599877	0.00246163	0.00448379	0.0058494	0.00836727	0.00969275	0.0042888	0.0214102	0.00423752	0.00130281	0.00302092	0.00516287	0.00432718	0.0120624	0.00356699	0.00362666	0.0229066	0.0160481	0.0170197	0.0542932	0.00256345	0.0429292	0.0273674	0.0233048	0.00153513	0.00332578	0.03532	0.0376019	0.039777	0.0584565	0.00166823	0.0227473	0.0169551	0.0156338	0.0339049	0.013356	0.0108513	0.00151142	0.00025489	0.0336525	0.0106005	0.00965485	0.00413771	0.00722388	0.00972337	0.0220973	0.00871688	0.0115321	0.00909148	0.00953674	0.00369125	1.656995
380	0	-1302.176	-1432.858	130.682	1.635474	0.6114436	0.01166	0.00411674	0.0119729	0.00379545	0.0051123	0.00218887	0.0308101	0.0783149	0.0137498	0.02336	0.00449881	0.0157787	0.0203674	0.00683094	0.0223333	0.00203327	0.00125654	0.00400451	0.00698843	5.68192e-05	0.0084672	0.00748231	0.0121025	0.0100793	0.0314234	0.00757842	0.021933	0.000293778	0.000260658	0.0082232	0.0102902	0.00148135	0.0296782	0.0050248	0.0199687	0.00516848	0.00139843	0.00394845	0.00695889	0.00234847	0.00304223	0.0210245	0.00673809	0.0930802	0.0252834	0.0691259	0.00665611	0.0434625	0.0451406	0.0092734	0.00348323	0.0101586	0.0903878	0.0147477	0.00662128	0.0159599	0.00724788	0.0131817	0.0336896	0.00206461	0.00685639	0.0227996	0.0244737	0.0206382	0.00483456	0.0124942	0.0450474	0.0139173	0.0416159	0.00528749	0.0016023	0.0453024	0.0191367	0.0228175	0.0337252	0.00170603	0.00179734	0.0554766	0.318574	0.887047	2.7389	0.008916	0.00314793	0.00915529	0.00290225	0.0039092	0.00167376	0.0235594	0.0598847	0.010514	0.0178626	0.00344008	0.0120654	0.0155743	0.00522338	0.0170775	0.00155477	0.000960831	0.00306211	0.00534381	4.34477e-05	0.00647458	0.00572146	0.00925436	0.00770732	0.0240284	0.00579496	0.0167714	0.000224642	0.000199316	0.006288	0.00786856	0.00113274	0.0226939	0.0038423	0.0152694	0.00395216	0.00106933	0.00301925	0.00532122	0.00179579	0.00232629	0.0160767	0.00515239	0.0711752	0.0193333	0.0528582	0.0050897	0.0332343	0.0345175	0.00709105	0.0026635	0.00776797	0.0691164	0.0112771	0.00506307	0.012204	0.00554221	0.0100796	0.0257612	0.00157874	0.00524285	0.0174341	0.0187142	0.0157813	0.00369682	0.00955385	0.0344462	0.0106421	0.0318223	0.00404316	0.00122522	0.0346412	0.0146332	0.0174478	0.0257885	0.00130455	0.00137437	1.307761
381	1	-1305.55	-1436.427	130.8774	0.9600912	1.041568	0.0134079	0.014138	0.0173295	0.00922099	0.0128302	0.0310959	0.0573085	0.0288172	0.0212911	0.00907764	0.0188875	0.030561	0.0103471	0.00962853	0.0012917	0.0136546	0.0164641	0.0277439	0.00525968	0.00223264	0.0100831	0.00605986	0.0204202	0.00289945	0.0276838	0.023657	0.0032635	0.00447595	0.00988793	0.00745379	0.0102824	0.0195068	0.0189468	0.0264886	0.0115516	0.00211826	0.00166339	0.0102819	0.00185998	0.0262445	0.0199678	0.0138143	0.0256566	0.0187967	0.0261636	0.0531255	0.00154778	0.0525899	0.0392133	0.0311389	0.000970795	0.0316902	0.0322606	0.110627	0.118004	0.130857	0.0224132	0.0223689	0.0261411	0.0208989	0.0537063	0.0265984	0.0149996	0.00656198	9.63137e-05	0.0366479	0.0381396	0.006963	0.00746347	0.018317	0.00795955	0.0858456	0.0158609	0.0213102	0.0200674	0.0307662	0.00281882	0.145172	0.488899	1.00656	2.35937	0.00749975	0.00790811	0.00969326	0.00515777	0.00717662	0.0173936	0.0320556	0.016119	0.0119092	0.00507759	0.0105648	0.0170944	0.00578768	0.00538573	0.000722512	0.0076377	0.00920923	0.0155186	0.00294201	0.00124883	0.00564	0.00338959	0.0114221	0.00162181	0.015485	0.0132326	0.00182545	0.00250363	0.00553083	0.00416929	0.00575148	0.0109112	0.0105979	0.0148165	0.0064614	0.00118485	0.000930421	0.00575118	0.00104038	0.0146799	0.011169	0.00772707	0.0143511	0.010514	0.0146347	0.0297158	0.000865752	0.0294163	0.021934	0.0174176	0.000543016	0.017726	0.018045	0.0618791	0.0660055	0.0731951	0.0125369	0.0125121	0.0146221	0.0116898	0.0300407	0.0148779	0.00839002	0.00367046	5.38732e-05	0.020499	0.0213334	0.00389477	0.0041747	0.0102456	0.00445219	0.0480179	0.00887184	0.0119199	0.0112247	0.0172091	0.00157671	1.787784
382	0	-1305.246	-1436.266	131.0198	0.9797415	1.020677	0.0101885	0.00433417	0.0174533	0.00415029	0.00173674	0.0287485	0.0449128	0.0188863	0.0150675	0.0179689	0.0024106	0.0450735	0.01485	0.0246367	0.0248498	0.0291133	0.00279634	0.00538683	0.0101872	0.000116035	0.0194268	0.0110262	0.00919163	0.0103151	0.0464488	0.007785	0.0095083	0.00127818	0.000300281	0.00194669	0.00296496	0.00282532	0.0484895	0.0132322	0.00984092	0.0119027	0.00310397	0.0046179	0.00480374	0.00560328	0.00294921	0.0251181	0.0125746	0.151713	0.0268905	0.0320865	0.00355271	0.0633566	0.0658029	0.00314153	0.00224164	0.013212	0.146659	0.022263	0.0159403	0.0232653	0.00629388	0.0192153	0.0271234	0.016831	0.013464	0.0204469	0.00987768	0.0337681	0.00764529	0.00531102	0.0514468	0.0167163	0.0606648	0.0162821	0.0152946	0.0770852	0.0278962	0.0120279	0.028876	0.000815254	0.000452665	0.141061	0.48288	1.00334	2.37272	0.00626683	0.0026659	0.0107353	0.0025528	0.00106825	0.0176829	0.0276254	0.0116167	0.00926787	0.0110525	0.00148273	0.0277242	0.00913409	0.0151538	0.0152848	0.0179073	0.00172	0.00331338	0.00626607	7.1372e-05	0.0119492	0.00678208	0.00565368	0.00634474	0.0285702	0.00478847	0.00584846	0.000786197	0.0001847	0.00119739	0.00182371	0.00173782	0.0298254	0.00813896	0.00605305	0.00732125	0.00190922	0.00284042	0.00295473	0.00344652	0.00181403	0.0154499	0.00773448	0.0933169	0.01654	0.0197361	0.00218523	0.0389699	0.0404746	0.00193232	0.00137881	0.00812655	0.0902085	0.0136937	0.00980472	0.0143102	0.0038713	0.0118191	0.0166833	0.0103525	0.00828156	0.0125767	0.00607566	0.0207704	0.00470254	0.00326675	0.0316444	0.010282	0.0373143	0.0100149	0.00940752	0.0474143	0.0171587	0.00739821	0.0177613	0.000501454	0.000278429	1.62578
383	1	-1305.67	-1436.195	130.5246	1.659009	0.6027696	0.0228818	0.00758449	0.0128755	0.0147328	0.00664381	0.0234519	0.0404254	0.0217334	0.0160573	0.0250552	0.0142446	0.0230485	0.0242135	0.0221513	0.000974171	0.0105484	0.00362077	0.0194844	0.00685605	0.00542411	0.0176622	0.00457022	0.0342272	0.00193599	0.0245339	0.0338766	0.00389004	0.0101963	0.00619594	0.0056215	0.0074642	0.0147116	0.00919018	0.0333412	0.00871197	0.012506	0.00139565	0.00804626	0.000749708	0.00912298	0.0269146	0.00838655	0.0222149	0.0033374	0.0147652	0.0270996	0.00159618	0.0229798	0.0295739	0.0234843	0.00186411	0.0422737	0.034008	0.0565589	0.0689113	0.0630113	0.0044173	0.0203847	0.0141207	0.0223891	0.043368	0.00961611	0.0297659	0.00494892	5.46392e-05	0.0590741	0.0171921	0.0115309	0.00981216	0.0138143	0.0113804	0.0568601	0.0145282	0.0202876	0.0452273	0.0106612	0.00526203	0.0536798	0.313808	0.882725	2.74979	0.0158721	0.00526104	0.00893117	0.0102195	0.00460853	0.0162676	0.0280414	0.0150755	0.0111383	0.0173797	0.00988088	0.0159878	0.0167959	0.0153654	0.000675741	0.007317	0.00251158	0.0135155	0.00475575	0.00376247	0.0122515	0.00317017	0.023742	0.00134291	0.0170182	0.0234988	0.00269836	0.00707271	0.00429786	0.0038994	0.0051776	0.0102048	0.00637484	0.0231274	0.00604313	0.00867492	0.000968105	0.00558135	0.000520041	0.00632822	0.0186696	0.0058174	0.0154096	0.00231501	0.010242	0.0187979	0.0011072	0.0159401	0.0205141	0.0162901	0.00129306	0.0293235	0.0235899	0.0392325	0.0478009	0.0437083	0.00306409	0.01414	0.00979492	0.0155304	0.0300826	0.00667029	0.0206474	0.00343286	3.79009e-05	0.0409772	0.0119254	0.0079985	0.00680628	0.0095824	0.00789412	0.0394415	0.0100776	0.0140727	0.0313722	0.00739523	0.00365005	1.441633
384	0	-1304.324	-1435.255	130.9302	1.167989	0.8561728	0.00721016	0.00638423	0.012365	0.0179856	0.0025709	0.0121477	0.0404984	0.01703	0.00108355	0.00351573	0.00230641	0.0145574	0.0133905	0.0569892	0.00406057	0.0262519	0.00562458	0.00712508	0.00622314	0.000138566	0.0190164	0.00683901	0.0214317	0.00930131	0.0418835	0.0282545	0.00253058	0.00622161	0.00238285	0.00411467	0.0117876	0.00254763	0.0413558	0.0320322	0.0261416	0.00606438	0.00322248	0.0130654	0.0043316	0.0019069	0.00461471	0.0345039	0.0178123	0.0967536	0.0242475	0.0629962	0.00731188	0.0780197	0.0242382	0.0031184	0.00165227	0.0245386	0.117819	0.0212663	0.00711617	0.0197156	0.0119625	0.0173267	0.0344396	0.00977312	0.006453	0.0184372	0.0145911	0.0369273	0.00266462	0.0207542	0.0345507	0.0150733	0.0441791	0.00890248	0.0195426	0.0834509	0.0256776	0.00537636	0.0260379	0.000307026	0.0030276	0.107443	0.428803	0.971382	2.49237	0.00472156	0.0041807	0.00809719	0.0117779	0.00168355	0.00795493	0.0265204	0.0111521	0.000709562	0.00230227	0.00151035	0.00953289	0.00876873	0.0373193	0.00265906	0.017191	0.00368325	0.00466585	0.00407521	9.07397e-05	0.0124529	0.00447851	0.0140345	0.00609095	0.0274274	0.0185024	0.00165714	0.00407421	0.0015604	0.00269449	0.00771911	0.00166831	0.0270818	0.0209763	0.0171188	0.00397125	0.00211024	0.00855586	0.00283654	0.00124873	0.00302193	0.0225948	0.0116644	0.063359	0.0158784	0.041253	0.00478818	0.0510911	0.0158724	0.00204208	0.00108199	0.0160691	0.0771539	0.0139262	0.00466002	0.0129107	0.00783363	0.0113464	0.0225527	0.00639992	0.00422574	0.0120736	0.00955499	0.0241818	0.00174493	0.0135909	0.0226255	0.00987076	0.0289306	0.00582978	0.0127975	0.0546477	0.0168149	0.0035207	0.0170509	0.000201055	0.00198262	1.52707
385	1	-1302.865	-1434.326	131.4609	0.7297756	1.370284	0.0246784	0.00562445	0.0184154	0.00682025	0.00735423	0.0171268	0.00830894	0.0473891	0.0179638	0.00185878	0.0143098	0.0255131	0.0187854	0.00473309	0.000505593	0.00104646	0.00883462	0.0124788	0.00522043	0.00544087	0.00894007	0.00452467	0.0378872	0.0021206	0.00448331	0.0122067	0.00593846	0.00933168	0.00685847	0.00159107	0.00755806	0.00927362	0.0153787	0.0509072	0.0220242	0.0101318	0.000791832	0.00387546	0.00344171	0.0204969	0.00947857	0.00928332	0.0142546	0.00688986	0.0275441	0.0139527	0.0097807	0.0505798	0.0164163	0.0140597	0.00184	0.0467941	0.0376444	0.0626068	0.115913	0.0721143	0.00176256	0.0225644	0.0302779	0.0472979	0.0398427	0.00556124	0.0269598	0.00906265	0.00320571	0.0695906	0.0190305	0.0120879	0.0126234	0.00753262	0.0174167	0.0556219	0.00693252	0.022457	0.0110862	0.00842475	0.0059501	0.204571	0.565438	1.0418	2.18819	0.0172022	0.00392054	0.0128365	0.00475408	0.00512629	0.0119383	0.00579177	0.0330327	0.0125217	0.00129567	0.0099747	0.017784	0.0130944	0.00329921	0.000352425	0.000729442	0.0061582	0.00869835	0.00363892	0.00379257	0.0062317	0.00315393	0.0264094	0.00147817	0.00312511	0.00850874	0.00413942	0.00650467	0.00478072	0.00110906	0.00526837	0.00646421	0.0107198	0.035485	0.0153521	0.00706242	0.000551949	0.0027014	0.00239906	0.0142874	0.00660706	0.00647097	0.00993619	0.0048026	0.0191997	0.00972574	0.00681767	0.0352568	0.011443	0.00980038	0.00128257	0.0326179	0.0262402	0.0436403	0.0807973	0.0502675	0.0012286	0.0157286	0.0211053	0.0329691	0.0277725	0.00387648	0.0187924	0.00631715	0.00223455	0.0485083	0.0132653	0.00842593	0.00879916	0.00525064	0.0121403	0.0387715	0.00483234	0.0156537	0.00772765	0.0058725	0.00414754	1.434611
386	0	-1306.926	-1437.877	130.9509	1.168506	0.8557938	0.00969522	0.0140873	0.0125486	0.00925717	0.00222182	0.0219742	0.0410999	0.0425236	0.00717224	0.00327229	0.00553574	0.0188862	0.0125396	0.0578355	0.00109445	0.00432489	0.00337265	0.00679965	0.00631556	4.40487e-05	0.0108749	0.0139176	0.0154075	0.0027294	0.0306489	0.0286741	0.0103145	0.00797779	0.00241823	0.0018751	0.0119627	0.0020738	0.0494146	0.0218731	0.0446948	0.00861525	0.00761694	0.00866055	0.00185751	0.0510044	0.00899334	0.00947161	0.0286257	0.0914188	0.0246076	0.0764083	0.00760674	0.0749105	0.0245982	0.00368268	0.00222555	0.024903	0.0862815	0.0215822	0.008834	0.00517803	0.0017298	0.0120098	0.0310257	0.00624788	0.0141348	0.0442583	0.0106982	0.0200175	0.00333326	0.0239795	0.0298072	0.0152972	0.0448352	0.0107207	0.0167808	0.0496352	0.0173205	0.00761712	0.0320316	0.000216595	0.00161692	0.107364	0.428663	0.971292	2.49268	0.00643836	0.00935501	0.00833322	0.00614745	0.00147545	0.0145925	0.0272934	0.0282389	0.00476291	0.00217305	0.00367615	0.0125418	0.00832726	0.0384071	0.000726796	0.00287205	0.00223969	0.00451548	0.004194	2.92516e-05	0.00722174	0.00924234	0.0102318	0.00181253	0.0203532	0.0190417	0.00684959	0.00529785	0.00160589	0.00124521	0.00794411	0.00137716	0.032815	0.0145254	0.0296807	0.00572117	0.00505822	0.00575126	0.00123352	0.0338708	0.00597225	0.00628986	0.0190096	0.060709	0.0163413	0.0507408	0.00505145	0.0497462	0.016335	0.00244558	0.00147793	0.0165375	0.0572974	0.0143322	0.00586644	0.0034386	0.00114872	0.00797541	0.0206034	0.00414906	0.00938657	0.0293908	0.00710444	0.0132931	0.00221354	0.0159242	0.0197942	0.0101585	0.0297739	0.00711933	0.0111437	0.0329615	0.0115021	0.00505834	0.0212714	0.000143836	0.00107376	1.505854
387	1	-1299.633	-1430.779	131.1457	1.045003	0.9569349	0.0290889	0.00654868	0.00370834	0.0185817	0.000373206	0.0199412	0.0344461	0.0639002	0.00717495	0.0114731	0.0141657	0.0110186	0.0158687	0.0194332	0.00145073	0.00121843	0.00138969	0.00499251	0.000421159	0.00479363	0.00642868	0.0129826	0.0249854	0.00449081	0.00700085	0.0167676	0.000869979	0.00680702	0.00821386	0.0144128	0.0261524	0.0406286	0.0308888	0.0261932	0.00283108	0.0214924	0.00236447	0.00719296	0.00104983	0.00988303	0.019846	0.0108088	0.021833	0.0127472	0.00742915	0.0124326	0.00324008	0.0656508	0.0106125	0.0201028	0.00177213	0.0426819	0.0208953	0.030698	0.0920871	0.0932452	0.00721448	0.0382691	0.0352533	0.0209982	0.0483712	0.0105483	0.0159505	0.0202052	0.000488774	0.0611082	0.016396	0.00891768	0.00583556	0.00499316	0.0208885	0.0255063	0.0155563	0.0146089	0.0348455	0.00800328	0.0129446	0.128283	0.463413	0.992481	2.41582	0.0202765	0.00456478	0.00258491	0.0129524	0.000260144	0.0139001	0.0240108	0.0445418	0.00500132	0.00799736	0.00987424	0.00768053	0.0110613	0.013546	0.00101124	0.000849307	0.000968691	0.00348005	0.000293571	0.00334141	0.00448113	0.00904956	0.0174162	0.00313034	0.00487996	0.0116879	0.000606421	0.00474485	0.0057255	0.0100465	0.0182296	0.0283203	0.0215311	0.0182581	0.00197341	0.0149813	0.00164816	0.00501388	0.000731786	0.006889	0.0138337	0.00753431	0.0152188	0.00888545	0.00517851	0.00866618	0.00225851	0.0457621	0.00739751	0.0140128	0.00123527	0.0297516	0.0145651	0.0213982	0.0641896	0.0649969	0.00502887	0.0266756	0.0245734	0.0146368	0.0337173	0.00735272	0.0111183	0.0140841	0.000340701	0.0425957	0.0114289	0.00621609	0.0040677	0.0034805	0.0145604	0.0177792	0.0108436	0.0101832	0.0242892	0.00557871	0.0090231	1.434611
388	0	-1305.616	-1436.938	131.3222	0.8872994	1.127015	0.0453008	0.0101987	0.014075	0.0228642	0.010592	0.0025429	0.0350785	0.029442	0.0014757	0.0462336	0.00977094	0.0151263	0.00689258	0.0596225	0.0132277	0.00369126	0.00514381	0.00586035	0.0114784	0.000216522	0.0137488	0.0134401	0.023224	0.000814603	0.0433264	0.0136733	0.00880334	0.00417494	0.0108988	0.00239262	0.0183594	0.00694603	0.0194167	0.0174086	0.0246271	0.0061631	0.006501	0.00274658	0.00139773	0.0273699	0.00406269	0.0254982	0.0112373	0.0701769	0.0293903	0.0299524	0.00552726	0.0528727	0.0400446	0.00569515	0.000267221	0.0149686	0.0736407	0.0262949	0.0164732	0.00415474	0.00497521	0.0107362	0.0289008	0.00445327	0.0222701	0.0218608	0.0205637	0.0204462	0.00368238	0.0204664	0.0275737	0.00969683	0.0388878	0.00899506	0.026033	0.0423633	0.016032	0.0379097	0.0237833	0.000566237	0.00106896	0.161578	0.511862	1.01823	2.30833	0.0319969	0.00720357	0.00994149	0.0161494	0.00748135	0.0017961	0.0247766	0.0207955	0.00104232	0.0326558	0.00690141	0.010684	0.00486837	0.0421126	0.00934299	0.00260721	0.00363318	0.00413928	0.00810744	0.000152934	0.00971108	0.009493	0.0164036	0.00057537	0.0306023	0.00965771	0.00621798	0.00294885	0.00769806	0.00168996	0.0129676	0.00490612	0.0137144	0.012296	0.0173946	0.00435312	0.00459179	0.00193996	0.000987242	0.0193319	0.00286956	0.0180099	0.00793713	0.0495674	0.020759	0.021156	0.00390402	0.037345	0.0282843	0.0040226	0.000188744	0.0105726	0.0520139	0.0185726	0.0116353	0.00293457	0.00351409	0.00758318	0.0204132	0.00314544	0.0157298	0.0154407	0.0145246	0.0144416	0.00260094	0.0144558	0.0194759	0.00684907	0.0274672	0.00635339	0.0183876	0.029922	0.0113237	0.0267764	0.0167986	0.000399945	0.000755027	1.415788
389	1	-1311.668	-1443.115	131.4463	0.8958028	1.116317	0.0180453	0.00572571	0.00439859	0.015796	8.17665e-05	0.0181381	0.0183221	0.0483394	0.0160187	0.0123712	0.012042	0.0450441	0.0146863	0.0609099	0.00557574	0.000804247	0.000497822	0.00512737	0.00024639	0.00419432	0.00632728	0.0110363	0.0212397	0.00381757	0.0148787	0.0129997	0.0015772	0.00670986	0.00698247	0.00335113	0.00795462	0.0372506	0.0262581	0.0180338	0.00317755	0.0197407	0.00108535	0.0068544	0.000881374	0.00998254	0.0163758	0.0043454	0.0110381	0.00956766	0.013022	0.0480932	0.00275434	0.0423379	0.00959396	0.0170891	0.00236501	0.0159458	0.0340589	0.0332005	0.0542988	0.0690162	0.0497181	0.0260085	0.0322458	0.0178502	0.0193986	0.0081545	0.00920052	0.0171761	0.000742724	0.0545511	0.0140788	0.0144417	0.00497622	0.00473124	0.0105403	0.0367983	0.0159643	0.00726873	0.0164602	0.0091958	0.00403876	0.159561	0.509124	1.01688	2.31443	0.0140633	0.00446224	0.00342797	0.0123104	6.37234e-05	0.0141356	0.014279	0.0376725	0.0124839	0.0096413	0.00938476	0.0351044	0.0114456	0.0474692	0.00434536	0.000626777	0.00038797	0.00399593	0.00019202	0.00326878	0.00493107	0.00860096	0.0165528	0.00297516	0.0115955	0.0101311	0.00122916	0.00522922	0.00544168	0.00261165	0.00619931	0.0290307	0.0204638	0.0140543	0.00247637	0.0153846	0.000845849	0.00534187	0.000686885	0.00777974	0.0127622	0.00338651	0.00860233	0.0074564	0.0101485	0.0374807	0.00214655	0.0329953	0.0074769	0.0133181	0.00184313	0.0124271	0.0265432	0.0258743	0.0423169	0.0537866	0.038747	0.0202693	0.0251303	0.0139113	0.015118	0.00635508	0.00717028	0.0133859	0.00057883	0.0425135	0.0109721	0.0112549	0.00387814	0.00368722	0.00821439	0.0286782	0.0124415	0.00566477	0.012828	0.0071666	0.00314755	1.283147
390	0	-1310.633	-1441.005	130.3725	1.772366	0.5642177	0.0491719	0.0110703	0.0195366	0.0376586	0.0114971	0.008264	0.0160067	0.0337589	0.0116638	0.0501845	0.0129059	0.0307758	0.0253712	0.022061	0.0108708	0.000562652	0.00138792	0.00891067	0.00260393	0.000117285	0.0112136	0.0139161	0.0306855	0.00526562	0.0481607	0.0096029	0.00786932	0.00417362	0.00491421	0.00378663	0.0255827	0.0075396	0.0133939	0.016088	0.0267315	0.00835264	0.00197369	0.00111574	0.000484246	0.0166811	0.00994027	0.0225435	0.00492293	0.0761738	0.0251246	0.0341352	0.00548323	0.0406491	0.0434666	0.0125568	0.000290057	0.00946182	0.0799335	0.0285419	0.026866	0.012123	0.0141879	0.0108038	0.032811	0.0298274	0.00513758	0.0314669	0.0160506	0.0190265	0.00868224	0.0238253	0.047284	0.0124061	0.0422109	0.01033	0.0251649	0.0459834	0.0100584	0.0151268	0.0179273	0.00146004	0.00656714	0.0458222	0.291787	0.861905	2.80049	0.0332139	0.00747757	0.0131963	0.025437	0.00776592	0.00558204	0.010812	0.022803	0.00787846	0.0338979	0.00871751	0.020788	0.0171374	0.0149014	0.00734287	0.000380052	0.000937488	0.00601885	0.00175886	7.92217e-05	0.00757439	0.00939982	0.020727	0.00355674	0.0325309	0.00648642	0.00531545	0.00281913	0.00331938	0.00255773	0.0172802	0.00509273	0.0090471	0.0108669	0.0180562	0.00564192	0.00133316	0.000753645	0.000327091	0.0112675	0.0067143	0.0152274	0.00332527	0.0514527	0.0169708	0.0230571	0.00370373	0.0274571	0.0293601	0.00848166	0.000195923	0.00639113	0.0539923	0.019279	0.0181471	0.00818864	0.00958343	0.00729761	0.0221627	0.0201473	0.00347026	0.0212548	0.0108416	0.0128517	0.00586455	0.0160932	0.0319387	0.00837991	0.028512	0.00697756	0.016998	0.0310602	0.00679407	0.0102177	0.0121093	0.000986207	0.00443588	1.480462
391	1	-1311.912	-1443.122	131.2106	1.237139	0.8083164	0.0180002	0.0104599	0.00670353	0.00569551	6.39282e-05	0.0142669	0.020182	0.0388291	0.00663019	0.0102676	0.00646956	0.012578	0.0285853	0.00728284	0.0100045	0.000729623	0.00207008	0.00391553	0.000273551	0.00944449	0.0099585	0.0103752	0.0211866	0.00704353	0.0171748	0.0351635	0.0045131	0.00669309	0.00779264	0.00662223	0.00717099	0.0307026	0.0294128	0.0293018	0.00137623	0.0124503	0.00141106	0.00301709	0.00366327	0.00995759	0.00884382	0.00859189	0.00742562	0.00805578	0.01421	0.0405936	0.00993333	0.0301784	0.0160434	0.00556517	0.00298632	0.0107589	0.0281348	0.0331175	0.0872181	0.0560984	0.0253969	0.0259435	0.00918326	0.0207893	0.0323607	0.0156147	0.0123578	0.00348764	0.000381066	0.0544148	0.0142952	0.0144056	0.00041095	0.00309523	0.00644733	0.0667828	0.0159244	0.00117014	0.0104787	0.00598981	0.00339305	0.0973272	0.410461	0.959233	2.53298	0.0152866	0.00888305	0.00569294	0.00483688	5.42907e-05	0.0121161	0.0171395	0.0329754	0.00563065	0.00871971	0.00549424	0.0106818	0.0242759	0.00618491	0.00849623	0.000619628	0.001758	0.00332524	0.000232312	0.00802068	0.0084572	0.00881105	0.0179926	0.00598168	0.0145856	0.0298624	0.00383272	0.00568407	0.00661786	0.00562389	0.00608992	0.026074	0.0249787	0.0248844	0.00116875	0.0105734	0.00119834	0.00256225	0.00311101	0.00845643	0.00751057	0.00729661	0.00630617	0.00684133	0.0120678	0.0344739	0.00843583	0.0256288	0.0136247	0.00472619	0.00253612	0.00913691	0.0238933	0.0281249	0.0740695	0.0476412	0.0215681	0.0220323	0.00779884	0.0176552	0.0274822	0.0132607	0.0104948	0.00296186	0.000323619	0.0462115	0.0121401	0.0122338	0.000348997	0.00262861	0.00547536	0.056715	0.0135237	0.000993735	0.00889894	0.00508681	0.00288153	1.177517
