Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	relative_bl[28]	relative_bl[29]	relative_bl[30]	relative_bl[31]	relative_bl[32]	relative_bl[33]	relative_bl[34]	relative_bl[35]	relative_bl[36]	relative_bl[37]	relative_bl[38]	relative_bl[39]	relative_bl[40]	relative_bl[41]	relative_bl[42]	relative_bl[43]	relative_bl[44]	relative_bl[45]	relative_bl[46]	relative_bl[47]	relative_bl[48]	relative_bl[49]	relative_bl[50]	relative_bl[51]	relative_bl[52]	relative_bl[53]	relative_bl[54]	relative_bl[55]	relative_bl[56]	relative_bl[57]	relative_bl[58]	relative_bl[59]	relative_bl[60]	relative_bl[61]	relative_bl[62]	relative_bl[63]	relative_bl[64]	relative_bl[65]	relative_bl[66]	relative_bl[67]	relative_bl[68]	relative_bl[69]	relative_bl[70]	relative_bl[71]	relative_bl[72]	relative_bl[73]	relative_bl[74]	relative_bl[75]	relative_bl[76]	relative_bl[77]	tree_length
298	0	-910.6771	-1041.189	130.5118	1.132767	0.8827941	0.0270247	0.00405176	0.00542541	0.0073922	0.00831556	0.00841934	0.0118634	0.0397223	0.00280283	0.0636003	0.000575443	0.00734304	0.0107392	0.0580338	0.00567664	0.0123908	0.0036939	0.00981276	0.00592696	0.00978023	0.00140013	0.00919226	0.0144624	0.0134341	0.00291245	0.0181476	0.000988097	0.00184136	0.0047628	0.00121202	0.00209909	0.0206013	0.0538643	0.00937525	0.0111374	0.00346544	0.0111786	0.0200033	0.0295686	0.0239406	0.0145458	0.118897	0.0294175	0.141216	0.0854818	0.0176241	0.0646514	0.0421564	0.00556509	0.019748	0.0120288	0.0832709	0.0011393	0.0173727	0.00685993	0.0267171	0.00865155	0.0110808	0.0405837	0.0784209	0.0020011	0.0764053	0.101007	0.00456406	0.0412188	0.00490002	0.0783115	0.0158345	0.0350247	0.0520984	0.00715592	0.00840918	0.0265526	0.0454577	0.0395183	0.0490847	0.0115326	0.113017	0.438449	0.977497	2.47104	0.0136441	0.00204564	0.00273916	0.00373214	0.00419833	0.00425073	0.00598957	0.0200548	0.00141508	0.0321103	0.000290528	0.00370733	0.00542197	0.0292999	0.002866	0.00625583	0.00186496	0.00495423	0.00299238	0.00493781	0.000706891	0.00464095	0.00730171	0.00678256	0.00147042	0.00916227	0.000498867	0.000929659	0.00240462	0.000611922	0.00105978	0.0104011	0.0271948	0.00473334	0.00562302	0.00174962	0.00564382	0.0100992	0.0149285	0.012087	0.00734382	0.0600285	0.0148522	0.0712964	0.0431577	0.00889799	0.032641	0.0212837	0.00280968	0.00997031	0.00607307	0.0420415	0.000575204	0.00877106	0.00346341	0.0134888	0.00436796	0.00559445	0.0204898	0.0395928	0.00101031	0.0385752	0.0509961	0.00230429	0.0208104	0.0024739	0.0395376	0.00799448	0.0176832	0.0263033	0.00361286	0.0042456	0.0134058	0.0229505	0.0199519	0.0247817	0.00582252	1.980683
299	1	-913.0691	-1043.741	130.6718	1.044092	0.9577703	0.0268948	0.00180884	0.0514015	0.00677485	0.00403417	0.0262193	0.000522128	0.0474153	0.00993715	0.00059694	0.00396959	0.0483397	0.0503994	0.0450587	0.00601956	0.000881886	0.00403602	0.010625	0.0102975	0.0186875	0.00128803	0.00994602	0.00878833	0.00366637	0.068157	0.0093607	0.0105003	0.00152023	0.000723422	0.000353954	0.000679149	0.0453849	0.0320804	0.0125249	0.0178501	0.00796773	0.0129598	0.0104937	0.00041439	0.0253433	0.00209209	0.0156565	0.0226475	0.00460446	0.024139	0.00671833	0.0043358	0.00199774	0.0594346	0.0154062	0.0157614	0.00586615	0.0108058	0.00484982	0.0365104	0.0175267	0.00404917	0.0319266	0.00487667	0.00241389	0.0295	0.0135519	0.0570777	0.110566	0.0931723	0.00079026	0.164565	0.0523013	0.0401426	0.0143881	0.102118	0.00986459	0.0439646	0.0961313	0.0358531	0.0534935	0.0463424	0.128453	0.46368	0.992634	2.41523	0.0140857	0.00094735	0.0269207	0.00354822	0.00211284	0.0137319	0.000273456	0.024833	0.00520443	0.000312638	0.00207901	0.0253172	0.0263959	0.0235988	0.00315265	0.000461874	0.0021138	0.00556467	0.00539315	0.00978727	0.000674588	0.00520907	0.00460275	0.0019202	0.0356962	0.00490252	0.00549938	0.000796199	0.000378881	0.000185378	0.000355694	0.0237697	0.0168016	0.00655973	0.00934874	0.00417298	0.0067875	0.0054959	0.00021703	0.0132732	0.0010957	0.00819984	0.0118613	0.00241152	0.0126424	0.00351862	0.00227081	0.00104628	0.031128	0.00806875	0.00825477	0.0030723	0.00565939	0.00254002	0.0191218	0.00917931	0.00212069	0.0167211	0.00255408	0.00126424	0.0154501	0.00709758	0.0298936	0.0579071	0.0487975	0.000413887	0.0861885	0.027392	0.0210241	0.00753553	0.0534829	0.00516643	0.0230258	0.0503473	0.0187775	0.0280164	0.0242711	1.909364
300	0	-905.756	-1036.156	130.3996	1.382101	0.723536	0.0329335	0.00689229	0.0177584	0.00558848	0.00151807	0.0322169	0.0164856	0.0409636	0.00870367	0.0280853	0.00592977	0.00852968	0.00912407	0.0493058	0.0048229	0.00611141	0.00279034	0.00542427	0.00646428	0.0128221	0.0110621	0.00684989	0.0395157	0.000642096	0.00849327	0.007331	0.0076797	0.00206484	0.00404649	0.00148323	0.00531436	0.00729911	0.07084	0.00796525	0.00361281	0.00805062	0.00812271	0.0345379	0.010914	0.02034	0.0129836	0.106582	0.0249932	0.0591491	0.158222	0.0166131	0.0549281	0.0421388	0.0125664	0.0177442	0.0130527	0.0388402	0.0216731	0.0126023	0.00620212	0.00722759	0.00560907	0.00145165	0.0262386	0.0666267	0.00788226	0.0333661	0.195968	0.0150341	0.0223573	0.0103888	0.0539621	0.0141408	0.0422466	0.0338798	0.00510626	0.0296322	0.0130707	0.0386211	0.0156226	0.0335449	0.00467066	0.079221	0.374427	0.933287	2.61307	0.0178639	0.00373854	0.00963257	0.00303133	0.000823436	0.0174752	0.00894219	0.0222197	0.00472108	0.0152341	0.00321645	0.00462671	0.00494912	0.0267446	0.00261606	0.00331498	0.00151355	0.00294225	0.00350638	0.00695504	0.00600034	0.00371554	0.0214343	0.000348288	0.00460695	0.00397651	0.00416565	0.00112002	0.00219492	0.000804541	0.00288264	0.00395921	0.0384253	0.00432054	0.00195968	0.00436685	0.00440596	0.0187342	0.00592	0.0110329	0.00704264	0.0578129	0.0135569	0.0320839	0.0858235	0.00901134	0.0297943	0.0228571	0.00681633	0.00962486	0.00708009	0.0210679	0.011756	0.00683578	0.00336418	0.00392042	0.00304249	0.000787412	0.0142325	0.0361399	0.00427553	0.0180986	0.106298	0.00815488	0.0121272	0.00563516	0.0292704	0.00767033	0.0229156	0.0183772	0.00276976	0.0160732	0.00708987	0.020949	0.00847408	0.0181956	0.00253348	1.843576
301	1	-911.4677	-1041.863	130.3951	1.902342	0.5256679	0.0202813	0.000740971	0.0223699	0.00316288	0.0101047	0.00232503	0.000661216	0.0259144	0.0086459	0.000412247	0.00126263	0.0318907	0.0380061	0.0222591	0.00133706	0.00676861	0.00304355	0.0148043	0.0101103	0.0140922	0.000757376	0.00750027	0.0124315	0.00456047	0.051397	0.00920956	0.00615409	0.000247407	0.00146528	0.00225672	0.000426478	0.0184351	0.027754	0.00528613	0.0088505	0.00600845	0.0140628	0.00613687	0.00273956	0.00530601	0.00448298	0.0103543	0.0170784	0.00402632	0.012126	0.00506628	0.0103992	0.00165502	0.0448195	0.00417922	0.0191889	0.00442365	0.00477419	0.00584728	0.0204379	0.00889144	0.0269667	0.0184528	0.00167696	0.00424152	0.0222458	0.00815912	0.0274844	0.0991246	0.0868574	0.000316005	0.124098	0.0107347	0.014801	0.01085	0.0770071	0.000898326	0.0211267	0.0757347	0.0339905	0.0397596	0.0163767	0.0382382	0.268343	0.838082	2.85534	0.015274	0.000558031	0.0168469	0.00238199	0.00760993	0.001751	0.000497967	0.0195163	0.00651129	0.000310466	0.000950893	0.0240171	0.0286226	0.0167635	0.00100695	0.00509749	0.00229212	0.0111493	0.00761414	0.0106129	0.000570385	0.00564851	0.00936224	0.00343453	0.0387075	0.00693579	0.00463469	0.000186324	0.00110351	0.00169955	0.000321184	0.0138836	0.0209018	0.00398102	0.00666537	0.00452501	0.0105908	0.00462172	0.00206319	0.00399599	0.00337617	0.0077979	0.0128619	0.00303225	0.00913218	0.00381545	0.00783171	0.00124641	0.0337539	0.0031474	0.0144513	0.00333148	0.00359548	0.00440363	0.0153919	0.00669621	0.0203088	0.013897	0.00126293	0.00319432	0.0167535	0.00614469	0.0206987	0.0746515	0.065413	0.000237985	0.0934592	0.00808437	0.0111467	0.00817122	0.0579946	0.000676536	0.0159106	0.0570364	0.0255985	0.0299432	0.0123334	1.327832
302	0	-908.628	-1039.238	130.61	1.694358	0.5901942	0.0223689	0.00393971	0.00620328	0.00100008	0.0080457	0.00669106	0.0194347	0.0358449	0.00445644	0.0305887	0.00929748	0.00464069	0.00484729	0.0277011	0.0037536	0.000523962	0.00490917	0.011919	0.00573097	0.00929226	0.00773678	0.00556175	0.0345779	0.00249674	0.0181613	0.0240773	0.0067692	0.000721591	0.00384751	0.00371795	0.00606226	0.00885621	0.0619879	0.00413062	0.0099166	0.00109605	0.017633	0.0302221	0.0104873	0.0137401	0.0139456	0.0839245	0.0248874	0.0405326	0.0641619	0.00771365	0.0480644	0.00821659	0.0288637	0.011209	0.0397034	0.0487227	0.0189649	0.00976096	0.000530246	0.0119617	0.0111101	0.000424124	0.00609653	0.00749699	0.00360958	0.0259795	0.143971	0.00457983	0.0150306	0.00458755	0.0472191	0.00548486	0.0241645	0.00331355	0.00298377	0.00465911	0.0103219	0.00623965	0.0282023	0.00718017	0.00408702	0.0510921	0.306777	0.876233	2.7659	0.0169347	0.00298261	0.00469627	0.000757123	0.0060911	0.00506556	0.0147133	0.0271368	0.00337381	0.0231576	0.00703878	0.00351329	0.0036697	0.0209714	0.00284171	0.000396672	0.00371655	0.0090234	0.0043387	0.00703482	0.00585723	0.0042106	0.0261776	0.00189019	0.0137493	0.018228	0.00512471	0.00054629	0.00291281	0.00281472	0.00458952	0.00670471	0.0469288	0.00312714	0.00750749	0.000829778	0.0133493	0.0228801	0.00793953	0.0104022	0.0105577	0.0635362	0.0188413	0.0306857	0.0485746	0.00583972	0.0363878	0.00622048	0.0218517	0.00848589	0.0300579	0.0368862	0.0143576	0.00738966	0.00040143	0.00905573	0.00841107	0.000321089	0.00461546	0.00567569	0.00273268	0.0196681	0.108995	0.00346722	0.0113791	0.00347307	0.0357478	0.00415239	0.018294	0.00250857	0.0022589	0.00352724	0.00781432	0.00472381	0.0213509	0.00543584	0.00309413	1.320894
303	1	-906.8317	-1037.748	130.9165	1.22268	0.8178753	0.0129663	0.000835702	0.016263	0.00391908	0.0112242	0.00334543	0.00996644	0.0509115	0.0172891	8.94358e-05	0.00166075	0.0354239	0.0401772	0.01468	0.00414013	0.00751852	0.0023339	0.00274069	0.00725525	0.0275385	0.00391576	0.0128264	0.0107496	0.00156996	0.0375933	0.00777265	0.0122899	0.00194214	0.000524557	0.0126505	0.000836364	0.0204775	0.0402168	0.00333658	0.000571861	0.00626253	0.0156208	0.00690105	0.0071466	0.0171096	0.0088764	0.0106827	0.00276517	0.0137851	0.00531775	0.00634513	0.0221677	0.0153645	0.0168148	0.00655364	0.0225846	0.00390066	0.00569199	0.00510193	0.029506	0.00987655	0.00274848	0.0336695	0.00186276	0.00991533	0.0247105	0.0247142	0.0299799	0.0791395	0.118484	0.00482928	0.137847	0.0355803	0.0337173	0.0079131	0.0565797	0.0110112	0.0483546	0.0669808	0.0117435	0.054601	0.0157525	0.0993564	0.414232	0.961787	2.52462	0.00872528	0.00056236	0.0109437	0.00263722	0.00755301	0.0022512	0.00670661	0.0342593	0.0116341	6.01831e-05	0.00111755	0.0238374	0.027036	0.00987844	0.00278597	0.00505935	0.00157052	0.00184426	0.0048822	0.0185312	0.00263499	0.00863112	0.00723364	0.00105646	0.0252972	0.00523036	0.00827009	0.0013069	0.000352984	0.00851277	0.000562806	0.0137797	0.0270626	0.00224525	0.000384816	0.00421417	0.0105115	0.00464385	0.00480908	0.0115134	0.0059731	0.0071886	0.00186074	0.00927623	0.00357842	0.00426976	0.0149171	0.010339	0.011315	0.00441007	0.0151976	0.00262483	0.00383025	0.00343319	0.0198551	0.00664612	0.0018495	0.0226569	0.00125348	0.00667222	0.0166282	0.0166306	0.0201741	0.0532545	0.0797302	0.00324971	0.0927601	0.0239426	0.022689	0.00532488	0.0380736	0.00740962	0.0325387	0.0450726	0.00790245	0.0367421	0.0106002	1.486063
304	0	-914.5142	-1045.049	130.5345	1.788287	0.5591944	0.0170783	0.0100302	0.0174223	0.0206691	0.0177853	0.0159366	0.0282396	0.0572711	0.00171528	0.0321684	0.0135019	0.00359806	0.00509762	0.0668346	0.00348545	0.000854307	0.00516269	0.00695335	0.00793125	0.00552905	0.00548501	0.00620201	0.0211486	0.00201384	0.0588975	0.0152963	0.00117626	0.00636167	0.00481261	0.00806172	0.00667232	0.00931357	0.0326158	0.00882241	0.0124247	0.00126376	0.00374632	0.0240578	0.0110289	0.00632724	0.0093533	0.076824	0.00933036	0.0389439	0.0402326	0.00793619	0.0354929	0.0116138	0.0303543	0.0156175	0.00848122	0.0372967	0.0199443	0.0109841	0.00141845	0.0127648	0.00602975	0.000463525	0.00734841	0.0133355	0.00493787	0.0456458	0.0907994	0.0163936	0.0158069	0.000575132	0.0530746	0.00220633	0.0254124	0.00264761	0.000133817	0.00926372	0.00374352	0.00202682	0.0258292	0.0166409	0.0106429	0.0448166	0.288814	0.858982	2.80739	0.0131115	0.00770046	0.0133757	0.0158683	0.0136544	0.012235	0.0216804	0.0439688	0.00131688	0.0246967	0.0103659	0.00276235	0.0039136	0.051311	0.00267589	0.000655879	0.00396356	0.0053383	0.00608907	0.00424483	0.00421102	0.00476148	0.0162365	0.00154608	0.0452175	0.0117435	0.000903055	0.00488405	0.00369479	0.00618924	0.00512255	0.00715032	0.0250402	0.00677324	0.00953884	0.000970225	0.00287617	0.0184699	0.00846721	0.00485762	0.00718082	0.0589802	0.00716321	0.0298985	0.0308878	0.00609286	0.027249	0.00891628	0.023304	0.01199	0.0065113	0.0286339	0.0153118	0.00843286	0.00108899	0.00979994	0.00462923	0.000355863	0.00564161	0.0102381	0.00379096	0.0350437	0.0697095	0.0125859	0.0121354	0.000441547	0.040747	0.00169387	0.0195099	0.00203265	0.000102735	0.00711205	0.00287402	0.00155605	0.0198299	0.0127758	0.00817086	1.302539
305	1	-911.1061	-1042.053	130.9469	1.126922	0.8873732	0.0138811	0.00669719	0.0162695	0.00402859	0.0308547	0.00266893	0.00655673	0.0509319	0.00712721	0.000516932	0.000535116	0.0354382	0.0113923	0.013461	0.00939905	0.00305778	0.00368529	0.00301544	0.011752	0.0307586	0.00121012	0.0128315	0.0195707	0.000431372	0.00823179	0.0284063	0.0135389	0.0123487	0.000660682	0.029138	0.00110693	0.012481	0.0197014	0.0102365	0.00521163	0.00770588	0.001897	0.00813988	0.00652243	0.0134386	0.0218239	0.00664576	0.00216458	0.01544	0.0242422	0.00634768	0.0144755	0.00872827	0.0220738	0.000602441	0.0225936	0.0150019	0.0117549	0.0110168	0.0289132	0.0142899	0.0189951	0.0102676	0.0018635	0.0072072	0.0188841	0.00950563	0.0176338	0.139133	0.140387	0.0157596	0.0863177	0.0355945	0.0314049	0.0163889	0.0498836	0.0226004	0.0687885	0.0670077	0.00387235	0.0546229	0.0344068	0.113971	0.44007	0.978507	2.46745	0.00894703	0.00431665	0.0104865	0.00259662	0.0198873	0.00172025	0.00422612	0.032828	0.00459383	0.000333187	0.000344908	0.0228416	0.0073429	0.00867627	0.00605813	0.00197088	0.00237534	0.00194359	0.00757469	0.0198254	0.000779977	0.00827053	0.0126142	0.00027804	0.00530578	0.0183092	0.00872644	0.00795929	0.000425841	0.0187808	0.000713467	0.00804457	0.0126985	0.0065979	0.00335914	0.00496681	0.0012227	0.00524654	0.00420401	0.0086618	0.0140665	0.00428351	0.00139517	0.00995184	0.0156253	0.00409138	0.00933016	0.00562578	0.0142276	0.000388302	0.0145627	0.00966942	0.00757659	0.00710084	0.0186359	0.00921051	0.0122433	0.00661795	0.00120112	0.00464538	0.0121717	0.00612683	0.0113658	0.089678	0.0904862	0.0101578	0.0556358	0.0229424	0.020242	0.0105634	0.0321524	0.014567	0.0443375	0.0431896	0.00249591	0.035207	0.0221768	1.551477
306	0	-911.4647	-1042.082	130.6174	1.435342	0.696698	0.00838709	0.0102972	0.00547154	0.00717015	0.0228611	0.0259637	0.00723951	0.0204664	0.0167164	0.009247	0.00177762	0.0102732	0.00672263	0.0525877	0.00432187	0.00442247	0.00221586	0.00449983	0.00176456	0.0121045	0.00175778	0.00219566	0.0154145	0.000998618	0.0732201	0.00960122	0.00341452	0.00971474	0.0039029	0.00502565	0.00588277	0.0151508	0.0365469	0.0227899	0.0202197	0.0179687	0.00610371	0.0122842	0.0136755	0.001854	0.0274847	0.0953304	0.0398138	0.0482895	0.0749143	0.0121621	0.0280369	0.0285985	0.0376387	0.0193653	0.0071715	0.0594494	0.0300784	0.00602448	0.029906	0.0234178	0.0116427	0.000220348	0.0110326	0.0206782	0.0243401	0.0565997	0.169194	0.0238111	0.0230934	0.000560902	0.0387327	0.00209866	0.0200278	0.0166798	0.000468689	0.0114868	0.00604744	0.0110102	0.00498029	0.0200116	0.0198665	0.0734831	0.361968	0.923639	2.64091	0.00533361	0.00654831	0.00347952	0.00455972	0.0145381	0.0165111	0.00460383	0.0130152	0.0106305	0.00588045	0.00113044	0.00653306	0.00427513	0.0334421	0.00274841	0.00281239	0.00140913	0.00286158	0.00112214	0.00769765	0.00111783	0.00139629	0.00980258	0.000635052	0.0465629	0.00610571	0.0021714	0.0061779	0.00248198	0.00319597	0.00374104	0.00963484	0.0232413	0.0144928	0.0128583	0.0114269	0.00388154	0.00781192	0.0086967	0.00117901	0.0174783	0.0606236	0.0253188	0.0307088	0.0476403	0.00773428	0.0178295	0.0181867	0.0239356	0.012315	0.00456058	0.0378057	0.0191278	0.00383116	0.0190182	0.0148921	0.00740394	0.000140126	0.007016	0.0131499	0.0154786	0.0359935	0.107596	0.0151422	0.0146858	0.000356695	0.0246313	0.00133461	0.0127363	0.0106072	0.000298054	0.0073048	0.00384575	0.00700175	0.00316712	0.012726	0.0126337	1.572497
307	1	-916.0164	-1047.074	131.058	0.9555019	1.04657	0.0254968	0.00491644	0.0193475	0.0194734	0.00334843	0.00297158	0.0223313	0.0100453	0.00270249	0.00129053	0.00243434	0.0198294	0.0208189	0.0609297	0.0195278	0.00340453	0.00648526	0.0149682	0.0130846	0.0239404	0.000691569	0.0191158	0.00794892	0.00317177	0.00400378	0.00436393	0.00515878	0.013749	0.00320916	0.0324423	0.000960259	0.0256482	0.0264812	0.0288409	0.00720935	0.00492077	0.0024638	0.00159562	0.00148057	0.0149625	0.00555301	0.00965286	0.00227907	0.017191	0.0269913	0.00862842	0.0184981	0.00613726	0.0277227	0.00967245	0.00820843	0.00724007	0.0163565	0.00498039	0.0237196	0.0159104	0.0211492	0.0337608	0.00856849	0.000735075	0.0196938	0.0154231	0.0275432	0.145484	0.156307	0.0200199	0.0961062	0.039631	0.027114	0.0165589	0.0802847	0.0194281	0.0542702	0.0364929	0.00276806	0.0608172	0.0151566	0.146151	0.490316	1.00731	2.35623	0.0158186	0.00305024	0.0120035	0.0120816	0.00207742	0.00184362	0.0138547	0.00623229	0.00167667	0.000800668	0.00151031	0.0123025	0.0129164	0.0378018	0.0121154	0.00211223	0.00402356	0.0092865	0.00811793	0.014853	0.000429061	0.0118598	0.00493164	0.00196782	0.00248401	0.00270745	0.0032006	0.00853011	0.00199102	0.0201277	0.000595761	0.0159126	0.0164294	0.0178934	0.0044728	0.00305293	0.00152858	0.000989951	0.000918569	0.009283	0.00344518	0.0059888	0.00141397	0.0106656	0.0167459	0.00535322	0.0114765	0.00380766	0.0171996	0.00600095	0.00509265	0.00449186	0.0101479	0.00308992	0.014716	0.00987106	0.0131213	0.0209457	0.00531603	0.000456053	0.0122184	0.00956874	0.0170883	0.0902609	0.0969756	0.0124207	0.0596259	0.0245877	0.016822	0.0102734	0.04981	0.0120535	0.0336701	0.0226408	0.00171735	0.037732	0.00940342	1.611819
308	0	-899.5908	-1029.489	129.898	2.214466	0.4515762	0.027346	0.00902675	0.00884059	0.00716219	0.0122966	0.00644039	0.021376	0.0193143	0.0100731	0.00836699	0.000857715	0.0198741	0.00119168	0.0397231	0.00532448	0.00458869	0.00142143	0.00228122	0.0124676	0.0218852	0.00865419	0.00334193	0.0303271	0.00107092	0.0469584	0.0149826	0.00377671	0.000595523	0.00585587	0.00447663	0.00388853	0.00440361	0.0325543	0.00730497	0.0202137	0.0152171	0.00543691	0.00978193	0.0069641	0.0112503	0.00563438	0.084916	0.0354643	0.0434116	0.157128	0.0108335	0.0475766	0.0319709	0.0144984	0.0140999	0.0119314	0.0336676	0.0239018	0.00121989	0.026639	0.0208595	0.00638918	0.000241579	0.00962316	0.00868527	0.0216811	0.0504164	0.128718	0.021492	0.03443	0.000588178	0.0345014	0.00711013	0.0201614	0.0423785	0.00208857	0.00457082	0.00897718	0.0234765	0.0248168	0.0154383	0.00636225	0.0248035	0.219133	0.781565	2.9745	0.0180762	0.00596687	0.00584381	0.00473435	0.00812828	0.00425723	0.01413	0.0127671	0.00665854	0.00553075	0.000566967	0.0131372	0.000787725	0.0262578	0.00351959	0.00303322	0.000939592	0.00150793	0.00824136	0.0144666	0.0057206	0.00220908	0.0200468	0.0007079	0.0310405	0.00990381	0.00249648	0.000393653	0.00387085	0.00295914	0.0025704	0.00291087	0.0215191	0.00482873	0.0133617	0.0100588	0.00359391	0.00646605	0.00460341	0.00743667	0.00372444	0.0561312	0.0234426	0.028696	0.103865	0.00716115	0.0314491	0.0211334	0.00958373	0.00932034	0.0078869	0.022255	0.0157995	0.00080637	0.0176089	0.0137886	0.00422338	0.000159689	0.0063611	0.00574114	0.0143316	0.0333263	0.0850852	0.0142067	0.022759	0.000388798	0.0228061	0.00469994	0.0133271	0.0280131	0.00138059	0.0030214	0.0059341	0.0155185	0.0164044	0.010205	0.00420558	1.512813
309	1	-918.4067	-1048.9	130.4931	1.101518	0.9078381	0.0503675	0.00992545	0.00919574	0.0614057	0.029724	0.00246942	0.0265309	0.0319779	0.00321071	0.000693556	0.00458732	0.00644223	0.0198395	0.072388	0.0232002	0.00166803	0.00335646	0.0224191	0.0168633	0.0355322	0.0234319	0.0227107	0.00417397	0.00718921	0.0167147	0.049671	0.00233946	0.0221496	0.00381267	0.0021745	0.00135285	0.0284418	0.0268215	0.0565384	0.00949336	0.00508634	0.0110214	0.00130619	0.0013714	0.0177763	0.0219085	0.00500896	0.0113223	0.0204238	0.00665287	0.00895245	0.0070025	0.0207108	0.0205721	0.0191385	0.0314749	0.0325197	0.0119027	0.00882858	0.00900083	0.017797	0.0188794	0.0565275	0.00833422	0.00234512	0.0586117	0.0189894	0.0293438	0.160302	0.185702	0.0312642	0.11418	0.0402758	0.0299561	0.0279616	0.0328827	0.0230817	0.0410028	0.0433557	0.0114813	0.0783173	0.0192583	0.118218	0.447183	0.982877	2.45172	0.0248037	0.00488783	0.00452849	0.0302395	0.0146377	0.00121608	0.0130653	0.0157477	0.00158113	0.000341545	0.00225905	0.00317251	0.00977008	0.0356478	0.011425	0.000821431	0.0016529	0.0110404	0.00830441	0.017498	0.0115391	0.011184	0.00205549	0.00354036	0.00823121	0.0244607	0.00115208	0.0109077	0.00187757	0.00107084	0.000666216	0.0140063	0.0132084	0.0278426	0.00467505	0.00250479	0.00542755	0.000643241	0.000675353	0.00875404	0.0107889	0.00246668	0.00557571	0.0100578	0.00327624	0.00440867	0.00344841	0.0101991	0.0101308	0.00942486	0.0154999	0.0160145	0.00586152	0.00434767	0.0044325	0.00876423	0.00929724	0.0278372	0.00410422	0.00115487	0.0288636	0.0093514	0.0144505	0.0789417	0.0914498	0.0153962	0.0562283	0.019834	0.014752	0.0137698	0.0161933	0.0113667	0.020192	0.0213507	0.00565401	0.0385677	0.00948384	2.030644
310	0	-899.5857	-1030.242	130.6562	1.222614	0.81792	0.0168916	0.00377796	0.00991203	0.0057008	0.00937235	0.000237261	0.0257391	0.0229094	0.0263281	0.0115976	0.00106295	0.0131557	0.0052975	0.0318011	0.00534611	0.00514482	0.0148551	0.00115116	0.0106395	0.0245376	0.0102522	0.00591192	0.0305598	0.00465036	0.049111	0.0261344	0.00321042	0.00553519	0.0045373	0.00204735	0.0179685	0.00899874	0.0364997	0.0294952	0.0327391	0.032546	0.00195863	0.0217038	0.00367319	0.0212486	0.00631724	0.0984407	0.0513244	0.0486729	0.161812	0.0146134	0.0647471	0.0154871	0.0181537	0.0158986	0.026507	0.0322581	0.0129225	0.00668819	0.0155078	0.0269076	0.00838655	0.000325249	0.0470322	0.00973788	0.0288318	0.041163	0.108074	0.0337427	0.0371628	0.00225332	0.0439092	0.0165821	0.0199423	0.025723	0.00703717	0.0112703	0.00615248	0.00554864	0.0374529	0.023618	0.021978	0.0993658	0.41425	0.961799	2.52459	0.00967215	0.00216326	0.00567562	0.00326428	0.0053666	0.000135855	0.0147382	0.0131179	0.0150755	0.0066408	0.000608646	0.00753292	0.00303335	0.0182093	0.00306118	0.00294592	0.00850601	0.000659151	0.00609217	0.0140502	0.00587038	0.00338516	0.0174986	0.00266279	0.0281209	0.0149645	0.00183828	0.00316945	0.00259806	0.00117231	0.0102888	0.00515268	0.0208997	0.0168889	0.0187464	0.0186358	0.00112151	0.0124276	0.00210327	0.012167	0.00361725	0.0563671	0.0293884	0.0278701	0.0926536	0.00836764	0.0370741	0.00886793	0.0103948	0.00910351	0.0151779	0.0184709	0.00739942	0.00382965	0.00887974	0.0154073	0.00480214	0.000186238	0.0269306	0.00557591	0.0165091	0.0235699	0.0618831	0.019321	0.0212794	0.00129025	0.0251424	0.0094949	0.0114189	0.014729	0.00402948	0.0064534	0.00352291	0.00317715	0.0214455	0.0135236	0.0125846	1.746421
