Iteration	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	relative_bl[28]	relative_bl[29]	relative_bl[30]	relative_bl[31]	relative_bl[32]	relative_bl[33]	relative_bl[34]	relative_bl[35]	relative_bl[36]	relative_bl[37]	relative_bl[38]	relative_bl[39]	relative_bl[40]	relative_bl[41]	relative_bl[42]	relative_bl[43]	relative_bl[44]	relative_bl[45]	relative_bl[46]	relative_bl[47]	relative_bl[48]	relative_bl[49]	relative_bl[50]	relative_bl[51]	relative_bl[52]	relative_bl[53]	relative_bl[54]	relative_bl[55]	relative_bl[56]	relative_bl[57]	relative_bl[58]	relative_bl[59]	relative_bl[60]	relative_bl[61]	relative_bl[62]	relative_bl[63]	relative_bl[64]	relative_bl[65]	relative_bl[66]	relative_bl[67]	relative_bl[68]	relative_bl[69]	relative_bl[70]	relative_bl[71]	relative_bl[72]	relative_bl[73]	relative_bl[74]	relative_bl[75]	relative_bl[76]	relative_bl[77]	tree_length
2050	-899.6658	-1030.003	130.3372	1.865511	0.5360461	0.016398	0.00301982	0.0129248	0.00474121	0.0192568	0.00246178	0.00791058	0.0362257	0.0248107	0.0193323	0.00350794	0.0132105	0.00631838	0.0693677	0.0087316	0.00465573	0.00354084	0.00469578	0.0207551	0.000577831	0.00826171	0.0023093	0.0217178	0.00722372	0.0186818	0.0281141	0.00137253	0.00850392	0.00636517	0.00101119	0.00685069	0.00395327	0.0196571	0.0258471	0.00105675	0.00180299	0.000737219	0.0105197	0.0102381	0.017391	0.0249603	0.0136249	0.0211289	0.00109939	0.0111878	0.00174896	0.0239452	0.00551241	0.030946	0.00723819	0.0214262	0.0137235	0.0102647	0.0095952	0.0270335	0.0188591	0.00783952	0.0276479	0.00241705	0.00806119	0.0510501	0.029729	0.0131627	0.127032	0.0891896	0.00978126	0.0956052	0.0254008	0.0195783	0.0103943	0.0407753	0.0188296	0.00426441	0.0547608	0.00281119	0.0433382	0.0145631	0.0402477	0.274798	0.844822	2.84013	0.0115269	0.00212277	0.00908545	0.00333281	0.0135365	0.0017305	0.00556071	0.0254647	0.0174406	0.0135895	0.00246589	0.00928625	0.00444148	0.0487618	0.00613785	0.00327273	0.00248902	0.00330088	0.0145897	0.000406184	0.00580753	0.00162332	0.0152664	0.00507789	0.0131323	0.0197627	0.000964817	0.00597779	0.00447437	0.000710815	0.00481566	0.00277893	0.0138179	0.0181691	0.000742838	0.0012674	0.000518225	0.00739477	0.00719682	0.012225	0.0175457	0.00957758	0.0148525	0.000772809	0.00786443	0.00122942	0.0168322	0.00387492	0.0217534	0.00508806	0.0150615	0.00964689	0.00721554	0.0067449	0.0190031	0.0132569	0.00551076	0.0194349	0.00169906	0.00566658	0.0358855	0.0208979	0.00925264	0.0892969	0.0626955	0.0068757	0.0672053	0.0178554	0.0137625	0.00730662	0.0286628	0.0132362	0.00299765	0.0384939	0.00197611	0.0304644	0.0102371	1.422585
2060	-915.9221	-1046.768	130.8461	1.495099	0.6688519	0.0267115	0.00684256	0.00494935	0.00926224	0.016978	0.00200132	0.0101399	0.0319389	0.0218747	0.0156125	0.0130252	0.0137788	0.00376456	0.0363365	0.0134154	0.00402004	0.00414118	0.0112187	0.018299	0.0116061	0.00973263	0.00277346	0.0183711	0.000296565	0.0134475	0.0322832	0.000913442	0.00637163	0.00561194	0.00327968	0.00450259	0.00805183	0.0145114	0.0470042	0.000649178	0.00976065	0.000727083	0.00981557	0.00941282	0.0057402	0.018292	0.013786	0.035403	0.000555547	0.00986389	0.00154423	0.0197383	0.0021049	0.0430706	0.00570255	0.0208675	0.00864338	0.0110223	0.00608765	0.0173616	0.0168664	0.0187467	0.0241418	0.00021787	0.00579176	0.047627	0.026211	0.00336647	0.0754337	0.0488708	0.00328843	0.0911354	0.0223949	0.0108153	0.0207129	0.0359501	0.0133094	0.0049362	0.0482806	0.00367846	0.0576032	0.0115093	0.0675515	0.348455	0.912755	2.67124	0.0208017	0.00532866	0.00385432	0.007213	0.0132217	0.00155853	0.00789645	0.0248725	0.017035	0.0121583	0.0101434	0.0107303	0.00293166	0.0282971	0.0104473	0.00313062	0.00322495	0.00873663	0.0142504	0.00903829	0.00757931	0.00215984	0.0143065	0.000230951	0.0104723	0.0251406	0.000711346	0.00496192	0.00437031	0.00255406	0.0035064	0.00627039	0.0113008	0.0366046	0.000505549	0.00760113	0.000566218	0.0076439	0.00733026	0.0044702	0.0142449	0.0107359	0.0275702	0.000432634	0.00768154	0.00120258	0.0153713	0.0016392	0.0335414	0.00444088	0.0162507	0.00673106	0.00858368	0.00474077	0.0135204	0.0131347	0.014599	0.0188005	0.000169667	0.00451035	0.0370896	0.0204119	0.00262165	0.0587442	0.0380582	0.00256087	0.070972	0.0174401	0.00842248	0.0161302	0.0279962	0.0103648	0.00384408	0.0375987	0.00286461	0.0448587	0.00896292	1.284105
2070	-912.506	-1043.062	130.556	1.480863	0.6752818	0.0222375	0.00667173	0.0140621	0.00491845	0.0159642	0.00587429	0.0220487	0.0270271	0.0177163	0.0224246	0.0312297	0.0132676	0.00690006	0.0270323	0.00764376	0.00650151	0.00634888	0.013775	0.0116525	0.00316782	0.00200462	0.00651787	0.0263867	6.08091e-05	0.0394314	0.052393	0.0120966	0.00766129	0.00482953	0.00228369	0.00977427	0.00419465	0.0191383	0.0348976	0.00264044	0.0199579	0.00599911	0.0168951	0.0135198	0.00824477	0.00551724	0.0198011	0.0176652	0.00582902	0.00492932	0.011315	0.0283505	0.000585352	0.0509088	0.0188021	0.0175015	0.0143335	0.00978708	0.00732569	0.014993	0.0152294	0.0177369	0.0232599	0.00309288	0.0136332	0.0684076	0.0611117	0.040226	0.0710101	0.0770839	0.00242132	0.1309	0.00885146	0.00805094	0.00956412	0.0844445	0.0261751	0.00656896	0.0423967	0.00513404	0.0565035	0.0135671	0.0689182	0.35163	0.915353	2.6641	0.0139999	0.00420027	0.008853	0.00309647	0.0100504	0.00369823	0.013881	0.0170153	0.0111535	0.0141177	0.019661	0.0083528	0.00434402	0.0170185	0.00481223	0.0040931	0.00399701	0.00867224	0.007336	0.00199434	0.00126203	0.0041034	0.0166121	3.82831e-05	0.0248245	0.0329846	0.00761557	0.00482326	0.00304049	0.00143772	0.00615351	0.0026408	0.0120487	0.0219702	0.00166232	0.0125647	0.00377681	0.0106365	0.00851158	0.0051906	0.00347345	0.012466	0.0111214	0.00366973	0.00310331	0.00712349	0.0178484	0.000368515	0.0320502	0.0118371	0.0110183	0.00902383	0.00616157	0.00461198	0.00943902	0.00958786	0.0111665	0.0146436	0.00194716	0.00858296	0.0430668	0.0384736	0.0253248	0.0447053	0.0485291	0.00152437	0.0824095	0.00557254	0.00506857	0.00602121	0.053163	0.0164789	0.00413557	0.0266913	0.0032322	0.0355725	0.00854132	1.588405
2080	-913.5049	-1043.802	130.2972	1.675673	0.5967753	0.0126601	0.00172715	0.00395122	0.0342	0.0168624	0.00208474	0.0158045	0.048666	0.0225849	0.00711887	0.00180672	0.0140142	0.00728831	0.102091	0.0057881	0.000962563	0.00670611	0.00211204	0.0045714	0.0039884	0.0103843	0.00883273	0.0157453	7.27919e-05	0.0478759	0.0155687	0.0127773	0.0102801	0.00855607	0.00223595	0.0219283	0.00399891	0.00851823	0.0165496	0.00589333	0.0210809	0.00633667	0.0109502	0.00726933	0.0110946	0.00132676	0.0209153	0.0358945	0.0293944	0.0128039	0.0119517	0.00993215	0.000302347	0.0317567	0.0157636	0.0113198	0.01514	0.0103378	0.0194504	0.00836463	0.029202	0.0249231	0.0178751	0.00508994	0.00322641	0.0125621	0.0584652	0.0417219	0.205248	0.0771525	0.00367649	0.138265	0.00934	0.00920716	0.0134143	0.0505808	0.0444624	0.000307023	0.0322233	0.00678926	0.0596829	0.0134074	0.0524436	0.310475	0.879665	2.75742	0.00766155	0.00104523	0.00239118	0.020697	0.0102047	0.00126163	0.00956452	0.0294514	0.0136678	0.00430817	0.00109338	0.00848103	0.0044107	0.0617832	0.00350281	0.000582519	0.00405837	0.00127815	0.00276649	0.00241368	0.00628429	0.00534535	0.00952865	4.40518e-05	0.0289733	0.00942181	0.00773248	0.00622125	0.00517792	0.00135314	0.0132705	0.00242004	0.00515502	0.0100154	0.0035665	0.0127576	0.00383479	0.00662678	0.00439922	0.00671415	0.000802922	0.0126574	0.0217225	0.0177888	0.00774859	0.00723284	0.00601069	0.000182973	0.0192184	0.00953975	0.00685047	0.00916235	0.00625616	0.0117709	0.00506207	0.0176723	0.0150828	0.0108176	0.0030803	0.00195254	0.00760229	0.0353817	0.025249	0.124211	0.0466908	0.00222492	0.0836746	0.00565233	0.00557194	0.00811798	0.0306102	0.0269075	0.000185803	0.0195007	0.00410869	0.0361186	0.00811381	1.652415
2090	-905.5508	-1036.41	130.8593	0.8990158	1.112328	0.0218105	0.00171251	0.000832989	0.0339103	0.00548288	0.008426	0.016718	0.0482536	0.026035	0.00705856	0.00679675	0.0109441	0.00950429	0.0829056	0.0290249	0.000804778	0.0017154	0.003773	0.00778602	0.00325907	0.00582608	0.0112129	0.0214009	0.0044028	0.014825	0.0154368	0.012669	0.010193	0.00848358	0.00221701	0.017238	0.00362658	0.00844607	0.0509295	0.00660271	0.0308573	0.00555372	0.00600433	0.00508544	0.0173119	0.0035052	0.0361193	0.0457974	0.0129124	0.0150364	0.00956912	0.0229412	0.000761763	0.0727197	0.0285098	0.00782498	0.00304956	0.0217001	0.00380247	0.0112725	0.0289546	0.0596968	0.0238686	0.00279723	0.0108594	0.0315972	0.0265126	0.0413684	0.211678	0.0764989	0.00135273	0.130856	0.0128749	0.0171473	0.0155909	0.0913385	0.0691511	0.00233522	0.0439689	0.0206768	0.0185062	0.0486863	0.158806	0.508093	1.01638	2.31672	0.0116826	0.000917297	0.000446185	0.0181638	0.00293686	0.00451333	0.00895489	0.0258467	0.0139455	0.00378087	0.00364063	0.00586214	0.00509091	0.0444078	0.015547	0.000431074	0.000918843	0.00202098	0.00417053	0.0017457	0.0031207	0.00600611	0.0114633	0.00235833	0.00794091	0.00826863	0.00678606	0.0054598	0.00454417	0.00118752	0.00923341	0.00194255	0.00452408	0.0272801	0.00353669	0.0165285	0.00297481	0.00321618	0.00272398	0.00927298	0.00187754	0.0193471	0.024531	0.00691643	0.00805414	0.00512563	0.0122883	0.000408033	0.0389518	0.0152711	0.0041914	0.00163348	0.0116235	0.00203676	0.00603805	0.0155093	0.0319762	0.0127851	0.00149832	0.00581678	0.0169248	0.0142013	0.0221587	0.113384	0.0409761	0.00072458	0.0700922	0.00689634	0.00918482	0.00835118	0.0489248	0.0370403	0.00125084	0.0235517	0.0110754	0.00991272	0.0260785	1.866915
2100	-897.7227	-1028.14	130.4171	1.287964	0.7764193	0.0104641	0.00371368	0.00246824	0.0300364	0.00100164	0.0137797	0.0396728	0.0442742	0.0158872	0.0287789	0.0338354	0.0216951	0.00349301	0.122075	0.0266312	0.00264432	0.00386768	0.00513922	0.00341544	0.00487549	0.0149603	0.0137827	0.0186833	0.00423198	0.00911235	0.0269319	0.0252222	0.00323516	0.00958525	0.00459263	0.00307748	0.0257474	0.00191715	0.0467294	0.0020463	0.0241404	0.0155533	0.00304258	0.00466605	0.0158842	0.0220414	0.00895072	0.0422264	0.0049678	0.031124	0.00252048	0.015054	0.00908964	0.0629426	0.0277416	0.0233204	0.00722698	0.0138801	0.00396712	0.00378754	0.0265667	0.0179898	0.020514	0.00129533	0.0134145	0.0664521	0.0206146	0.0342763	0.194221	0.107766	0.0070782	0.120065	0.0250084	0.0157332	0.00305384	0.0611312	0.0264026	0.0185898	0.049497	0.0071117	0.0690451	0.0446712	0.090532	0.397464	0.950201	2.5618	0.0054494	0.00193398	0.00128539	0.0156421	0.000521628	0.00717606	0.0206605	0.0230567	0.00827359	0.0149872	0.0176205	0.0112982	0.00181906	0.0635734	0.0138688	0.00137708	0.00201418	0.00267636	0.00177866	0.00253902	0.00779092	0.00717762	0.00972972	0.0022039	0.00474545	0.0140253	0.013135	0.00168478	0.00499173	0.00239171	0.00160266	0.0134085	0.000998397	0.0243353	0.00106566	0.0125716	0.00809971	0.00158449	0.00242994	0.00827202	0.0114785	0.00466128	0.0219903	0.00258709	0.0162085	0.0013126	0.00783967	0.00473363	0.0327787	0.014447	0.0121446	0.00376361	0.00722837	0.00206596	0.00197244	0.0138352	0.0093686	0.0106831	0.000674571	0.00698591	0.0346063	0.0107355	0.0178501	0.101145	0.0561213	0.00368613	0.0625262	0.0130236	0.00819338	0.00159035	0.0318354	0.0137497	0.00968105	0.0257766	0.00370357	0.0359567	0.0232635	1.920228
2110	-907.8522	-1038.234	130.3822	1.453676	0.6879112	0.0123265	0.00462831	0.00471291	0.0307304	0.00233674	0.017299	0.0286558	0.0303814	0.0218978	0.0269547	0.0344822	0.0373134	0.00409001	0.0690235	0.00716738	0.00210966	0.00396321	0.00707431	0.010555	0.00290428	0.0153298	0.00456649	0.0396355	0.00582193	0.0437426	0.0414709	0.0227913	0.00382119	0.00281275	0.0051162	0.00629256	0.0224933	0.00538102	0.0130182	0.00692469	0.00290349	0.00192673	0.0113268	0.00164731	0.0116458	0.0183425	0.0194817	0.0135604	0.00876144	0.0318928	0.0103873	0.00943268	0.000599533	0.0429432	0.0293713	0.0164891	0.00193803	0.00266159	0.000940869	0.00766214	0.0343128	0.028078	0.0137437	0.00924164	0.029074	0.0705081	0.0304684	0.0266544	0.199018	0.110427	0.00873867	0.12303	0.0036495	0.00561788	0.00301922	0.0374318	0.0252253	0.0496297	0.0471552	0.0219402	0.0249277	0.0457745	0.0716082	0.35777	0.920305	2.65032	0.00688862	0.00258651	0.00263379	0.0171735	0.00130588	0.00966747	0.0160141	0.0169785	0.0122375	0.0150635	0.0192702	0.0208524	0.00228568	0.0385734	0.00400545	0.00117897	0.00221482	0.00395344	0.0058986	0.00162304	0.00856701	0.00255196	0.0221501	0.00325356	0.0244453	0.0231758	0.0127368	0.00213545	0.00157189	0.00285916	0.00351657	0.0125702	0.00300715	0.00727517	0.00386983	0.0016226	0.00107674	0.00632991	0.000920589	0.00650819	0.0102506	0.0108872	0.00757814	0.00489628	0.0178231	0.00580487	0.00527141	0.000335046	0.0239986	0.016414	0.00921485	0.00108306	0.00148742	0.0005258	0.00428195	0.0191755	0.0156913	0.0076806	0.00516464	0.0162479	0.0394031	0.0170271	0.0148957	0.11122	0.0617117	0.00488356	0.0687546	0.00203951	0.00313952	0.00168727	0.0209186	0.014097	0.0277353	0.0263524	0.0122612	0.0139307	0.0255809	1.789405
2120	-894.7222	-1024.689	129.9668	1.850647	0.5403517	0.0141158	0.00659858	0.0035798	0.0277596	0.00132444	0.0156267	0.0110332	0.0590352	0.0145951	0.0243489	0.0311488	0.00610223	0.00673203	0.0616937	0.0138975	0.00516298	0.00624231	0.00639043	0.00434351	0.00407249	0.0143962	0.00765989	0.0358039	0.00141472	0.0366277	0.0271346	0.00178238	0.00226252	0.00242783	0.0009901	0.00317904	0.030539	0.0120861	0.0299188	0.00280048	0.00350203	0.00174047	0.0197593	0.00273913	0.01052	0.00969585	0.00656492	0.0477243	0.00682589	0.012869	0.00127336	0.0131353	0.0014132	0.0387918	0.023376	0.0353897	0.013027	0.00292994	0.00774831	0.00246825	0.0207888	0.0322503	0.0387987	0.00467813	0.0231514	0.063692	0.027523	0.0280213	0.179778	0.0864023	0.0182011	0.095701	0.0150564	0.0249924	0.0072294	0.0870601	0.0411532	0.0350502	0.0693372	0.0130972	0.0681461	0.0334535	0.0410888	0.277445	0.847545	2.83392	0.00780792	0.0036499	0.00198011	0.0153548	0.000732593	0.00864364	0.00610282	0.0326543	0.00807306	0.0134682	0.0172294	0.00337535	0.00372371	0.0341249	0.00768717	0.00285582	0.00345283	0.00353476	0.00240254	0.00225263	0.00796304	0.00423694	0.0198043	0.00078253	0.02026	0.015009	0.000985894	0.00125148	0.00134292	0.000547657	0.00175843	0.0168921	0.00668523	0.0165491	0.00154904	0.00193709	0.000962713	0.0109295	0.00151511	0.00581895	0.0053631	0.00363128	0.0263979	0.00377563	0.00711828	0.000704337	0.00726558	0.000781688	0.021457	0.01293	0.0195752	0.00720566	0.00162065	0.00428585	0.00136527	0.0114989	0.0178387	0.0214609	0.00258763	0.0128058	0.0352301	0.0152239	0.0154995	0.0994414	0.047792	0.0100676	0.0529354	0.00832822	0.0138241	0.00399882	0.0481559	0.0227632	0.0193875	0.0383527	0.00724451	0.0376939	0.0185042	1.807883
2130	-905.3519	-1036.115	130.7632	1.004895	0.9951292	0.0216375	0.00989489	0.00690688	0.00752404	0.0021409	0.0480726	0.0140825	0.0676558	0.0167264	0.0380935	0.0511759	0.0100833	0.00095094	0.0386451	0.0174419	0.0059169	0.00452976	0.00136279	0.00373126	0.00333625	0.00749478	0.00182213	0.0317923	0.00052294	0.0231574	0.0357702	0.00183726	0.000874367	0.0020995	0.0014296	0.00351256	0.0420191	0.042307	0.0234605	0.00456126	0.0244527	0.00515979	0.00437031	0.00315613	0.00800895	0.0203571	0.0153957	0.0546932	0.00963764	0.00104115	0.000791664	0.0104204	0.00293748	0.0346443	0.00880619	0.0195349	0.00272853	0.0158058	0.026369	0.00282867	0.0267574	0.0256215	0.0444642	0.00569554	0.0113339	0.0294183	0.0246499	0.0100234	0.13402	0.100386	0.0224121	0.158892	0.0275558	0.0286419	0.00178306	0.0740267	0.0522784	0.0162155	0.084718	0.0150097	0.0780971	0.0214909	0.135981	0.475283	0.999188	2.38955	0.0116506	0.00532785	0.00371897	0.00405128	0.00115276	0.0258844	0.00758266	0.0364289	0.00900623	0.0205112	0.0275554	0.00542928	0.000512028	0.0208082	0.00939152	0.00318592	0.00243903	0.000733788	0.00200908	0.00179638	0.00403552	0.000981116	0.0171184	0.000281574	0.012469	0.0192602	0.000989263	0.000470798	0.00113046	0.000769759	0.00189132	0.0226249	0.02278	0.0126322	0.00245598	0.0131664	0.00277826	0.00235317	0.0016994	0.00431238	0.0109612	0.00828976	0.0294492	0.00518933	0.000560599	0.000426267	0.0056108	0.00158167	0.018654	0.00474164	0.0105184	0.00146916	0.00851057	0.0141983	0.00152308	0.0144074	0.0137958	0.0239415	0.00306673	0.00610267	0.0158401	0.0132726	0.00539705	0.0721625	0.0540524	0.0120677	0.0855547	0.0148373	0.0154221	0.000960078	0.0398593	0.028149	0.00873117	0.0456159	0.0080819	0.0420509	0.0115716	1.857202
2140	-904.6714	-1034.83	130.1581	1.666741	0.5999731	0.0158653	0.0025702	0.00668938	0.0105252	0.00273429	0.00769493	0.0165714	0.0656093	0.0207428	0.02305	0.00896525	0.0143674	0.00470267	0.0824215	0.0116185	0.00310111	0.00114654	0.00291786	0.00615463	0.00743429	0.0191832	0.00390556	0.0468333	0.00136209	0.0434977	0.0344799	0.00691018	0.000705317	0.00473244	0.00247304	0.00322461	0.0405034	0.0407809	0.00429303	0.00158588	0.0235706	0.00250294	0.00837137	0.00159903	0.00658229	0.00581063	0.01023	0.0527203	0.00926769	0.00223886	0.00188557	0.0178317	0.0147494	0.0333946	0.00429925	0.0142752	0.00150932	0.0157167	0.0059048	0.00179788	0.0257923	0.0246973	0.0444142	0.00313936	0.0380285	0.0307509	0.0237607	0.0204025	0.150558	0.0397985	0.0176228	0.138078	0.00608495	0.0213507	0.00924832	0.0713564	0.040328	0.0290902	0.0800889	0.0511113	0.0619896	0.0690865	0.0531025	0.312257	0.881305	2.75334	0.00881217	0.00142758	0.00371552	0.00584609	0.00151872	0.00427404	0.00920434	0.0364418	0.0115213	0.0128028	0.00497962	0.00798016	0.00261203	0.0457798	0.00645333	0.00172246	0.000636828	0.00162069	0.0034185	0.00412927	0.010655	0.00216929	0.0260129	0.000756552	0.0241602	0.0191513	0.00383816	0.000391758	0.00262857	0.00137361	0.00179106	0.022497	0.0226512	0.0023845	0.000880853	0.013092	0.00139022	0.00464976	0.000888161	0.00365604	0.00322743	0.00568211	0.0292827	0.0051476	0.00124354	0.00104731	0.00990437	0.00819234	0.0185485	0.00238796	0.00792893	0.000838328	0.00872962	0.00327974	0.000998607	0.0143259	0.0137178	0.0246692	0.00174371	0.0211224	0.0170801	0.0131975	0.0113323	0.083625	0.0221055	0.00978836	0.0766936	0.0033798	0.0118589	0.00513684	0.0396339	0.0223996	0.0161577	0.0444842	0.028389	0.0344312	0.0383731	1.800389
2150	-911.3139	-1041.403	130.0886	1.477236	0.6769397	0.0193007	0.0155525	0.00285271	0.0197112	0.0110269	0.00647102	0.00633142	0.0184791	0.0232751	0.00971358	0.00151163	0.0317002	0.00357832	0.0365786	0.0145183	0.00240034	0.00959256	0.0173885	0.00813552	0.00446775	0.0239711	0.00116824	0.0174071	0.0104387	0.0555513	0.118309	0.0104318	0.00139715	0.00786272	0.000767852	0.00238874	0.0146809	0.0121033	0.0473906	0.00498021	0.0294535	0.00104391	0.00718605	0.00826125	0.00313681	0.00504826	0.0071323	0.0244841	0.0285847	0.000231078	0.000419892	0.010457	0.0184306	0.0364043	0.00517673	0.00844197	0.0129326	0.0196394	0.035985	0.00339555	0.026772	0.0308614	0.0557299	0.000446178	0.0168873	0.0384259	0.029691	0.0304488	0.1736	0.112026	0.0104215	0.181669	0.00671924	0.0290511	0.0115566	0.0580516	0.0153815	0.0270623	0.100078	0.0382326	0.131871	0.0771464	0.069271	0.352443	0.916014	2.66227	0.00937194	0.0075519	0.00138521	0.00957129	0.0053544	0.00314218	0.00307439	0.00897302	0.0113018	0.00471668	0.000734014	0.0153929	0.00173755	0.0177617	0.00704975	0.00116555	0.00465792	0.00844343	0.00395042	0.00216944	0.0116398	0.000567272	0.00845245	0.00506879	0.0269744	0.0574478	0.00506542	0.000678424	0.00381795	0.000372851	0.00115991	0.00712871	0.0058771	0.0230117	0.00241827	0.0143019	0.000506899	0.00348937	0.00401147	0.00152316	0.00245131	0.00346327	0.0118889	0.0138801	0.000112206	0.00020389	0.00507769	0.00894947	0.017677	0.00251369	0.00409922	0.00627975	0.00953641	0.0174735	0.0016488	0.0129998	0.0149856	0.0270611	0.000216654	0.00820007	0.0186587	0.0144172	0.0147852	0.0842962	0.0543974	0.00506041	0.0882142	0.0032627	0.0141065	0.00561159	0.0281885	0.00746891	0.0131408	0.0485955	0.0185648	0.0640334	0.0374604	2.059409
2160	-906.4076	-1036.318	129.9102	2.095108	0.4773023	0.0258535	0.00208222	0.000164421	0.0133001	0.00651205	0.00921399	0.0117459	0.0571416	0.00310325	0.00635864	0.00195174	0.0175984	0.00307592	0.0583361	0.00433084	0.00806679	0.00516798	0.0116934	0.00853833	0.0101078	0.00520623	0.002664	0.00525989	0.00319739	0.0157206	0.101698	0.0011041	0.00189367	0.00480671	0.00187394	0.00733928	0.00401864	0.00663179	0.0134357	0.00663995	0.0100572	0.00954816	0.00308691	0.00710135	0.0113188	0.00450098	0.00892884	0.0210465	0.0297078	0.000217782	0.000635679	0.0156583	0.0157691	0.0537563	0.00508701	0.00725669	0.0111168	0.00395353	0.0116543	0.00175806	0.0279947	0.0495619	0.0479053	0.00228133	0.0265242	0.0256051	0.0259724	0.0140244	0.0834083	0.107416	0.00423735	0.0948564	0.0141456	0.0249722	0.0155558	0.0138875	0.0530776	0.0296933	0.0771581	0.0328647	0.113356	0.0574894	0.0292619	0.23684	0.803024	2.93087	0.0159592	0.00128534	0.000101496	0.00821001	0.00401983	0.00568772	0.00725066	0.035273	0.00191561	0.00392513	0.00120479	0.0108633	0.00189874	0.0360104	0.00267339	0.00497956	0.00319015	0.00721821	0.00527064	0.00623948	0.00321376	0.00164446	0.00324689	0.00197372	0.00970422	0.0627771	0.00068155	0.00116894	0.00296714	0.00115677	0.00453047	0.00248067	0.00409375	0.00829374	0.00409878	0.00620824	0.005894	0.00190552	0.0043836	0.00698703	0.00277842	0.0055117	0.0129918	0.0183384	0.000134435	0.000392399	0.00966576	0.00973415	0.0331833	0.00314017	0.0044795	0.00686232	0.00244048	0.00719407	0.00108523	0.0172809	0.0305941	0.0295715	0.00140825	0.0163732	0.0158058	0.0160325	0.00865716	0.0514873	0.0663068	0.00261568	0.058554	0.00873193	0.0154152	0.00960249	0.00857265	0.0327644	0.0183294	0.047629	0.0202871	0.0699737	0.0354877	1.61998
2170	-903.0438	-1034.13	131.0865	0.8975449	1.11415	0.0257162	0.0052263	8.98228e-05	0.00383601	0.00647746	0.00339659	0.043123	0.0351787	0.0117023	0.00513239	0.00183373	0.00751356	0.00305958	0.074645	0.00222555	0.00802395	0.00346851	0.00394668	0.00849298	0.0119783	0.0178899	0.020065	0.0209645	0.000642533	0.068093	0.0519374	0.000301812	0.00608522	0.00555371	0.000749425	0.0109464	0.0144429	0.00662995	0.0255048	0.0156037	0.0184381	0.0110881	0.0117919	0.00706364	0.0177954	0.00668924	0.00372003	0.0209455	0.00441597	0.000158514	0.00387725	0.0169684	0.0139381	0.0307016	0.0119132	0.0368959	0.0122565	0.000410906	0.0167762	0.0149104	0.00265128	0.0492987	0.0499292	0.0196606	0.0161659	0.0276973	0.0223073	0.0047877	0.067189	0.0451115	0.00421484	0.189367	0.0483604	0.0187038	0.0189107	0.032136	0.0417088	0.0359499	0.0513984	0.00876746	0.0817281	0.0139489	0.159151	0.508565	1.01661	2.31568	0.0156689	0.00318439	5.47291e-05	0.00233728	0.00394673	0.00206955	0.0262749	0.0214344	0.00713021	0.00312717	0.0011173	0.00457802	0.00186421	0.0454813	0.00135603	0.004889	0.00211337	0.00240471	0.00517479	0.00729838	0.0109004	0.0122256	0.0127737	0.000391496	0.0414891	0.0316455	0.000183894	0.00370773	0.00338388	0.000456626	0.00666965	0.0088001	0.00403964	0.0155401	0.00950733	0.0112344	0.00675602	0.00718481	0.00430388	0.0108428	0.00407576	0.00226662	0.0127621	0.00269066	9.65827e-05	0.00236241	0.0103389	0.00849252	0.0187065	0.00725873	0.0224807	0.00746788	0.000250366	0.0102218	0.00908494	0.00161543	0.0300377	0.0304219	0.0119792	0.00984992	0.016876	0.0135919	0.00291715	0.0409383	0.0274865	0.00256811	0.115381	0.0294661	0.0113962	0.0115223	0.0195805	0.0254132	0.0219043	0.0313171	0.00534202	0.049797	0.00849907	1.641224
