Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
1101	1	-987.8956	-1018.431	30.53533	0.05977998	16.72801	0.515442	0.390153	0.137837	0.274828	0.10855	0.221181	0.0998107	0.042516	0.114772	0.106435	0.24301	0.0774377	0.165271	0.167618	0.112362	0.0474007	0.208338	0.000317036	0.219243	0.0804243	0.180747	0.159706	0.17749	0.128341	0.030925	0.117386	0.0592985	0.708569	0.9045	1.06147	1.32546	0.12311	0.0931856	0.0329215	0.0656408	0.0259264	0.0528276	0.0238392	0.0101547	0.0274125	0.0254214	0.0580413	0.0184955	0.039474	0.0400345	0.026837	0.0113214	0.0497601	7.5722e-05	0.0523647	0.0192088	0.0431703	0.0381448	0.0423924	0.0306534	0.00738623	0.028037	0.0141631	4.186839
1102	0	-985.2339	-1015.169	29.93549	0.02591861	38.58232	0.383916	0.255687	0.0774124	0.395679	0.0928524	0.0855429	0.0825552	0.0809396	0.395066	0.0192071	0.336052	0.120983	0.257505	0.130146	0.218094	0.103206	0.00917039	0.114961	0.262648	0.216486	0.133178	0.254951	0.0575995	0.0846691	0.217097	0.130762	0.304181	0.803425	0.940593	1.04462	1.21136	0.0796415	0.0530411	0.0160588	0.0820817	0.0192618	0.0177455	0.0171257	0.0167905	0.0819545	0.00398443	0.0697124	0.0250973	0.0534182	0.0269982	0.0452426	0.0214097	0.00190235	0.0238482	0.0544852	0.044909	0.0276271	0.0528884	0.0119488	0.0175642	0.0450357	0.027126	0.0631009	4.820547
1103	1	-982.3869	-1012.627	30.2404	0.02932484	34.10078	0.645586	0.488662	0.269617	0.344219	0.112443	0.140006	0.125012	0.0532509	0.269693	0.133309	0.304367	0.131051	0.186243	0.148876	0.140733	0.115905	0.0684146	0.000397084	0.149484	0.0241969	0.0955805	0.0836599	0.0884546	0.0308141	0.0614086	0.201052	0.0997897	0.791498	0.936346	1.04692	1.22523	0.143075	0.108297	0.0597525	0.0762858	0.0249197	0.0310282	0.0277051	0.0118015	0.0597694	0.029544	0.0674539	0.0290436	0.0412753	0.0329939	0.0311892	0.0256869	0.015162	8.80018e-05	0.0331286	0.00536253	0.0211826	0.0185407	0.0196033	0.00682902	0.0136094	0.0445572	0.0221154	4.512225
1104	0	-981.9849	-1012.035	30.05042	0.005440767	183.7976	0.477037	0.265939	0.190342	0.286149	0.0523916	0.266136	0.10297	0.0236131	0.284748	0.0128488	0.349526	0.224791	0.26783	0.185375	0.156193	0.15453	0.0129727	0.0751444	0.193222	0.163555	0.138517	0.12462	0.0355967	0.162826	0.231731	0.0225664	0.264926	0.90786	0.974523	1.02237	1.09525	0.100937	0.0562703	0.0402747	0.0605465	0.0110856	0.0563119	0.0217876	0.00499632	0.0602502	0.0027187	0.0739565	0.0475637	0.0566704	0.0392236	0.0330491	0.0326972	0.0027449	0.0158999	0.0408841	0.0346068	0.0293091	0.0263685	0.00753194	0.0344525	0.0490323	0.00477485	0.0560561	4.726097
1105	1	-990.2536	-1020.856	30.60289	0.0931429	10.73619	0.255593	0.154847	0.0967811	0.29976	0.0344279	0.234475	0.16873	0.0295959	0.23486	0.0761578	0.388424	0.383265	0.0853569	0.129647	0.147863	0.116057	0.124389	0.000569057	0.192825	0.0738262	0.108614	0.107758	0.127272	0.00561064	0.134461	0.292694	0.0820574	0.643056	0.876208	1.07088	1.40985	0.0625546	0.0378977	0.0236865	0.0733641	0.008426	0.057386	0.0412955	0.00724339	0.0574803	0.0186391	0.0950641	0.0938015	0.0208905	0.0317303	0.0361885	0.0284042	0.0304433	0.000139273	0.0471927	0.0180684	0.0265825	0.026373	0.031149	0.00137316	0.0329085	0.0716347	0.020083	4.085919
1106	0	-983.9375	-1014.058	30.12011	0.02879547	34.72768	0.448712	0.291903	0.198108	0.329211	0.0366112	0.196058	0.150816	0.0175082	0.195613	0.0156579	0.5502	0.131757	0.218031	0.257323	0.0713794	0.138567	0.00803702	0.0666222	0.288204	0.167857	0.142841	0.142472	0.0804976	0.153158	0.16847	0.0202575	0.147171	0.7933	0.936993	1.04658	1.22313	0.0968504	0.0630045	0.0427599	0.0710572	0.00790219	0.0423173	0.0325524	0.00377898	0.0422212	0.00337961	0.118756	0.0284385	0.0470601	0.0555409	0.0154066	0.0299084	0.00173472	0.0143798	0.0622061	0.0362305	0.030831	0.0307513	0.0173747	0.0330577	0.0363626	0.0043724	0.0317655	4.633044
1107	1	-986.4469	-1016.588	30.14145	0.07847176	12.74344	0.460508	0.183491	0.108277	0.33291	0.0745833	0.204732	0.0959663	0.0497551	0.23075	0.0827402	0.364698	0.236467	0.273386	0.114531	0.161998	0.0610926	0.0532909	0.0126459	0.307645	0.0874829	0.127428	0.151615	0.17622	0.0775356	0.13778	0.235652	0.15885	0.669748	0.888093	1.06729	1.37487	0.100944	0.0402214	0.0237345	0.072974	0.0163487	0.0448773	0.0210359	0.0109063	0.0505805	0.0181367	0.079942	0.0518337	0.0599265	0.0251052	0.0355102	0.0133915	0.0116814	0.002772	0.067436	0.0191763	0.0279322	0.033234	0.0386275	0.0169959	0.0302015	0.051655	0.0348199	4.562029
1108	0	-985.962	-1015.507	29.54451	0.08714194	11.47553	0.779577	0.100812	0.178796	0.287976	0.0536933	0.171972	0.154752	0.0793661	0.386853	0.0502253	0.514788	0.149175	0.202373	0.106083	0.204479	0.0889106	0.077321	0.176826	0.286602	0.411431	0.12152	0.14619	0.0768977	0.157154	0.13564	0.00741483	0.0434688	0.653638	0.88098	1.0695	1.39588	0.151365	0.019574	0.0347157	0.0559145	0.0104253	0.0333907	0.0300472	0.01541	0.0751127	0.00975192	0.0999531	0.0289644	0.0392935	0.0205974	0.0397023	0.0172632	0.0150129	0.0343333	0.0556477	0.079885	0.0235947	0.0283847	0.0149307	0.0305136	0.0263363	0.00143969	0.00844005	5.150297
1109	1	-985.6617	-1016.362	30.7006	0.1925383	5.193771	0.398982	0.214167	0.171668	0.317054	0.0561984	0.194981	0.0913958	0.029335	0.0665265	0.0728329	0.347328	0.148951	0.174273	0.148083	0.130595	0.130081	0.0870026	0.0854015	0.179177	0.0671351	0.0900954	0.100869	0.167827	0.0798218	0.0427991	0.224429	0.0718	0.509932	0.80846	1.08295	1.59866	0.102597	0.0550727	0.0441442	0.0815299	0.0144513	0.050139	0.0235022	0.00754345	0.0171071	0.0187288	0.0893148	0.0383025	0.044814	0.0380792	0.0335823	0.0334501	0.0223725	0.0219608	0.046075	0.0172637	0.0231678	0.0259383	0.0431564	0.020526	0.0110057	0.0577113	0.0184632	3.888811
1110	0	-981.6668	-1012.048	30.38103	0.001089404	917.933	0.381436	0.127786	0.134041	0.239366	0.105215	0.207301	0.128629	0.0956315	0.321551	0.0431138	0.532288	0.0831932	0.140458	0.124415	0.123655	0.137152	0.073855	0.174884	0.190789	0.341981	0.0734245	0.0651548	0.0912093	0.164561	0.15018	0.0829941	0.0655741	0.958363	0.988975	1.0104	1.04226	0.0866931	0.0290432	0.0304651	0.0544033	0.0239135	0.0471156	0.0292351	0.0217352	0.0730825	0.00979894	0.120979	0.0189082	0.0319234	0.0282772	0.0281043	0.0311721	0.0167858	0.0397478	0.0433628	0.0777259	0.016688	0.0148084	0.0207301	0.0374016	0.034133	0.018863	0.0149038	4.399838
1111	1	-988.6316	-1018.564	29.93258	0.08859552	11.28725	0.462565	0.263628	0.105444	0.28285	0.043031	0.240284	0.303547	0.0166482	0.180474	0.0235863	0.371862	0.372407	0.139825	0.268792	0.187424	0.160305	0.138876	0.067559	0.263834	0.137796	0.083308	0.177768	0.0726793	0.0725261	0.0368085	0.232219	0.0547321	0.651034	0.879814	1.06985	1.39931	0.0971616	0.055375	0.0221484	0.0594126	0.00903864	0.0504715	0.06376	0.00349696	0.0379085	0.0049543	0.0781095	0.0782241	0.0293702	0.0564597	0.0393683	0.033672	0.0291709	0.0141908	0.0554182	0.0289441	0.0174988	0.03734	0.0152663	0.0152341	0.00773161	0.0487776	0.0114965	4.760779
1112	0	-984.7374	-1015.453	30.71545	0.3248277	3.078555	0.427939	0.141281	0.117424	0.233676	0.090864	0.132367	0.0801733	0.0293733	0.212317	0.108899	0.310181	0.0369022	0.129728	0.174914	0.108325	0.122995	0.0253785	0.0306319	0.167137	0.39352	0.0793844	0.0416897	0.114298	0.144161	0.191649	0.0478714	0.0485895	0.395249	0.735787	1.08288	1.78609	0.114371	0.0377588	0.0313829	0.0624524	0.0242843	0.0353765	0.0214272	0.00785032	0.056744	0.0291044	0.082899	0.0098625	0.0346711	0.0467477	0.028951	0.0328716	0.00678268	0.0081867	0.0446692	0.105172	0.0212163	0.011142	0.0305473	0.0385284	0.0512201	0.0127941	0.012986	3.74167
1113	1	-986.2367	-1016.848	30.61127	0.064969	15.39196	0.412606	0.144869	0.176491	0.365384	0.145692	0.214332	0.126147	0.0344273	0.129723	0.058817	0.349069	0.332186	0.210799	0.148606	0.0863625	0.0877603	0.123877	0.10213	0.293359	0.0620864	0.029958	0.0704072	0.18062	0.0344058	0.0625292	0.0958553	0.0272105	0.697142	0.899775	1.06325	1.33983	0.100496	0.0352847	0.0429868	0.0889941	0.0354852	0.0522034	0.0307249	0.00838522	0.0315958	0.0143257	0.0850203	0.0809083	0.051343	0.0361949	0.0210347	0.0213752	0.0301719	0.0248751	0.0714515	0.015122	0.00729668	0.0171486	0.0439923	0.00837999	0.0152298	0.0233468	0.00662749	4.105709
1114	0	-987.72	-1018.393	30.67279	0.03709068	26.96095	0.291059	0.168038	0.203552	0.326655	0.108235	0.148299	0.116704	0.0384946	0.252907	0.054938	0.369479	0.0658413	0.106456	0.196473	0.100809	0.0212301	0.0356433	0.0209402	0.128955	0.29551	0.107444	0.0389404	0.0926177	0.230056	0.324601	0.151962	0.0762271	0.766916	0.927337	1.05151	1.25423	0.071477	0.041266	0.0499875	0.0802184	0.0265799	0.0364185	0.0286596	0.00945332	0.0621078	0.0134914	0.0907351	0.016169	0.026143	0.048249	0.0247561	0.00521359	0.00875313	0.0051424	0.0316682	0.0725701	0.0263855	0.00956282	0.0227446	0.0564962	0.0797141	0.0373182	0.0187195	4.072068
1115	1	-985.966	-1016.376	30.40959	0.05247731	19.05586	0.552572	0.1794	0.192711	0.254498	0.11258	0.163593	0.129017	0.0694429	0.179993	0.141799	0.353503	0.157709	0.218916	0.111971	0.172464	0.142231	0.0411192	0.0888071	0.0644667	0.0950898	0.0591308	0.158426	0.253944	0.0315518	0.0543029	0.237639	0.103012	0.725685	0.911418	1.05869	1.30421	0.127913	0.0415289	0.0446101	0.0589131	0.0260609	0.0378696	0.0298659	0.0160752	0.0416661	0.0328246	0.0818314	0.0365076	0.0506764	0.0259199	0.0399233	0.0329247	0.00951859	0.0205577	0.0149232	0.0220121	0.013688	0.0366736	0.0587848	0.00730385	0.0125704	0.0550104	0.0238461	4.319888
1116	0	-984.6304	-1015.076	30.44515	0.00573305	174.4272	0.302427	0.115545	0.239283	0.410837	0.080125	0.151088	0.137189	0.0452516	0.212357	0.0488834	0.434335	0.0372972	0.125143	0.0924277	0.168823	0.093141	0.040914	0.114958	0.057591	0.347382	0.0821969	0.0256213	0.225691	0.270439	0.252504	0.130015	0.0896074	0.905463	0.973806	1.02292	1.09781	0.0698272	0.0266782	0.0552479	0.0948581	0.0185	0.0348847	0.0316756	0.0104481	0.0490311	0.0112867	0.100284	0.00861153	0.0288942	0.0213406	0.0389795	0.0215053	0.00944663	0.0265426	0.0132972	0.0802069	0.0189784	0.00591568	0.0521097	0.0624415	0.0583005	0.0300192	0.0206894	4.331072
1117	1	-984.184	-1014.601	30.4171	0.2296836	4.353815	0.508105	0.106197	0.154924	0.164067	0.0601312	0.232713	0.181717	0.0639005	0.174748	0.162671	0.322949	0.145121	0.207612	0.103034	0.288511	0.119879	0.133275	0.0376488	0.0943617	0.0875004	0.0544114	0.187014	0.0951664	0.0177575	0.118289	0.218672	0.0947907	0.472802	0.786619	1.0842	1.65638	0.122874	0.0256814	0.037465	0.0396761	0.0145414	0.0562766	0.0439442	0.0154529	0.0422591	0.0393385	0.0780981	0.0350944	0.0502064	0.0249166	0.0697701	0.0289901	0.0322296	0.00910453	0.0228193	0.0211601	0.0131582	0.0452252	0.0230139	0.00429427	0.0286056	0.0528811	0.0229231	4.135169
1118	0	-988.2013	-1018.429	30.22794	0.1473412	6.786968	0.480603	0.0929897	0.188669	0.348745	0.0759734	0.14907	0.161826	0.0353913	0.287729	0.106409	0.368691	0.0164736	0.270238	0.104431	0.108928	0.184162	0.0283792	0.174268	0.0419686	0.252169	0.00441217	0.0673063	0.165637	0.229566	0.220653	0.180316	0.0616679	0.562764	0.837174	1.07945	1.52061	0.109063	0.021102	0.0428143	0.0791401	0.0172405	0.0338281	0.036723	0.00803131	0.065294	0.0241473	0.0836666	0.00373834	0.0613247	0.0236985	0.0247189	0.0417917	0.00644005	0.0395463	0.00952387	0.0572244	0.00100125	0.0152737	0.0375877	0.052095	0.0500726	0.0409189	0.0139942	4.406672
1119	1	-988.021	-1018.143	30.12153	0.2799015	3.572685	0.607134	0.253928	0.10061	0.286322	0.0882264	0.139612	0.130888	0.0140193	0.284813	0.114913	0.290205	0.173405	0.248075	0.174464	0.14957	0.046769	0.0450344	0.227389	0.0488466	0.125958	0.0391031	0.161103	0.113714	0.0582382	0.0500198	0.207958	0.200203	0.429227	0.759002	1.08418	1.72759	0.138599	0.0579676	0.0229676	0.0653625	0.0201406	0.0318711	0.0298795	0.00320037	0.0650181	0.0262327	0.0662489	0.0395855	0.0566314	0.0398273	0.0341442	0.0106766	0.0102806	0.0519091	0.0111509	0.0287542	0.00892659	0.0367772	0.025959	0.0132948	0.0114187	0.0474733	0.0457031	4.380521
1120	0	-984.8978	-1015.082	30.18434	0.1067501	9.367668	0.515344	0.213462	0.219142	0.304239	0.0812663	0.173112	0.176279	0.029467	0.232573	0.149919	0.251729	0.138752	0.287649	0.11116	0.0971007	0.161307	0.019163	0.0375586	0.125396	0.176595	0.0240493	0.0716428	0.109762	0.245772	0.141462	0.191934	0.205032	0.620546	0.865778	1.07364	1.44003	0.114754	0.0475324	0.0487972	0.0677461	0.0180959	0.0385475	0.0392527	0.00656155	0.0517879	0.0333832	0.0560536	0.0308966	0.064052	0.0247524	0.0216218	0.035919	0.00426712	0.00836333	0.0279224	0.0393232	0.00535516	0.015953	0.0244412	0.054727	0.0315	0.0427386	0.0456554	4.490868
1121	1	-982.9589	-1013.506	30.54737	0.0128991	77.52481	0.258697	0.141996	0.114553	0.34408	0.0970515	0.153521	0.212735	0.03236	0.231603	0.126361	0.235162	0.158985	0.272789	0.166632	0.197991	0.0307135	0.181809	0.16349	0.0446858	0.138507	0.0429988	0.133743	0.192426	0.0640402	0.135894	0.238055	0.110807	0.859553	0.959533	1.0331	1.14781	0.0612782	0.0336348	0.0271344	0.0815029	0.0229888	0.0363648	0.050391	0.00766517	0.0548604	0.0299314	0.0557034	0.0376592	0.0646162	0.0394705	0.0468985	0.00727517	0.0430654	0.0387263	0.0105848	0.0328085	0.0101852	0.0316801	0.0455804	0.0151693	0.0321896	0.0563886	0.026247	4.221687
1122	0	-981.801	-1011.411	29.61028	0.1264709	7.906958	0.522277	0.188129	0.253468	0.30233	0.169688	0.175441	0.17865	0.0218542	0.225594	0.0651482	0.417337	0.140619	0.299379	0.1323	0.259171	0.163477	0.074501	0.170196	0.172366	0.420237	0.00990956	0.0572696	0.0494208	0.249078	0.15713	0.102572	0.0676652	0.590956	0.851473	1.07686	1.48072	0.103519	0.0372886	0.0502393	0.0599242	0.0336335	0.0347737	0.0354099	0.00433168	0.0447145	0.0129129	0.0827196	0.0278718	0.0593393	0.0262229	0.0513697	0.0324025	0.0147667	0.0337342	0.0341642	0.0832944	0.00196415	0.0113513	0.00979559	0.0493693	0.0311443	0.0203306	0.0134118	5.045206
1123	1	-985.5813	-1016.057	30.47538	0.08488506	11.78064	0.347052	0.238582	0.138905	0.368331	0.0888825	0.198067	0.179167	0.00682697	0.292157	0.0350965	0.330223	0.063397	0.354947	0.152606	0.120456	0.0758303	0.114128	0.115787	0.0853834	0.238597	0.0545802	0.1144	0.176229	0.0451399	0.0724127	0.108992	0.105511	0.657733	0.882806	1.06895	1.39051	0.082207	0.0565135	0.0329027	0.0872472	0.0210538	0.0469166	0.0424396	0.00161712	0.0692037	0.00831338	0.0782207	0.015017	0.0840769	0.0361482	0.0285328	0.0179621	0.0270337	0.0274267	0.0202249	0.0565171	0.0129285	0.0270981	0.0417438	0.0106924	0.0171525	0.0258172	0.0249927	4.221687
1124	0	-981.9535	-1011.863	29.9093	0.08912681	11.21997	0.572713	0.227062	0.184146	0.28638	0.0715121	0.271941	0.169226	0.0126697	0.387819	0.0412476	0.358259	0.123785	0.0667308	0.128111	0.208249	0.154853	0.0705706	0.14334	0.112875	0.230972	0.0286464	0.147055	0.246193	0.239216	0.0887989	0.147065	0.0640955	0.650089	0.879389	1.06997	1.40055	0.119726	0.0474674	0.0384959	0.0598679	0.0149496	0.0568494	0.0353767	0.00264861	0.0810739	0.00862284	0.0748944	0.0258773	0.0139501	0.0267817	0.0435345	0.0323721	0.0147528	0.0299652	0.0235967	0.0482848	0.00598855	0.0307419	0.0514667	0.0500082	0.0185635	0.030744	0.0133992	4.78353
1125	1	-991.1355	-1021.025	29.88927	0.114573	8.728061	0.575581	0.315475	0.00992598	0.309556	0.0738689	0.122004	0.176383	0.049232	0.362625	0.0681681	0.395107	0.195422	0.191774	0.206172	0.162737	0.151541	0.114817	0.126948	0.0459553	0.298012	0.00746453	0.154555	0.225623	0.144535	0.113112	0.0730828	0.108436	0.608419	0.859999	1.07502	1.45656	0.120462	0.0660251	0.00207739	0.0647863	0.0154599	0.0255339	0.0369148	0.0103036	0.0758928	0.0142668	0.0826911	0.0408994	0.0401359	0.0431493	0.0340589	0.0317156	0.0240297	0.0265686	0.00961787	0.0623703	0.00156223	0.0323464	0.0472201	0.0302493	0.023673	0.0152953	0.0226944	4.778112
1126	0	-981.3429	-1011.735	30.3916	0.05707037	17.52223	0.498857	0.204901	0.160399	0.249449	0.06833	0.313534	0.127743	0.0189539	0.337807	0.165655	0.240348	0.110102	0.265506	0.11159	0.0951724	0.0685254	0.0627322	0.124855	0.116041	0.179212	0.0684607	0.0895039	0.17791	0.0837574	0.237419	0.0541272	0.102391	0.714769	0.907028	1.06048	1.31773	0.115122	0.0472854	0.0370156	0.0575658	0.0157686	0.0723547	0.0294796	0.00437401	0.0779563	0.0382286	0.0554656	0.0254085	0.0612713	0.0257518	0.0219631	0.0158137	0.0144768	0.028813	0.026779	0.0413571	0.0157988	0.020655	0.0410567	0.0193289	0.0547897	0.012491	0.0236289	4.333286
1127	1	-986.019	-1016.267	30.248	0.006601191	151.4878	0.732763	0.302086	0.060993	0.347007	0.0478886	0.144349	0.170979	0.0484136	0.280688	0.0526804	0.225042	0.187128	0.140959	0.0973504	0.124531	0.140325	0.0915589	0.12156	0.188458	0.0827613	0.0110342	0.147995	0.235394	0.0336881	0.108312	0.299573	0.103834	0.898697	0.971769	1.02446	1.10507	0.161853	0.0667247	0.0134721	0.0766468	0.0105776	0.0318838	0.0377657	0.0106936	0.0619983	0.011636	0.0497071	0.0413327	0.0311349	0.0215027	0.0275065	0.0309949	0.0202235	0.0268501	0.0416265	0.0182803	0.00243724	0.0326892	0.0519938	0.00744102	0.0239239	0.0661696	0.0229348	4.527351
1128	0	-986.4681	-1016.604	30.13573	0.2120541	4.715777	0.563944	0.529399	0.109161	0.281995	0.114341	0.0879985	0.14441	0.0184649	0.254672	0.0643781	0.271707	0.20771	0.266237	0.126149	0.0615583	0.132132	0.0709169	0.195335	0.0280543	0.0536764	0.0195255	0.0138223	0.174533	0.198745	0.226175	0.146311	0.0728196	0.489827	0.796815	1.08376	1.6296	0.127181	0.119391	0.0246182	0.0635959	0.0257863	0.0198455	0.0325676	0.00416422	0.0574339	0.0145186	0.0612757	0.0468431	0.0600422	0.0284494	0.0138827	0.0297986	0.0159933	0.0440522	0.00632685	0.0121052	0.00440342	0.00311722	0.0393608	0.0448211	0.0510072	0.0329963	0.0164224	4.434171
1129	1	-982.1909	-1012.649	30.45802	0.05293954	18.88947	0.416754	0.403454	0.0468155	0.305334	0.0829097	0.23302	0.159893	0.0475134	0.262489	0.148965	0.225055	0.13035	0.19046	0.123402	0.181888	0.0822332	0.123803	0.0778298	0.136732	0.0944644	0.0354424	0.160772	0.181493	0.0737839	0.0935623	0.153823	0.0987476	0.724562	0.91097	1.05888	1.30559	0.0975779	0.0944639	0.0109613	0.0714902	0.0194123	0.0545588	0.037437	0.0111247	0.0614587	0.0348783	0.0526938	0.0305198	0.044594	0.0288931	0.0425869	0.0192539	0.0289871	0.0182229	0.0320141	0.0221177	0.0082984	0.0376428	0.0424943	0.0172756	0.0219065	0.0360157	0.0231205	4.27099
1130	0	-990.74	-1020.324	29.58434	0.03056717	32.71484	0.577325	0.541961	0.17946	0.397211	0.117054	0.284937	0.158019	0.0244694	0.260714	0.0659056	0.302427	0.24082	0.225659	0.190832	0.0630189	0.0597381	0.104093	0.422174	0.0944509	0.00944941	0.0274268	0.0186546	0.143868	0.163714	0.279696	0.0608221	0.153147	0.787341	0.934847	1.04772	1.2301	0.111732	0.104888	0.0347316	0.0768739	0.0226539	0.055145	0.0305821	0.00473566	0.0504571	0.012755	0.05853	0.046607	0.0436727	0.0369325	0.0121963	0.0115614	0.0201456	0.0817052	0.0182795	0.00182878	0.00530802	0.00361031	0.0278434	0.0316843	0.0541307	0.0117712	0.0296392	5.167047
1131	1	-981.5413	-1012.48	30.93852	0.01899021	52.65871	0.349442	0.146132	0.0622888	0.256018	0.125637	0.309795	0.135543	0.0149781	0.228093	0.137413	0.266434	0.146308	0.159698	0.191104	0.134735	0.0660154	0.120554	0.0832142	0.0951375	0.0624902	0.0970128	0.0632934	0.102704	0.068901	0.0996566	0.188403	0.113435	0.830675	0.95	1.03916	1.18017	0.0913709	0.0382101	0.0162871	0.0669427	0.032851	0.081004	0.0354413	0.00391642	0.059641	0.0359302	0.0696663	0.0382561	0.0417573	0.0499692	0.0352301	0.0172615	0.0315219	0.0217586	0.0248762	0.0163397	0.0253665	0.0165497	0.0268548	0.018016	0.0260578	0.049263	0.0296606	3.824438
1132	0	-988.7822	-1018.573	29.79057	0.3820048	2.617768	0.516003	0.461524	0.16494	0.355021	0.101614	0.11661	0.103814	0.0547375	0.229109	0.0541408	0.318421	0.215241	0.224645	0.202744	0.092494	0.140317	0.144587	0.185772	0.109525	0.0347558	0.0245136	0.00875362	0.128587	0.146325	0.0779452	0.260355	0.13688	0.357345	0.707898	1.07985	1.85491	0.111946	0.100127	0.0357837	0.0770214	0.022045	0.0252984	0.0225224	0.0118753	0.0497049	0.0117458	0.0690812	0.0466964	0.0487365	0.0439851	0.0200665	0.0304417	0.0313681	0.0403032	0.0237613	0.00754025	0.0053182	0.00189909	0.0278969	0.0317451	0.0169101	0.0564837	0.029696	4.609375
1133	1	-988.4211	-1018.326	29.90518	0.1380919	7.241553	0.546334	0.340006	0.105298	0.286021	0.16293	0.143889	0.179028	0.0771046	0.266528	0.0490604	0.345522	0.189738	0.207103	0.109974	0.15329	0.085562	0.153449	0.0144869	0.078179	0.18374	0.142567	0.0721975	0.136755	0.14696	0.0897744	0.334757	0.138425	0.574907	0.843416	1.07839	1.50329	0.115293	0.0717512	0.022221	0.0603589	0.0343831	0.0303647	0.03778	0.0162713	0.0562452	0.0103532	0.0729153	0.0400402	0.0437047	0.0232078	0.0323486	0.0180561	0.0323823	0.00305716	0.0164981	0.0387746	0.0300858	0.0152358	0.0288593	0.0310128	0.018945	0.0706435	0.0292116	4.738678
1134	0	-988.3076	-1018.909	30.60162	0.0645132	15.5007	0.523553	0.0978002	0.173495	0.327245	0.151985	0.119311	0.0580502	0.0507699	0.191286	0.0212971	0.193585	0.0645566	0.302765	0.207441	0.0425568	0.143568	0.0971804	0.128251	0.0848897	0.0191094	0.0604996	0.0399609	0.186122	0.042216	0.238979	0.366531	0.182819	0.698124	0.900184	1.0631	1.33859	0.127205	0.023762	0.0421533	0.0795089	0.0369271	0.0289884	0.0141042	0.0123353	0.0464757	0.00517445	0.0470344	0.015685	0.0735611	0.0504008	0.0103398	0.0348819	0.0236114	0.0311605	0.0206252	0.0046429	0.0146993	0.0097091	0.045221	0.010257	0.0580635	0.0890542	0.0444186	4.115823
1135	1	-992.8404	-1022.617	29.77619	0.01727842	57.87566	0.339994	0.142884	0.0692356	0.429563	0.0413763	0.397301	0.129798	0.0886775	0.415464	0.0856126	0.399986	0.206299	0.196078	0.073423	0.17136	0.112769	0.0317898	0.0552797	0.180192	0.173959	0.131187	0.124979	0.162158	0.010817	0.0967255	0.548881	0.172695	0.838213	0.952531	1.0376	1.17165	0.0681558	0.0286428	0.0138791	0.0861109	0.00829435	0.0796437	0.0260196	0.0177764	0.0832847	0.017162	0.0801819	0.041355	0.039306	0.0147185	0.0343511	0.0226058	0.00637263	0.0110815	0.0361216	0.0348721	0.0262979	0.0250536	0.0325065	0.0021684	0.0193898	0.11003	0.0346187	4.988485
1136	0	-988.5935	-1018.629	30.03545	0.07635803	13.0962	0.444075	0.0932716	0.0560975	0.342099	0.135851	0.406083	0.193304	0.0358277	0.265581	0.0839544	0.267479	0.0859714	0.182667	0.0726213	0.117468	0.078261	0.136414	0.276134	0.0517098	0.132978	0.0839977	0.0745197	0.127857	0.0859603	0.19798	0.47571	0.166274	0.673838	0.88987	1.06671	1.36959	0.095088	0.0199719	0.0120119	0.0732524	0.0290891	0.086953	0.0413915	0.00767165	0.0568679	0.0179768	0.0572742	0.0184087	0.0391138	0.0155501	0.025153	0.0167577	0.0292097	0.0591275	0.0110724	0.028474	0.0179861	0.0159566	0.0273775	0.0184063	0.0423926	0.101862	0.0356035	4.670146
1137	1	-992.6805	-1022.781	30.10081	0.1147962	8.711092	0.294024	0.344738	0.188481	0.471153	0.105458	0.343583	0.108592	0.0470913	0.16245	0.0363722	0.318234	0.168524	0.182911	0.0999296	0.22644	0.201188	0.00470595	0.0481221	0.229441	0.115879	0.0758443	0.0837135	0.123922	0.00206029	0.0941497	0.301833	0.187509	0.608081	0.859837	1.07505	1.45703	0.0643893	0.0754954	0.041276	0.103179	0.0230945	0.0752423	0.0237808	0.0103127	0.0355755	0.00796526	0.0696912	0.0369056	0.0400562	0.0218839	0.0495889	0.0440588	0.00103057	0.0105384	0.0502461	0.0253768	0.0166094	0.0183327	0.0271382	0.000451189	0.0206182	0.0660993	0.0410633	4.56635
