Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
415	1	-987.0739	-1017.153	30.07905	0.1063399	9.403807	0.437598	0.495747	0.157619	0.50387	0.0287099	0.0637374	0.0987563	0.0214256	0.297999	0.203471	0.386862	0.112207	0.190887	0.128311	0.158146	0.16936	0.0473648	0.275451	0.171215	0.0285307	0.0243324	0.0498387	0.127529	0.0291152	0.0211403	0.196369	0.170967	0.621197	0.866086	1.07357	1.43915	0.0952011	0.107852	0.0342906	0.109619	0.00624596	0.0138663	0.0214848	0.00466123	0.0648308	0.044266	0.0841635	0.0244111	0.0415282	0.0279145	0.0344054	0.036845	0.0103044	0.0599256	0.0372485	0.00620697	0.00529362	0.0108426	0.0277445	0.00633412	0.00459915	0.0427208	0.0371946	4.596559
416	0	-997.4591	-1027.017	29.55748	0.4998604	2.000558	0.60925	0.176354	0.246036	0.249533	0.160608	0.0940289	0.273207	0.0259602	0.0951556	0.124214	0.534626	0.185337	0.0593453	0.156018	0.143561	0.258506	0.107187	0.027193	0.266163	0.0634637	0.133979	0.0574802	0.0875713	0.119986	0.155808	0.236528	0.0775169	0.293341	0.655073	1.07	1.98158	0.128952	0.0373266	0.0520753	0.0528155	0.0339939	0.0199019	0.0578263	0.00549468	0.0201404	0.0262908	0.113158	0.0392279	0.0125609	0.0330223	0.0303857	0.0547147	0.0226869	0.00575559	0.0563354	0.0134326	0.0283577	0.0121661	0.0185351	0.0253959	0.0329779	0.0500628	0.016407	4.724615
417	1	-985.6856	-1015.581	29.89513	0.1545119	6.471991	0.92099	0.412346	0.146202	0.582068	0.0861469	0.0593076	0.091603	0.00791909	0.233463	0.0857631	0.237123	0.130898	0.183313	0.178361	0.132125	0.0480786	0.122702	0.175602	0.120912	0.0300175	0.102297	0.0873479	0.104879	0.144073	0.090074	0.174891	0.0438122	0.553697	0.83243	1.08018	1.53369	0.194617	0.0871341	0.0308944	0.122999	0.018204	0.0125325	0.0193569	0.00167341	0.0493338	0.0181229	0.0501072	0.0276604	0.0387364	0.03769	0.0279198	0.0101596	0.0259284	0.0371069	0.0255503	0.00634309	0.0216167	0.0184578	0.0221624	0.0304444	0.0190338	0.0369568	0.00925809	4.732313
418	0	-991.795	-1021.265	29.4696	0.2033409	4.917849	0.752231	0.303544	0.133598	0.281418	0.164557	0.240013	0.172673	0.0154877	0.0904795	0.11811	0.508354	0.268761	0.183009	0.129918	0.113973	0.262734	0.10192	0.0163487	0.253083	0.146391	0.0804952	0.03237	0.00452335	0.251153	0.168146	0.224904	0.0908212	0.498629	0.801965	1.08344	1.61596	0.147236	0.0594134	0.0261494	0.0550827	0.0322092	0.0469782	0.0337978	0.00303144	0.0177098	0.0231179	0.0995013	0.0526053	0.0358208	0.0254291	0.0223082	0.0514255	0.019949	0.00319998	0.0495366	0.0286535	0.0157555	0.00633585	0.000885366	0.0491587	0.0329117	0.044021	0.0177767	5.109015
419	1	-981.1067	-1010.83	29.72364	0.1430199	6.992034	0.955341	0.511561	0.0496287	0.317428	0.0878919	0.0434011	0.164957	0.0663493	0.380524	0.0636662	0.438031	0.113294	0.22876	0.14412	0.137053	0.13921	0.0737402	0.119889	0.0629959	0.0499648	0.0737864	0.0586519	0.118331	0.149446	0.110993	0.135488	0.120787	0.568372	0.840073	1.07897	1.51258	0.194361	0.104075	0.0100968	0.0645797	0.0178813	0.00882981	0.0335601	0.0134986	0.0774163	0.0129527	0.089116	0.0230492	0.0465404	0.0293207	0.027883	0.0283219	0.0150022	0.0243911	0.0128163	0.0101652	0.0150116	0.0119325	0.024074	0.0304044	0.0225813	0.0275647	0.0245737	4.915288
420	0	-997.6704	-1028.163	30.49212	0.2118364	4.720624	0.335756	0.281908	0.25101	0.120634	0.111082	0.176718	0.143223	0.0158928	0.106506	0.0764744	0.280136	0.316851	0.165825	0.224219	0.106118	0.105617	0.107535	0.00530408	0.154253	0.117526	0.132655	0.0422389	0.0568023	0.334847	0.0733723	0.0870636	0.148428	0.490044	0.796943	1.08375	1.62926	0.0823336	0.069129	0.0615524	0.0295817	0.0272394	0.0433345	0.0351209	0.0038972	0.0261172	0.0187529	0.0686944	0.0776976	0.0406633	0.0549828	0.0260221	0.0258993	0.0263697	0.00130066	0.0378257	0.0288197	0.0325294	0.0103578	0.013929	0.0821107	0.0179922	0.0213496	0.0363973	4.077996
421	1	-980.1166	-1010.178	30.0612	0.02990072	33.44401	0.641471	0.422784	0.0853468	0.424648	0.125542	0.0452833	0.235619	0.0407677	0.232079	0.0660114	0.280077	0.129	0.326752	0.100106	0.195762	0.109344	0.106544	0.1544	0.0846923	0.0279957	0.105394	0.0435163	0.123881	0.0583243	0.158539	0.176865	0.190106	0.789559	0.935648	1.04729	1.2275	0.136749	0.0901295	0.0181943	0.0905268	0.0267631	0.00965354	0.0502295	0.00869089	0.0494748	0.0140724	0.0597071	0.0275002	0.0696573	0.0213407	0.0417327	0.02331	0.0227131	0.0329151	0.0180548	0.00596814	0.0224679	0.00927685	0.0264092	0.0124336	0.0337975	0.0377043	0.040527	4.690851
422	0	-996.1096	-1025.943	29.83388	0.1541161	6.488615	0.600339	0.297242	0.288977	0.260195	0.127884	0.203448	0.161787	0.0541429	0.112834	0.0350404	0.322508	0.311301	0.242877	0.192422	0.10828	0.0747178	0.136355	0.0940518	0.0578953	0.0883742	0.118219	0.128707	0.0525234	0.473174	0.155532	0.0518147	0.0433154	0.55419	0.83269	1.08014	1.53298	0.125228	0.0620034	0.0602795	0.0542757	0.0266761	0.0424384	0.0337482	0.011294	0.0235366	0.00730929	0.0672738	0.0649362	0.0506632	0.0401384	0.0225868	0.0155858	0.0284431	0.0196188	0.0120767	0.0184345	0.0246599	0.0268477	0.0109562	0.0987022	0.0324434	0.0108083	0.00903542	4.793955
423	1	-988.4869	-1019.022	30.53531	0.4431606	2.256518	0.544281	0.340909	0.0274687	0.316622	0.0933735	0.0363705	0.147455	0.0620978	0.159235	0.11001	0.222537	0.136873	0.152103	0.107412	0.183323	0.096986	0.0960898	0.14175	0.103319	0.0766831	0.0913107	0.0253158	0.144889	0.100121	0.160128	0.0881734	0.0386466	0.322086	0.679785	1.07526	1.92287	0.143101	0.0896307	0.00722198	0.0832454	0.0245495	0.00956243	0.0387683	0.0163266	0.0418657	0.0289235	0.0585088	0.0359862	0.0399904	0.0282403	0.0481988	0.0254993	0.0252636	0.0372684	0.0271643	0.0201613	0.0240071	0.00665594	0.0380937	0.0263235	0.0421004	0.0231823	0.0101609	3.803482
424	0	-985.5656	-1015.6	30.03409	0.2605129	3.838581	0.475192	0.235279	0.168017	0.191843	0.051345	0.245991	0.119739	0.02623	0.378048	0.0664546	0.231016	0.116445	0.1919	0.191437	0.20786	0.0332918	0.0978324	0.0920185	0.109777	0.166707	0.0935748	0.0984481	0.0592687	0.374536	0.204994	0.229636	0.0304689	0.445269	0.769435	1.08439	1.70091	0.105896	0.0524315	0.0374424	0.042752	0.0114422	0.0548188	0.0266837	0.00584532	0.0842475	0.0148093	0.0514816	0.0259496	0.0427647	0.0426614	0.0463213	0.00741903	0.0218018	0.0205062	0.0244636	0.0371505	0.020853	0.021939	0.013208	0.0834649	0.0456827	0.0511741	0.00678994	4.487351
425	1	-984.0755	-1013.99	29.91475	0.09788513	10.21606	0.482419	0.493606	0.0397722	0.458441	0.056186	0.0859514	0.213501	0.0283748	0.262962	0.137633	0.488742	0.139753	0.220232	0.16668	0.237665	0.0351508	0.142198	0.0947796	0.128003	0.135284	0.13221	0.036655	0.135049	0.0435507	0.208587	0.109229	0.056698	0.634991	0.872514	1.0719	1.42059	0.101151	0.103496	0.00833919	0.0961232	0.0117807	0.0180218	0.0447657	0.00594944	0.0551363	0.028858	0.102476	0.0293026	0.0461768	0.0349485	0.0498321	0.0073702	0.0298152	0.0198728	0.0268388	0.0283655	0.027721	0.00768559	0.0283162	0.00913145	0.0437353	0.0229026	0.0118881	4.769314
426	0	-988.809	-1019.168	30.35889	0.124845	8.009932	0.438389	0.471162	0.15571	0.200828	0.0360186	0.226939	0.110465	0.0197052	0.284366	0.0737645	0.267645	0.0989614	0.177038	0.0897274	0.103984	0.123273	0.0668881	0.151079	0.0566879	0.144033	0.164613	0.0893289	0.03593	0.255727	0.142245	0.243499	0.0702095	0.593277	0.852621	1.07662	1.47748	0.101993	0.109618	0.0362267	0.0467236	0.00837988	0.0527985	0.0257003	0.00458451	0.0661591	0.0171617	0.0622689	0.0230238	0.0411887	0.0208755	0.0241924	0.0286799	0.0155618	0.0351492	0.0131887	0.0335099	0.0382979	0.0207828	0.00835928	0.0594961	0.0330939	0.0566512	0.0163346	4.298219
427	1	-990.0154	-1020.492	30.47637	0.04856986	20.5889	0.505285	0.565378	0.0268163	0.360654	0.0858425	0.00930966	0.121752	0.0209982	0.264492	0.0919896	0.328765	0.106711	0.147383	0.130161	0.199357	0.196	0.185581	0.00545567	0.12087	0.0739668	0.109905	0.0616153	0.155686	0.0631645	0.096108	0.133943	0.0898273	0.735415	0.915269	1.05706	1.29226	0.118695	0.132811	0.00629931	0.0847199	0.0201649	0.0021869	0.0286003	0.00493261	0.0621307	0.0216089	0.0772291	0.0250672	0.0346212	0.0305756	0.0468301	0.0460416	0.0435943	0.00128157	0.0283931	0.0173753	0.0258174	0.0144738	0.0365716	0.0148377	0.0225764	0.0314641	0.021101	4.257016
428	0	-989.1574	-1018.853	29.69517	0.02417823	41.35952	0.643484	0.517882	0.171151	0.220742	0.0546433	0.134063	0.168267	0.0426219	0.312564	0.140072	0.294185	0.1112	0.139128	0.146863	0.290799	0.235451	0.0524269	0.0193406	0.111439	0.158315	0.166621	0.10707	0.133826	0.205888	0.139747	0.267645	0.0771715	0.809853	0.942848	1.04335	1.20395	0.127105	0.102296	0.0338068	0.0436025	0.0107935	0.0264811	0.0332372	0.00841896	0.0617398	0.0276679	0.0581094	0.0219649	0.0274816	0.0290095	0.0574405	0.0465078	0.0103557	0.00382028	0.0220123	0.0312715	0.0329121	0.0211491	0.0264341	0.0406684	0.0276037	0.052867	0.0152434	5.062606
429	1	-995.8224	-1024.921	29.09868	0.1838676	5.438696	0.7739	0.394887	0.0460823	0.529951	0.0453961	0.122405	0.125412	0.0595085	0.3052	0.1011	0.296822	0.325926	0.0733671	0.124881	0.305337	0.101945	0.330133	0.0287427	0.0848244	0.094672	0.136939	0.090288	0.319429	0.309446	0.0558659	0.17937	0.13758	0.519337	0.813766	1.08247	1.58443	0.140724	0.0718053	0.00837949	0.0963651	0.00825471	0.0222578	0.0228047	0.0108209	0.0554968	0.0183839	0.0539734	0.0592656	0.0133409	0.0227081	0.0555217	0.0185375	0.0600307	0.00522651	0.0154243	0.0172149	0.0249006	0.0164178	0.0580842	0.0562689	0.0101585	0.0326161	0.0250173	5.49941
430	0	-981.7263	-1011.732	30.00538	0.05831316	17.14879	0.601597	0.12322	0.107038	0.247563	0.0714914	0.172955	0.192821	0.0269532	0.309839	0.140717	0.216057	0.178057	0.227908	0.11645	0.271869	0.194186	0.0764139	0.0635674	0.124656	0.0443962	0.107606	0.0669273	0.125114	0.184676	0.177628	0.437823	0.110734	0.711905	0.905863	1.06094	1.3213	0.127504	0.0261156	0.0226859	0.052469	0.0151521	0.0366566	0.040867	0.00571253	0.0656681	0.0298238	0.0457916	0.0377379	0.0483033	0.0246806	0.0576206	0.0411562	0.0161953	0.0134726	0.0264198	0.00940943	0.0228062	0.0141847	0.026517	0.0391407	0.0376469	0.0927933	0.0234692	4.718264
431	1	-985.3028	-1014.811	29.50778	0.1267275	7.89095	0.811569	0.377298	0.206615	0.386143	0.0418295	0.0891887	0.191974	0.0242771	0.304499	0.105132	0.348241	0.0692902	0.247984	0.187124	0.138671	0.0742813	0.197372	0.113617	0.11891	0.139719	0.0334342	0.121063	0.326251	0.241707	0.12854	0.0880351	0.0346858	0.590591	0.851292	1.07689	1.48122	0.157664	0.073298	0.0401394	0.0750164	0.00812625	0.0173268	0.037295	0.00471634	0.0591553	0.020424	0.067653	0.0134611	0.048176	0.0363528	0.0269398	0.0144307	0.0383436	0.0220725	0.0231007	0.0271434	0.0064953	0.023519	0.063381	0.0469566	0.0249716	0.0171027	0.00673844	5.14745
432	0	-981.5387	-1011.885	30.34659	0.042935	23.29102	0.623099	0.302262	0.113297	0.257504	0.0752936	0.149033	0.163836	0.0207893	0.162389	0.107381	0.186173	0.205569	0.196385	0.149246	0.0940454	0.0735206	0.0276355	0.135932	0.120686	0.0757254	0.20182	0.0596588	0.107809	0.194575	0.154422	0.338924	0.0954178	0.750277	0.921037	1.05449	1.27419	0.141857	0.0688144	0.0257937	0.0586245	0.0171417	0.0339296	0.0372996	0.00473299	0.0369701	0.0244467	0.0423851	0.0468008	0.0447099	0.033978	0.0214108	0.016738	0.00629163	0.0309469	0.0274759	0.01724	0.0459472	0.0135822	0.0245444	0.0442978	0.0351565	0.077161	0.0217232	4.39243
433	1	-985.8304	-1016.274	30.44342	0.1953457	5.119129	0.648288	0.44758	0.175377	0.308455	0.116185	0.0370218	0.153351	0.00686307	0.243236	0.140991	0.372661	0.0685508	0.115782	0.116843	0.255071	0.0593365	0.129939	0.0254799	0.0821853	0.151995	0.0348529	0.0877397	0.123062	0.0852164	0.0877374	0.0609414	0.00844714	0.506951	0.80676	1.08309	1.6032	0.156471	0.108028	0.042329	0.0744486	0.0280425	0.00893559	0.0370127	0.00165647	0.0587075	0.0340297	0.0899454	0.0165454	0.0279451	0.0282013	0.061564	0.0143215	0.031362	0.00614982	0.0198362	0.0366855	0.0084121	0.0211769	0.0297023	0.0205678	0.0211763	0.0147088	0.0020388	4.143188
434	0	-988.5852	-1018.961	30.37571	0.1043122	9.586603	0.706871	0.041548	0.0598973	0.286962	0.0839071	0.175573	0.182579	0.0296584	0.240998	0.0934747	0.207471	0.130888	0.133672	0.204807	0.0358963	0.0819313	0.121082	0.151482	0.145797	0.0883886	0.250787	0.0642461	0.072659	0.126277	0.182842	0.377697	0.0245341	0.62444	0.86761	1.07318	1.43477	0.164315	0.009658	0.0139234	0.0667055	0.0195045	0.0408127	0.0424411	0.00689422	0.056021	0.0217286	0.0482276	0.0304255	0.0310726	0.0476082	0.00834423	0.0190453	0.0281461	0.0352127	0.0338911	0.0205463	0.0582964	0.0149343	0.0168899	0.0293535	0.0425023	0.0877971	0.00570305	4.301927
435	1	-986.9494	-1017.464	30.51429	0.01082242	92.40078	0.444155	0.26398	0.147271	0.326055	0.106684	0.0352357	0.187626	0.0199644	0.164095	0.139667	0.393924	0.148976	0.122388	0.16262	0.187218	0.0606884	0.108152	0.0539828	0.0968646	0.434443	0.0216267	0.0927461	0.130084	0.118094	0.132849	0.0740026	0.0834445	0.871037	0.963203	1.03062	1.13514	0.104339	0.0620131	0.0345963	0.0765955	0.0250619	0.00827744	0.0440765	0.00468997	0.0385487	0.03281	0.0925392	0.0349969	0.0287509	0.0382021	0.0439804	0.0142567	0.0254067	0.0126814	0.0227551	0.102058	0.00508046	0.0217875	0.0305588	0.0277422	0.0312083	0.0173844	0.0196025	4.256839
436	0	-988.9974	-1019.545	30.54736	0.1161173	8.611985	0.410321	0.0944823	0.0676821	0.259478	0.0785971	0.173697	0.099536	0.0112405	0.130273	0.0453236	0.433253	0.126423	0.162152	0.147238	0.145693	0.1235	0.102161	0.122707	0.230903	0.100914	0.307794	0.0900233	0.0931175	0.036806	0.132571	0.253935	0.138659	0.606088	0.858876	1.07527	1.45976	0.0996292	0.022941	0.0164338	0.0630033	0.019084	0.042175	0.0241681	0.00272929	0.0316314	0.0110049	0.105197	0.0306964	0.0393718	0.0357505	0.0353755	0.0299867	0.0248056	0.0297942	0.0560652	0.0245027	0.0747348	0.0218584	0.0226097	0.00893678	0.0321894	0.0616575	0.0336676	4.11848
437	1	-988.665	-1019.009	30.34444	0.1806705	5.534938	0.628236	0.234242	0.172585	0.328146	0.0621289	0.0281758	0.0667094	0.0201913	0.466907	0.0313745	0.430141	0.0796078	0.209205	0.0705163	0.11398	0.0601572	0.111327	0.0535104	0.0960169	0.285783	0.00507707	0.134689	0.162469	0.117061	0.0963676	0.10952	0.0827142	0.522885	0.815745	1.08227	1.5791	0.147583	0.0550272	0.0405429	0.0770867	0.0145951	0.00661894	0.0156711	0.00474327	0.109684	0.00737038	0.101047	0.0187011	0.0491455	0.0165654	0.0267757	0.0141319	0.0261525	0.0125705	0.0225559	0.0671351	0.00119269	0.0316407	0.0381667	0.0274995	0.0226383	0.025728	0.0194309	4.256839
438	0	-985.2254	-1015.96	30.73452	0.001398329	715.1393	0.476006	0.182002	0.0677583	0.25977	0.00885063	0.157628	0.0996481	0.0415733	0.150313	0.0847241	0.296989	0.124199	0.184438	0.169567	0.145857	0.0903737	0.143158	0.114051	0.146404	0.0402097	0.30814	0.0901246	0.110685	0.037882	0.132721	0.254221	0.128733	0.952876	0.987463	1.01174	1.04792	0.117648	0.0449829	0.0167469	0.0642036	0.00218749	0.0389588	0.0246286	0.0102751	0.0371508	0.0209401	0.0734026	0.0306966	0.045585	0.0419096	0.0360495	0.0223364	0.0353824	0.0281884	0.0361846	0.00993806	0.0761587	0.0222748	0.0273565	0.00936277	0.0328027	0.0628322	0.031817	4.04603
439	1	-986.811	-1017.019	30.20797	0.1650716	6.057978	0.682678	0.393571	0.045378	0.273118	0.0754186	0.0358937	0.247507	0.0467705	0.38861	0.0497714	0.40352	0.153999	0.174122	0.0822796	0.0806943	0.0570665	0.104864	0.112362	0.129678	0.171271	0.008677	0.112103	0.140434	0.158	0.121131	0.0911543	0.0688436	0.540855	0.825583	1.08113	1.55243	0.15484	0.089267	0.0102923	0.0619467	0.0171059	0.00814117	0.0561378	0.0106082	0.0881419	0.0112888	0.0915236	0.0349289	0.0394933	0.0186621	0.0183025	0.0129434	0.0237844	0.0254853	0.0294128	0.0388464	0.00196806	0.0254264	0.0318522	0.0358366	0.027474	0.020675	0.0156146	4.408914
440	0	-982.8455	-1013.517	30.67121	0.05247548	19.05652	0.560933	0.13446	0.0946241	0.306116	0.0361033	0.185751	0.117427	0.0313251	0.266012	0.0126725	0.318019	0.0816979	0.192994	0.199821	0.112047	0.0502419	0.130377	0.134399	0.233193	0.0496371	0.17816	0.076563	0.130433	0.0292135	0.192279	0.122465	0.0813058	0.725689	0.91142	1.05869	1.3042	0.13822	0.0331324	0.0233164	0.0754303	0.00889622	0.0457711	0.0289352	0.00771882	0.065548	0.00312264	0.0783633	0.0201312	0.0475557	0.0492379	0.0276095	0.0123801	0.0321262	0.0331174	0.0574612	0.0122311	0.0439004	0.0188659	0.0321401	0.00719851	0.0473795	0.0301766	0.0200346	4.058271
441	1	-996.1503	-1026.745	30.59465	0.5684203	1.759262	0.567844	0.341203	0.0207147	0.261586	0.0918778	0.021197	0.233522	0.00288412	0.323241	0.0482071	0.136552	0.173896	0.116196	0.0841238	0.0420529	0.0164384	0.0762552	0.0934618	0.0817521	0.0846955	0.0166737	0.149995	0.154113	0.240823	0.0852532	0.0867128	0.0676129	0.262741	0.626702	1.06261	2.04795	0.156911	0.094284	0.00572405	0.0722837	0.0253884	0.00585734	0.0645287	0.000796964	0.0893207	0.013321	0.0377333	0.0480523	0.0321083	0.0232458	0.0116204	0.0045424	0.0210715	0.0258261	0.0225904	0.0234038	0.00460742	0.041448	0.0425857	0.0665463	0.0235579	0.0239612	0.0186834	3.618884
442	0	-986.1563	-1016.41	30.2541	0.1452566	6.884371	0.605928	0.109767	0.0357249	0.330671	0.0265786	0.224149	0.182092	0.0393178	0.283015	0.0502008	0.282641	0.105745	0.208475	0.182505	0.084464	0.0669249	0.10772	0.0922623	0.453592	0.133385	0.0739399	0.0316989	0.0406745	0.0142613	0.12896	0.390649	0.0972548	0.565455	0.838569	1.07922	1.51675	0.138258	0.0250462	0.00815153	0.075451	0.00606458	0.0511452	0.0415488	0.00897135	0.064577	0.0114546	0.0644917	0.0241285	0.0475687	0.0416431	0.0192726	0.0152706	0.024579	0.021052	0.103498	0.0304353	0.0168713	0.00723289	0.00928091	0.00325407	0.0294256	0.0891364	0.0221911	4.382596
443	1	-986.9846	-1016.17	29.18561	0.08387352	11.92271	0.808549	0.485836	0.229538	0.372471	0.130824	0.0977157	0.142218	0.0127997	0.369722	0.10745	0.497834	0.07405	0.165451	0.121444	0.125757	0.0668256	0.0490688	0.0259636	0.308489	0.233115	0.0399668	0.198861	0.307373	0.260279	0.131553	0.105657	0.0436574	0.65959	0.88363	1.0687	1.38808	0.146676	0.0881341	0.0416398	0.0675688	0.0237324	0.0177263	0.0257994	0.00232196	0.0670701	0.0194922	0.0903105	0.0134332	0.0300139	0.0220308	0.0228132	0.0121226	0.00890141	0.00470998	0.055962	0.0422887	0.00725025	0.0360747	0.0557596	0.0472164	0.0238646	0.0191669	0.00791976	5.51247
444	0	-987.9903	-1018.116	30.12525	0.1095509	9.12818	0.528329	0.0967758	0.0861791	0.278906	0.101144	0.155478	0.190796	0.0614968	0.205891	0.0314957	0.386709	0.121892	0.218441	0.0848934	0.0830801	0.0401723	0.221696	0.0459329	0.466415	0.171318	0.1059	0.164752	0.0833048	0.0176926	0.135479	0.239448	0.223536	0.616141	0.863693	1.07415	1.44602	0.116189	0.0212827	0.0189523	0.0613363	0.0222433	0.0341923	0.0419595	0.0135242	0.0452792	0.00692646	0.0850442	0.0268063	0.048039	0.0186696	0.0182708	0.00883461	0.0487548	0.0101015	0.102573	0.0376759	0.0232893	0.0362319	0.0183202	0.00389091	0.0297943	0.052659	0.0491595	4.547154
445	1	-991.011	-1021.558	30.54692	0.004748834	210.578	0.593129	0.216744	0.137538	0.208532	0.20301	0.0330107	0.104954	0.0314883	0.128885	0.0826123	0.367392	0.124958	0.187747	0.225118	0.194323	0.0647934	0.0733586	0.0661875	0.248515	0.0706305	0.0294947	0.146755	0.226835	0.209234	0.168491	0.0337899	0.052754	0.913815	0.97629	1.021	1.0889	0.14021	0.0512363	0.0325128	0.0492951	0.0479898	0.00780342	0.0248102	0.00744355	0.0304673	0.0195288	0.0868481	0.0295388	0.0443817	0.0532158	0.0459362	0.0153166	0.0173413	0.0156461	0.0587468	0.0166964	0.00697228	0.0346916	0.0536218	0.0494609	0.0398298	0.00798763	0.0124706	4.230281
446	0	-988.9771	-1018.88	29.90266	0.1121555	8.916196	0.449088	0.15722	0.12975	0.350371	0.113613	0.178815	0.124211	0.0289227	0.1803	0.0585264	0.307387	0.106103	0.24311	0.176076	0.0661976	0.0739181	0.150784	0.264824	0.615307	0.140335	0.0871982	0.0927442	0.0500948	0.00880295	0.150779	0.344153	0.118505	0.612108	0.86177	1.07461	1.45151	0.0942051	0.0329799	0.0272176	0.0734972	0.0238326	0.03751	0.0260557	0.00606711	0.0378214	0.0122771	0.0644804	0.0222572	0.050997	0.0369353	0.0138862	0.0155058	0.0316299	0.055552	0.129073	0.0294381	0.0182915	0.0194549	0.0105084	0.00184659	0.0316288	0.0721929	0.0248587	4.767136
447	1	-987.9589	-1017.881	29.9224	0.08344157	11.98443	0.736153	0.262997	0.166889	0.351838	0.153524	0.024046	0.0794565	0.0336579	0.156389	0.165707	0.364116	0.151623	0.115441	0.273158	0.135674	0.1161	0.0855203	0.167374	0.0719011	0.188485	0.18369	0.259718	0.130075	0.253884	0.0501858	0.0419731	0.0565332	0.660388	0.883983	1.06859	1.38704	0.154132	0.0550651	0.0349424	0.0736662	0.0321442	0.00503465	0.0166362	0.00704714	0.0327441	0.0346949	0.0762369	0.0317462	0.0241706	0.0571925	0.0284069	0.0243085	0.0179059	0.035044	0.0150543	0.0394641	0.0384603	0.0543785	0.0272344	0.053157	0.0105077	0.00878815	0.0118367	4.776109
448	0	-994.4631	-1024.217	29.75345	0.02043978	48.92419	0.43079	0.264188	0.102276	0.360093	0.120236	0.173338	0.107137	0.0677069	0.200131	0.0312526	0.281821	0.150745	0.174118	0.0623141	0.144264	0.0712318	0.298175	0.296692	0.535398	0.166187	0.0945904	0.0664419	0.143736	0.010405	0.152489	0.385567	0.116734	0.824575	0.947929	1.0404	1.18709	0.0860193	0.0527526	0.0204224	0.0719028	0.0240086	0.0346117	0.0213929	0.0135196	0.0399618	0.00624046	0.0562735	0.0301005	0.0347676	0.0124428	0.0288064	0.0142234	0.059539	0.0592428	0.106907	0.033184	0.0188876	0.013267	0.028701	0.00207765	0.0304488	0.0769893	0.0233092	5.00806
449	1	-996.7997	-1027.445	30.64499	0.01293581	77.30481	0.498944	0.471263	0.164347	0.295894	0.119797	0.0997775	0.0576041	0.0432225	0.218656	0.0652052	0.272924	0.105913	0.112347	0.102405	0.102496	0.0506987	0.0268921	0.132876	0.0561054	0.0754693	0.143336	0.208479	0.0724169	0.230367	0.174938	0.0202266	0.20143	0.85936	0.959471	1.03314	1.14803	0.120985	0.114273	0.039851	0.0717488	0.0290485	0.0241942	0.0139679	0.0104807	0.05302	0.015811	0.066179	0.0256819	0.0272419	0.0248314	0.0248534	0.0122935	0.00652084	0.0322198	0.0136045	0.0182999	0.0347563	0.0505521	0.0175597	0.0558597	0.0424192	0.00490457	0.048843	4.124031
450	0	-987.8278	-1018.53	30.70252	0.08300356	12.04768	0.199727	0.199341	0.119398	0.271706	0.0743416	0.0394364	0.0718079	0.0421434	0.201392	0.153451	0.215615	0.135885	0.229134	0.217382	0.123434	0.0948612	0.260783	0.183845	0.210025	0.125395	0.0933466	0.0189612	0.0859807	0.00315208	0.20924	0.30773	0.108912	0.661199	0.884341	1.06848	1.38598	0.0499763	0.0498798	0.0298762	0.0679872	0.018602	0.00986791	0.017968	0.0105453	0.0503931	0.0383971	0.0539519	0.0340015	0.0573348	0.0543941	0.0308861	0.0237365	0.065254	0.0460024	0.0525531	0.0313769	0.0233575	0.00474453	0.0215144	0.000788725	0.0523568	0.0770014	0.0272523	3.996425
451	1	-985.1359	-1015.972	30.8362	0.0216961	46.09123	0.588004	0.217155	0.121951	0.299157	0.0951641	0.122711	0.0959838	0.0172199	0.179426	0.0663559	0.275934	0.16256	0.25431	0.182123	0.112739	0.0477918	0.0406421	0.0773666	0.109324	0.0685921	0.13257	0.186586	0.104546	0.058276	0.118957	0.0529937	0.135619	0.819475	0.946182	1.04143	1.19291	0.149846	0.0553395	0.0310777	0.0762366	0.0242515	0.0312714	0.0244603	0.0043883	0.0457246	0.01691	0.0703185	0.0414264	0.0648079	0.046412	0.0287302	0.0121792	0.0103572	0.019716	0.02786	0.0174799	0.033784	0.0475492	0.0266422	0.0148509	0.0303147	0.0135048	0.034561	3.924056
