Iteration	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
100	-985.7681	-1015.844	30.07591	0.03678053	27.1883	0.642142	0.248152	0.125711	0.543883	0.0281787	0.193173	0.204088	0.0203558	0.248438	0.103367	0.198062	0.0751991	0.163556	0.240875	0.219987	0.0316815	0.177659	0.122006	0.142429	0.113664	0.0980133	0.0583034	0.246733	0.14979	0.233428	0.0181351	0.0222545	0.76784	0.927681	1.05135	1.25313	0.137525	0.0531459	0.0269231	0.116481	0.00603493	0.0413713	0.0437088	0.00435954	0.0532071	0.0221377	0.0424182	0.0161051	0.0350282	0.0515873	0.0471139	0.00678512	0.0380486	0.0261296	0.0305034	0.024343	0.0209912	0.0124866	0.0528419	0.0320799	0.0499925	0.00388393	0.00476618	4.669261
110	-985.9041	-1016.179	30.27536	0.04856314	20.59175	0.58125	0.425569	0.0357925	0.238256	0.0314493	0.284769	0.199508	0.0331165	0.266435	0.122842	0.274909	0.114439	0.176481	0.163161	0.0917966	0.0435255	0.0655973	0.279903	0.101618	0.187964	0.0893895	0.0840443	0.173739	0.130861	0.22819	0.012904	0.0205198	0.735433	0.915276	1.05706	1.29224	0.130383	0.0954614	0.00802878	0.0534441	0.00705453	0.0638778	0.0447525	0.0074285	0.0597652	0.0275552	0.061666	0.0256704	0.0395872	0.0365993	0.0205913	0.0097634	0.0147144	0.0627863	0.0227945	0.042163	0.0200513	0.0188523	0.0389721	0.0293539	0.0511863	0.00289456	0.0046029	4.458028
120	-985.1704	-1015.049	29.87828	0.138446	7.223032	0.590176	0.162719	0.133757	0.282551	0.0385597	0.337712	0.217954	0.0392733	0.17665	0.195459	0.360123	0.102327	0.11848	0.193495	0.185221	0.0880468	0.0623314	0.210466	0.146509	0.167827	0.105794	0.130912	0.109026	0.139107	0.270614	0.115626	0.0845115	0.574432	0.843174	1.07843	1.50396	0.123851	0.0341472	0.0280694	0.0592944	0.0080919	0.0708701	0.0457385	0.00824165	0.0370706	0.0410178	0.0755732	0.0214736	0.0248634	0.0406055	0.0388692	0.0184769	0.0130805	0.044167	0.0307455	0.0352192	0.0222012	0.0274723	0.0228796	0.029192	0.0567893	0.0242645	0.017735	4.765227
130	-988.1807	-1018.111	29.9299	0.2760745	3.622211	0.659834	0.104912	0.202533	0.226284	0.163444	0.0968493	0.160642	0.0132034	0.366664	0.0295789	0.531795	0.0652245	0.0873251	0.138863	0.195417	0.0758274	0.0523736	0.147455	0.174975	0.167846	0.0827521	0.128293	0.23596	0.145187	0.199455	0.0852218	0.0380574	0.432322	0.76104	1.08424	1.7224	0.144195	0.0229267	0.0442601	0.0494505	0.0357179	0.0211647	0.0351056	0.00288537	0.0801281	0.00646396	0.116215	0.0142537	0.0190834	0.0303461	0.042705	0.0165708	0.0114453	0.0322237	0.0382377	0.0366799	0.018084	0.0280362	0.0515651	0.0317281	0.0435875	0.0186237	0.00831679	4.575974
140	-993.2456	-1023.201	29.95497	0.2900584	3.447581	0.527723	0.180031	0.183725	0.203463	0.153588	0.143742	0.043958	0.0419917	0.347957	0.12085	0.474057	0.213053	0.119676	0.232164	0.119125	0.014562	0.0489284	0.122757	0.166048	0.159283	0.113399	0.0987315	0.244091	0.0707345	0.189279	0.160172	0.0438326	0.421175	0.753641	1.08398	1.7412	0.116317	0.0396812	0.0404956	0.044846	0.0338529	0.0316827	0.00968895	0.00925555	0.0766946	0.0266369	0.104489	0.0469599	0.0263783	0.051172	0.0262567	0.00320967	0.0107845	0.0270573	0.0365992	0.0351082	0.0249948	0.0217618	0.053801	0.0155909	0.0417198	0.0353041	0.00966132	4.536921
150	-981.8092	-1012.154	30.34527	0.08474941	11.79949	0.441476	0.298004	0.065319	0.305736	0.128487	0.12025	0.11912	0.0326325	0.29109	0.119971	0.396581	0.132265	0.160615	0.22293	0.235926	0.115311	0.11205	0.0874189	0.160757	0.102956	0.100105	0.077156	0.209189	0.0591743	0.158345	0.0113866	0.0876839	0.657981	0.882916	1.06892	1.39019	0.101444	0.0684762	0.0150092	0.070253	0.0295241	0.0276314	0.0273717	0.00749839	0.0668876	0.0275672	0.0911275	0.0303923	0.0369066	0.0512254	0.0542117	0.0264965	0.0257471	0.0200874	0.0369393	0.0236575	0.0230023	0.0177291	0.048068	0.0135972	0.036385	0.00261645	0.0201483	4.351933
160	-979.9812	-1009.734	29.75242	0.06305258	15.85978	0.68867	0.179472	0.0603327	0.408163	0.0478146	0.190147	0.180863	0.0607239	0.310445	0.125106	0.376977	0.0883775	0.282365	0.225713	0.143006	0.0965167	0.171426	0.154403	0.180045	0.0694754	0.101355	0.055817	0.239888	0.193451	0.257684	0.0201957	0.0580517	0.701297	0.901503	1.06261	1.33459	0.138663	0.0361367	0.012148	0.0821836	0.00962745	0.0382861	0.0364167	0.0122267	0.0625079	0.02519	0.0759042	0.0177948	0.0568541	0.0454473	0.0287943	0.0194336	0.0345166	0.0310891	0.036252	0.0139889	0.0204077	0.0112387	0.0483014	0.0389513	0.0518845	0.0040664	0.0116887	4.966485
170	-980.6338	-1010.686	30.05174	0.04895494	20.42695	0.680277	0.161715	0.0777928	0.304746	0.0879777	0.174034	0.176892	0.0666814	0.303629	0.0343074	0.3687	0.0837788	0.241356	0.130031	0.194976	0.0579126	0.192092	0.204465	0.15878	0.0670482	0.053138	0.117346	0.254162	0.148527	0.252026	0.0614877	0.0273753	0.734437	0.914884	1.05722	1.29345	0.145319	0.0345453	0.0166179	0.0650993	0.0187936	0.0371768	0.0377873	0.0142443	0.0648606	0.00732867	0.078761	0.0178967	0.051558	0.027777	0.0416503	0.0123712	0.0410342	0.0436773	0.0339183	0.0143227	0.0113512	0.0250672	0.0542935	0.0317281	0.0538373	0.0131349	0.00584785	4.681253
180	-986.1025	-1016.265	30.16224	0.07190169	13.90788	0.659417	0.125076	0.0709256	0.292199	0.197396	0.177896	0.133872	0.0236278	0.184188	0.00491515	0.250967	0.222322	0.277665	0.236828	0.212167	0.0801761	0.0561269	0.12227	0.17098	0.120882	0.074418	0.128087	0.201671	0.255433	0.149041	0.0746786	0.044589	0.682691	0.893676	1.06542	1.35821	0.144996	0.0275025	0.0155955	0.0642505	0.0434047	0.0391168	0.0294365	0.00519542	0.0405003	0.00108077	0.055184	0.0488855	0.0610547	0.0520751	0.0466524	0.0176296	0.0123415	0.0268855	0.037596	0.0265803	0.0163635	0.0281645	0.0443445	0.0561661	0.032772	0.0164208	0.00980449	4.547814
190	-988.82	-1018.913	30.09282	0.133861	7.470434	0.524506	0.118396	0.23347	0.33512	0.185616	0.22106	0.125883	0.0222178	0.173196	0.047559	0.272622	0.220272	0.245402	0.202994	0.19966	0.010878	0.060547	0.176624	0.25263	0.0253626	0.0875094	0.0895581	0.222096	0.107914	0.188297	0.141673	0.0642087	0.580643	0.84632	1.07786	1.49518	0.115143	0.025991	0.0512527	0.0735675	0.0407476	0.0485284	0.0276345	0.00487737	0.038021	0.0104404	0.0598475	0.0483554	0.053872	0.0445625	0.0438306	0.002388	0.0132916	0.0387736	0.0554588	0.00556775	0.0192106	0.0196603	0.0487559	0.02369	0.041336	0.0311009	0.0140955	4.555271
200	-988.8407	-1018.559	29.71831	0.1647796	6.068711	0.637317	0.0385872	0.0651527	0.367435	0.175588	0.238137	0.0787769	0.0265893	0.221754	0.116729	0.257893	0.0955348	0.222882	0.105234	0.12541	0.0411223	0.0572759	0.155831	0.188972	0.0965031	0.119758	0.16667	0.693616	0.22218	0.16272	0.134019	0.0871736	0.541202	0.82577	1.0811	1.55192	0.130095	0.00787677	0.0132996	0.0750043	0.0358426	0.0486107	0.0160807	0.00542764	0.0452664	0.0238277	0.0526434	0.0195014	0.0454967	0.0214814	0.0255999	0.00839426	0.0116917	0.0318096	0.0385746	0.0196991	0.0244461	0.0340222	0.141587	0.0453535	0.0332159	0.0273571	0.0177947	4.898861
210	-992.1075	-1022.592	30.48497	0.1143874	8.742222	0.636337	0.239699	0.066743	0.285432	0.166932	0.22758	0.114442	0.0280313	0.130708	0.0549745	0.344183	0.100716	0.23497	0.15497	0.033512	0.172574	0.072265	0.174897	0.178629	0.109765	0.00863172	0.175709	0.162096	0.0340818	0.0414955	0.141287	0.0919347	0.6087	0.860135	1.07499	1.45618	0.152139	0.0573087	0.0159573	0.0682428	0.0399111	0.0544113	0.0273616	0.00670189	0.0312503	0.0131436	0.0822893	0.0240798	0.056178	0.0370512	0.00801224	0.0412601	0.0172776	0.0418154	0.0427077	0.0262432	0.00206372	0.0420097	0.0387549	0.00814849	0.00992099	0.0337798	0.0219803	4.182595
220	-984.9813	-1015.469	30.48804	0.1273055	7.855118	0.786297	0.142459	0.160462	0.333351	0.0742839	0.18388	0.087276	0.0208685	0.267368	0.0401843	0.263282	0.187706	0.179739	0.194087	0.0833557	0.0220159	0.102308	0.112222	0.128537	0.0837259	0.0360723	0.0765607	0.209545	0.0607318	0.0822119	0.122462	0.12561	0.589772	0.850886	1.07697	1.48237	0.188714	0.0341907	0.0385114	0.0800054	0.0178284	0.0441319	0.0209466	0.00500852	0.0641693	0.00964439	0.0631886	0.0450502	0.0431381	0.0465816	0.0200057	0.00528389	0.0245543	0.0269337	0.0308494	0.0200945	0.00865747	0.0183748	0.0502917	0.0145759	0.0197312	0.0293914	0.0301468	4.166603
230	-980.7302	-1010.991	30.26081	0.06126336	16.32297	0.508301	0.177064	0.131329	0.394387	0.101574	0.0850581	0.127714	0.0686271	0.332316	0.0619896	0.437434	0.13602	0.223401	0.241234	0.0974473	0.0614288	0.130754	0.139483	0.159761	0.0192542	0.140774	0.0676397	0.260447	0.0212737	0.102183	0.0768662	0.156122	0.705245	0.903134	1.06199	1.32963	0.113972	0.0397016	0.0294467	0.0884299	0.022775	0.0190718	0.0286362	0.0153876	0.0745123	0.0138994	0.0980819	0.0304986	0.0500912	0.0540898	0.0218498	0.0137736	0.0293178	0.031275	0.0358218	0.00431721	0.0315645	0.0151663	0.0583978	0.00477002	0.0229115	0.017235	0.0350059	4.459882
240	-981.2233	-1011.901	30.67762	0.02020464	49.49358	0.444868	0.11656	0.135208	0.344366	0.0643535	0.235126	0.112199	0.0482523	0.302083	0.0777115	0.361178	0.251212	0.196263	0.153245	0.0730407	0.121138	0.09555	0.122539	0.20423	0.0387861	0.0859479	0.0686996	0.168458	0.015422	0.0989206	0.0116185	0.137157	0.825548	0.948261	1.04021	1.18599	0.108926	0.0285396	0.0331056	0.084318	0.015757	0.0575707	0.027472	0.0118146	0.0739651	0.0190277	0.0884345	0.0615093	0.0480549	0.037522	0.017884	0.0296606	0.0233954	0.0300036	0.0500056	0.00949678	0.0210444	0.0168211	0.0412469	0.00377608	0.0242207	0.00284478	0.0335829	4.084131
250	-989.0807	-1019.469	30.38853	0.02118799	47.19655	0.317361	0.177641	0.0949996	0.228494	0.183648	0.149236	0.0914927	0.0753551	0.218505	0.146778	0.265321	0.192119	0.185741	0.185187	0.143013	0.0499846	0.192765	0.232222	0.271823	0.0281115	0.173696	0.0396284	0.212523	0.0174689	0.178394	0.121372	0.199353	0.821518	0.946884	1.04102	1.19058	0.0725855	0.0406294	0.0217279	0.0522603	0.0420032	0.0341328	0.0209258	0.0172349	0.0499756	0.0335705	0.0606832	0.0439406	0.042482	0.0423552	0.0327094	0.0114323	0.0440885	0.053113	0.0621703	0.00642956	0.039727	0.00906365	0.0486075	0.00399541	0.0408015	0.0277598	0.0455953	4.372235
260	-984.2615	-1014.337	30.0758	0.05021804	19.91316	0.725903	0.093013	0.0626293	0.303874	0.1559	0.126687	0.25376	0.0299239	0.223155	0.0985525	0.331538	0.279556	0.241491	0.157632	0.168615	0.075686	0.0722874	0.113267	0.230752	0.0576341	0.0839258	0.0336407	0.23934	0.140528	0.116305	0.102371	0.137964	0.731258	0.913631	1.05776	1.29735	0.155909	0.0199773	0.0134515	0.0652659	0.0334841	0.0272099	0.0545025	0.00642705	0.0479291	0.0211671	0.0712077	0.0600429	0.0518673	0.0338561	0.0362151	0.0162558	0.0155259	0.0243274	0.0495608	0.0123786	0.0180256	0.00722535	0.0514055	0.0301826	0.02498	0.0219873	0.029632	4.655931
270	-993.5278	-1024.558	31.02992	0.4463413	2.240438	0.199238	0.199249	0.0129138	0.381222	0.134615	0.103961	0.173094	0.0342927	0.235619	0.0577671	0.263362	0.112938	0.191832	0.178146	0.0765798	0.090666	0.0342648	0.102268	0.0337158	0.0457824	0.076975	0.0846846	0.219291	0.0614499	0.0942846	0.0760786	0.0313992	0.32038	0.678366	1.07499	1.92627	0.0602713	0.0602745	0.00390653	0.115323	0.0407221	0.0314491	0.0523624	0.0103738	0.0712769	0.017475	0.0796693	0.0341649	0.0580307	0.0538908	0.023166	0.0274272	0.0103654	0.0309368	0.0101993	0.0138496	0.0232856	0.0256178	0.0663375	0.0185891	0.0285219	0.0230144	0.00949852	3.30569
280	-984.0991	-1014.42	30.32076	0.08681342	11.51896	0.385002	0.255383	0.104985	0.486251	0.136535	0.163464	0.079553	0.0744931	0.266677	0.0725388	0.271423	0.158591	0.277702	0.181579	0.0961621	0.134533	0.0531314	0.185514	0.0403032	0.127249	0.104034	0.0920568	0.345675	0.138218	0.0352125	0.0445978	0.0635128	0.65423	0.881245	1.06942	1.3951	0.088013	0.0583816	0.024	0.111159	0.0312124	0.0373685	0.0181861	0.0170294	0.0609634	0.0165826	0.0620483	0.0362546	0.0634839	0.0415097	0.021983	0.0307548	0.0121461	0.0424093	0.00921347	0.0290897	0.0237826	0.0210445	0.0790228	0.0315971	0.00804971	0.0101952	0.0145193	4.374379
290	-986.9884	-1017.343	30.3543	0.06000989	16.66392	0.65387	0.216	0.0578905	0.445195	0.113461	0.183975	0.126567	0.0859925	0.232463	0.066414	0.262742	0.176524	0.211431	0.193747	0.0422973	0.0845052	0.0657117	0.106081	0.0806363	0.127238	0.0560514	0.0833614	0.389579	0.136683	0.0226942	0.0671476	0.0793878	0.708051	0.904287	1.06155	1.32611	0.149708	0.0494545	0.0132544	0.10193	0.0259776	0.0421222	0.0289783	0.0196885	0.0532238	0.0152059	0.0601564	0.0404163	0.0484086	0.0443597	0.00968424	0.019348	0.0150451	0.0242879	0.0184622	0.0291319	0.0128333	0.0190861	0.0891965	0.0312944	0.00519598	0.0153739	0.0181763	4.367644
300	-990.9826	-1020.362	29.37917	0.0252264	39.64101	0.476678	0.298565	0.295261	0.296263	0.0698577	0.215386	0.215352	0.148869	0.465298	0.0396463	0.358776	0.386099	0.288712	0.194757	0.205018	0.113757	0.12103	0.0526283	0.029155	0.201715	0.0209895	0.162418	0.199816	0.239148	0.0988875	0.0695079	0.113964	0.805952	0.941482	1.04412	1.20844	0.0886422	0.0555206	0.0549062	0.0550925	0.0129906	0.0400527	0.0400465	0.0276834	0.0865259	0.00737256	0.0667174	0.0717983	0.0536883	0.0362167	0.0381247	0.021154	0.0225065	0.00978667	0.0054216	0.0375106	0.00390317	0.030203	0.0371574	0.0444715	0.0183889	0.0129256	0.0211925	5.377555
310	-987.3869	-1017.791	30.40436	0.1272687	7.857392	0.478031	0.193228	0.096466	0.274183	0.0449972	0.199334	0.18589	0.100382	0.240798	0.0878643	0.332038	0.357325	0.258159	0.0822797	0.0710697	0.0628865	0.0646623	0.0272435	0.0690274	0.190025	0.0763931	0.150314	0.238882	0.110837	0.133878	0.0835296	0.0405974	0.589824	0.850912	1.07697	1.4823	0.112469	0.045462	0.0226962	0.0645089	0.0105868	0.0468985	0.0437355	0.0236175	0.056654	0.0206724	0.0781206	0.08407	0.0607387	0.0193585	0.016721	0.0147957	0.0152135	0.00640976	0.0162405	0.0447084	0.0179735	0.0353653	0.0562034	0.0260774	0.0314983	0.0196525	0.0095516	4.250321
320	-984.8912	-1015.472	30.58065	0.02272968	43.99535	0.514481	0.181741	0.117595	0.29509	0.0484282	0.187762	0.148538	0.0979103	0.337182	0.0945638	0.252282	0.268377	0.164002	0.110597	0.0933743	0.0737182	0.0949006	0.00380325	0.0443608	0.107189	0.107545	0.141347	0.257097	0.0835059	0.144602	0.162435	0.0461444	0.815399	0.944776	1.04225	1.19757	0.123124	0.0434936	0.0281423	0.0706198	0.0115897	0.0449346	0.0355475	0.0234315	0.080693	0.0226307	0.0603752	0.0642269	0.0392484	0.0264676	0.022346	0.017642	0.0227113	0.00091018	0.0106163	0.0256521	0.0257372	0.0338266	0.0615275	0.0199843	0.0346057	0.0388734	0.0110431	4.178572
330	-987.2896	-1017.663	30.37355	0.01181813	84.61576	0.351728	0.191291	0.103537	0.264182	0.138517	0.248847	0.196861	0.015713	0.222846	0.105481	0.192574	0.235052	0.227208	0.155356	0.220866	0.0868511	0.103669	0.104435	0.192997	0.17512	0.10962	0.102048	0.203017	0.110673	0.191646	0.126387	0.0200674	0.865397	0.961409	1.03184	1.14135	0.0800002	0.0435089	0.0235495	0.0600879	0.0315056	0.0566	0.044776	0.00357391	0.0506862	0.0239915	0.0438009	0.0534622	0.0516783	0.0353356	0.0502357	0.0197542	0.0235795	0.0237536	0.043897	0.0398308	0.024933	0.0232108	0.046176	0.0251724	0.0435896	0.0287467	0.00456431	4.396589
340	-984.7331	-1014.825	30.09232	0.02086588	47.92514	0.353264	0.286658	0.160616	0.293851	0.0658509	0.253829	0.195433	0.0568825	0.247874	0.101136	0.408851	0.038277	0.19941	0.121915	0.134058	0.138886	0.115312	0.193972	0.204635	0.11327	0.121931	0.0554491	0.225817	0.148629	0.219506	0.0395741	0.173883	0.822827	0.947332	1.04076	1.18908	0.0756653	0.061399	0.0344023	0.0629397	0.0141046	0.0543674	0.0418597	0.0121836	0.0530919	0.0216622	0.0875715	0.00819853	0.0427114	0.026113	0.0287139	0.0297478	0.0246986	0.0415467	0.0438306	0.0242613	0.0261163	0.0118766	0.0483675	0.0318348	0.0470158	0.00847635	0.0372438	4.66877
350	-993.5025	-1022.475	28.97205	0.5651692	1.769382	0.612471	0.187928	0.108621	0.474295	0.127523	0.124085	0.0511068	0.0349885	0.282888	0.0554079	0.34604	0.0782504	0.123866	0.301677	0.0341179	0.158504	0.21753	0.152476	0.183433	0.161186	0.139155	0.165515	0.559258	0.125989	0.183975	0.156095	0.0983535	0.264101	0.628013	1.06298	2.04491	0.116778	0.0358317	0.0207104	0.0904327	0.0243144	0.0236589	0.0097444	0.00667116	0.0539375	0.0105645	0.0659786	0.0149198	0.0236172	0.05752	0.00650517	0.0302216	0.0414759	0.0290721	0.0349748	0.0307329	0.0265323	0.0315583	0.106632	0.0240219	0.035078	0.0297622	0.0187528	5.244732
