Iteration	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
1290	-986.0998	-1016.481	30.38121	0.2358206	4.240512	0.490568	0.0780794	0.172817	0.351228	0.125644	0.186789	0.147211	0.0429455	0.188074	0.0778712	0.457512	0.113668	0.0817451	0.151224	0.120036	0.0506515	0.0485805	0.115286	0.138516	0.0401763	0.1136	0.125998	0.149015	0.158803	0.062499	0.275379	0.101008	0.467106	0.783136	1.08429	1.66547	0.117786	0.0187469	0.0414934	0.08433	0.0301672	0.0448482	0.0353453	0.0103112	0.0451566	0.0186969	0.109849	0.0272917	0.019627	0.0363089	0.0288207	0.0121615	0.0116642	0.0276803	0.0332577	0.00964634	0.0272755	0.0302523	0.0357786	0.0381287	0.015006	0.0661187	0.024252	4.164923
1300	-990.7617	-1019.163	28.40167	0.2423775	4.125796	1.30806	0.0964806	0.114612	0.346063	0.139679	0.163431	0.115678	0.0345045	0.327936	0.173919	0.63956	0.0277124	0.127874	0.205503	0.16132	0.0881097	0.292249	0.242652	0.123829	0.101977	0.130369	0.180276	0.119965	0.208426	0.147157	0.405879	0.114684	0.461142	0.77945	1.08436	1.67505	0.213111	0.0157188	0.0186728	0.0563813	0.0227568	0.0266266	0.0188465	0.00562155	0.053428	0.0283353	0.104198	0.00451497	0.0208335	0.033481	0.0262826	0.014355	0.0476138	0.0395334	0.0201745	0.0166143	0.02124	0.029371	0.0195449	0.0339571	0.0239751	0.0661267	0.0186846	6.137904
1310	-986.1523	-1016.384	30.2314	0.3764372	2.656486	0.502811	0.131301	0.0897545	0.340639	0.109385	0.171007	0.0905893	0.00133157	0.189225	0.0858151	0.57322	0.0458436	0.10014	0.160933	0.0758756	0.0011281	0.112895	0.190024	0.0992232	0.16117	0.102094	0.13053	0.0751063	0.163221	0.0650488	0.356469	0.0493412	0.360808	0.710541	1.0802	1.84845	0.120459	0.031456	0.0215026	0.0816074	0.0262055	0.0409683	0.0217026	0.000319006	0.0453329	0.0205588	0.137327	0.0109828	0.0239907	0.0385549	0.0181776	0.000270261	0.0270464	0.0455244	0.023771	0.0386116	0.0244588	0.0312714	0.0179933	0.0391031	0.0155838	0.0853997	0.0118207	4.17412
1320	-991.9229	-1021.824	29.90149	0.01595909	62.66021	0.458468	0.0995452	0.195259	0.253439	0.0517728	0.203667	0.0384209	0.00193911	0.30554	0.148344	0.258819	0.0108095	0.321735	0.152257	0.165848	0.0114061	0.187403	0.187584	0.119267	0.260239	0.16056	0.220166	0.146177	0.271874	0.110948	0.347038	0.175973	0.844301	0.954553	1.03633	1.16481	0.0942477	0.0204636	0.0401396	0.0520996	0.010643	0.0418681	0.00789823	0.000398625	0.0628101	0.0304953	0.0532056	0.00222211	0.0661395	0.0312995	0.0340936	0.00234477	0.0385246	0.0385619	0.0245179	0.0534976	0.0330066	0.0452598	0.0300498	0.0558893	0.0228076	0.071341	0.036175	4.8645
1330	-995.1036	-1025.782	30.67875	0.1746638	5.725285	0.316525	0.305024	0.0833307	0.222476	0.115359	0.0771467	0.010298	0.00214872	0.167379	0.0592691	0.229833	0.22098	0.171089	0.193208	0.114501	0.0551255	0.165071	0.161103	0.135665	0.179668	0.128078	0.165414	0.0571423	0.157088	0.073364	0.239594	0.122663	0.529671	0.819496	1.08186	1.56897	0.0805706	0.077643	0.0212116	0.0566306	0.0293642	0.0196375	0.00262132	0.00054695	0.042606	0.0150868	0.0585034	0.0562499	0.0435502	0.0491805	0.029146	0.014032	0.0420183	0.0410082	0.0345332	0.0457341	0.0326018	0.0421058	0.0145454	0.0399864	0.0186746	0.0609881	0.0312235	3.928544
1340	-997.7424	-1028.092	30.34991	0.09333081	10.71458	0.391817	0.239033	0.131205	0.442883	0.0950211	0.0697435	0.00432614	0.00671535	0.169442	0.0440304	0.31762	0.257193	0.173197	0.193271	0.138962	0.154864	0.223317	0.0696348	0.137337	0.204823	0.129656	0.172035	0.196077	0.173687	0.00405665	0.182039	0.0167278	0.642732	0.87606	1.07093	1.41028	0.0903072	0.055093	0.0302405	0.102077	0.0219007	0.0160747	0.000997103	0.00154777	0.0390536	0.0101483	0.073206	0.0592786	0.039919	0.0445457	0.0320284	0.0356935	0.0514708	0.0160496	0.0316539	0.0472081	0.0298835	0.0396512	0.0451924	0.0400319	0.00093499	0.041957	0.00385548	4.338714
1350	-1001.225	-1030.466	29.24158	0.3729451	2.68136	0.687534	0.194344	0.257386	0.370878	0.0236218	0.280912	0.00153137	0.00325238	0.251869	0.0669802	0.240066	0.0964991	0.145424	0.260587	0.187108	0.038799	0.145344	0.118984	0.0591374	0.263194	0.196	0.178437	0.231142	0.446073	0.00427648	0.350619	0.0674264	0.363003	0.712206	1.08042	1.84437	0.133052	0.0376094	0.0498094	0.0717724	0.00457128	0.054362	0.00029635	0.000629401	0.0487417	0.012962	0.0464575	0.0186745	0.0281425	0.0504287	0.0362091	0.00750839	0.0281269	0.0230258	0.0114443	0.0509333	0.03793	0.034531	0.0447306	0.086324	0.000827585	0.0678518	0.0130484	5.167424
1360	-997.6789	-1027.516	29.83673	0.3883506	2.574993	0.457245	0.203314	0.163997	0.267609	0.0223784	0.157542	0.00311105	0.000528492	0.205358	0.10641	0.329368	0.252545	0.183443	0.166036	0.119218	0.0408555	0.270766	0.0599374	0.164564	0.12808	0.124884	0.0180538	0.131748	0.418079	0.0662892	0.223402	0.272111	0.353453	0.704903	1.07943	1.86221	0.100342	0.044617	0.0359889	0.0587265	0.0049109	0.0345724	0.000682717	0.000115977	0.0450654	0.0233516	0.0722794	0.0554205	0.0402564	0.0364365	0.0261623	0.00896569	0.0594192	0.0131532	0.0361134	0.028107	0.0274057	0.00396189	0.028912	0.0917469	0.0145471	0.0490252	0.0597143	4.556875
1370	-1006.721	-1036.19	29.46945	0.1749367	5.716352	0.360048	0.27046	0.148636	0.474854	0.047049	0.207808	0.00418235	0.00106012	0.425135	0.172746	0.357472	0.22327	0.0362172	0.167211	0.0812684	0.174601	0.357156	0.120876	0.20731	0.155041	0.0704076	0.0925126	0.120728	0.340362	0.0467754	0.280818	0.193566	0.529359	0.819325	1.08188	1.56943	0.0700813	0.0526435	0.0289311	0.0924277	0.00915784	0.0404486	0.000814071	0.000206347	0.0827503	0.0336241	0.0695799	0.0434582	0.00704949	0.0325467	0.0158185	0.0339851	0.0695185	0.0235279	0.0403518	0.030178	0.0137045	0.0180071	0.023499	0.0662496	0.00910457	0.0546597	0.0376765	5.137569
1380	-997.9734	-1028.637	30.6633	0.202092	4.948241	0.249833	0.219173	0.19958	0.265655	0.0585007	0.168402	0.0101688	0.0065553	0.148965	0.0545151	0.282407	0.129798	0.0338168	0.135503	0.143957	0.123698	0.28943	0.0572458	0.125112	0.176674	0.172352	0.0965868	0.126355	0.255194	0.0725974	0.194535	0.119953	0.499914	0.80271	1.08339	1.61399	0.0637887	0.0559606	0.0509579	0.0678287	0.0149368	0.0429973	0.00259637	0.00167374	0.0380345	0.0139191	0.0721058	0.0331407	0.00863432	0.0345975	0.036756	0.0315834	0.0738989	0.0146163	0.0319444	0.0451094	0.0440059	0.0246611	0.0322618	0.0651577	0.018536	0.0496698	0.030627	3.916561
1390	-997.1001	-1026.533	29.43339	0.0103934	96.21494	0.339589	0.273255	0.248827	0.546071	0.152746	0.176088	0.0623639	0.0195755	0.316423	0.133276	0.519326	0.355974	0.191999	0.171155	0.101458	0.154221	0.103559	0.149313	0.0744385	0.217451	0.203677	0.0118558	0.0212523	0.386242	0.0438706	0.31086	0.0533047	0.873551	0.963998	1.03007	1.13239	0.0636153	0.0511889	0.0466127	0.102296	0.0286139	0.0329865	0.0116826	0.00366708	0.0592756	0.0249665	0.0972854	0.0666847	0.0359673	0.0320624	0.0190061	0.0288903	0.0193998	0.0279707	0.0139446	0.0407351	0.0381548	0.00222094	0.0039812	0.0723547	0.00821828	0.0582335	0.00998558	5.338171
1400	-987.557	-1017.543	29.98635	0.01171148	85.3863	0.53559	0.13573	0.203959	0.350302	0.0979859	0.157817	0.139806	0.00366729	0.257123	0.070084	0.284142	0.299359	0.180689	0.271923	0.164723	0.0569436	0.25796	0.0461013	0.0374727	0.138912	0.130658	0.104366	0.0989121	0.310122	0.00696538	0.355206	0.0873757	0.865989	0.961598	1.03171	1.1407	0.111957	0.0283722	0.0426345	0.0732253	0.0204825	0.0329892	0.0292243	0.000766592	0.0537477	0.01465	0.0593956	0.0625764	0.0377703	0.0568414	0.0344328	0.0119032	0.0539227	0.00963677	0.0078331	0.0290374	0.027312	0.0218161	0.0206761	0.0648262	0.00145601	0.0742504	0.0182646	4.783893
1410	-999.1957	-1028.793	29.59742	0.2387434	4.188598	0.544756	0.140238	0.0826665	0.399276	0.0617178	0.148095	0.0460856	0.0418855	0.285009	0.153306	0.622658	0.368617	0.205055	0.121815	0.0877805	0.0356805	0.285936	0.0233521	0.00968789	0.0893834	0.229101	0.0647658	0.060288	0.292047	0.00108804	0.42954	0.115965	0.464432	0.781488	1.08433	1.66975	0.110145	0.0283549	0.0167145	0.0807304	0.0124789	0.0299436	0.00931814	0.00846891	0.0576265	0.0309973	0.125896	0.0745314	0.0414604	0.02463	0.0177485	0.00721432	0.0578141	0.00472162	0.00195881	0.0180726	0.0463224	0.0130951	0.0121898	0.0590496	0.000219993	0.0868495	0.0234472	4.945794
1420	-994.626	-1023.878	29.2525	0.2639102	3.789167	0.610428	0.262515	0.18751	0.263138	0.178745	0.192122	0.222674	0.0469349	0.34072	0.171788	0.442881	0.245477	0.226066	0.228623	0.306649	0.177888	0.210063	0.0268799	0.0130614	0.100159	0.131028	0.113333	0.0644156	0.141969	0.00429277	0.226243	0.129945	0.442391	0.767588	1.08437	1.70565	0.115929	0.0498553	0.0356108	0.0499735	0.0339461	0.0364867	0.0422888	0.00891359	0.0647075	0.0326249	0.0841092	0.0466195	0.042933	0.0434187	0.0582368	0.0337834	0.0398938	0.00510486	0.00248055	0.0190215	0.024884	0.0215235	0.0122334	0.0269619	0.000815256	0.0429666	0.0246784	5.265548
1430	-987.916	-1018.618	30.70224	0.2025835	4.936235	0.462074	0.173237	0.137759	0.189573	0.0881403	0.141148	0.111024	0.0307489	0.364055	0.17075	0.211315	0.137833	0.140826	0.167964	0.040222	0.0576287	0.154328	0.046863	0.0297731	0.0788645	0.105167	0.0192617	0.335647	0.104019	0.00467296	0.245923	0.128312	0.499408	0.802416	1.08341	1.61476	0.119179	0.0446817	0.0355313	0.0488952	0.0227334	0.0364052	0.0286356	0.00793084	0.0938979	0.0440404	0.0545029	0.0355504	0.0363223	0.0433217	0.0103742	0.0148638	0.0398047	0.012087	0.00767917	0.0203409	0.0271249	0.00496804	0.0865711	0.0268288	0.00120526	0.0634292	0.0330946	3.877131
1440	-988.805	-1018.826	30.02147	0.07899932	12.65834	0.63774	0.137425	0.217689	0.231213	0.104348	0.220452	0.183741	0.0446942	0.323948	0.207065	0.200485	0.36896	0.140189	0.234378	0.120403	0.0532099	0.117314	0.0951961	0.0598583	0.101851	0.0652162	0.0224247	0.334129	0.0755943	0.0114185	0.244811	0.127732	0.668737	0.887652	1.06743	1.37618	0.136226	0.029355	0.0465	0.0493888	0.0222895	0.0470903	0.0392485	0.00954702	0.0691976	0.0442305	0.0428252	0.0788125	0.0299455	0.0500648	0.025719	0.011366	0.0250591	0.0203346	0.0127862	0.0217561	0.0139307	0.00479008	0.0713725	0.0161475	0.00243908	0.0522935	0.0272845	4.681485
1450	-986.9185	-1016.432	29.51345	0.1208116	8.277349	0.847153	0.353994	0.117721	0.449164	0.0764388	0.242937	0.119958	0.0195039	0.283804	0.294217	0.564028	0.0675083	0.317125	0.16052	0.179557	0.054316	0.119752	0.0451267	0.053443	0.103968	0.0808209	0.105373	0.156871	0.118299	0.0385201	0.126341	0.0512342	0.599123	0.855491	1.07602	1.46937	0.164569	0.0687675	0.0228686	0.0872555	0.0148491	0.0471933	0.0233033	0.00378886	0.0551322	0.0571551	0.109569	0.0131143	0.0616053	0.0311829	0.0348811	0.0105515	0.0232633	0.0087664	0.0103819	0.020197	0.0157004	0.0204699	0.0304741	0.0229809	0.00748299	0.0245432	0.00995285	5.147693
1460	-988.7647	-1017.95	29.18577	0.1138779	8.781335	0.73201	0.164542	0.112833	0.405478	0.154948	0.32262	0.132525	0.0301855	0.313535	0.0494431	0.259521	0.225588	0.451813	0.246337	0.117939	0.0886051	0.346692	0.12661	0.0536024	0.0956785	0.131181	0.0120716	0.256587	0.300317	0.0279367	0.249676	0.0740288	0.609474	0.860507	1.0749	1.45512	0.133522	0.0300134	0.0205813	0.0739611	0.0282633	0.0588475	0.0241732	0.00550599	0.0571904	0.00901866	0.047338	0.0411484	0.082413	0.0449332	0.0215126	0.016162	0.0632383	0.0230943	0.00977734	0.0174522	0.0239282	0.00220192	0.0468028	0.0547793	0.0050958	0.0455421	0.0135032	5.482305
1470	-986.75	-1017.055	30.30473	0.1285485	7.779166	0.49593	0.21533	0.0241397	0.274707	0.104976	0.234991	0.179003	0.0785281	0.35668	0.0352801	0.238455	0.161022	0.295367	0.0646474	0.112175	0.0821731	0.205858	0.149446	0.0750565	0.0435182	0.0888742	0.0241122	0.173836	0.122916	0.0258284	0.247505	0.238319	0.588017	0.850014	1.07715	1.48482	0.114042	0.0495163	0.00555105	0.0631704	0.0241398	0.0540374	0.0411626	0.0180579	0.0820204	0.00811284	0.054834	0.0370277	0.0679211	0.014866	0.0257953	0.0188961	0.0473381	0.0343659	0.0172596	0.0100072	0.0204371	0.00554473	0.0399744	0.0282652	0.00593937	0.0569151	0.0548026	4.348674
1480	-990.0569	-1019.925	29.86797	0.02573753	38.85376	0.559621	0.173704	0.0768784	0.310842	0.0962045	0.144509	0.202548	0.127529	0.290612	0.382577	0.408984	0.196393	0.224916	0.133877	0.122924	0.0984052	0.100009	0.0655243	0.176512	0.185028	0.0605718	0.0165983	0.0541702	0.0883673	0.0260636	0.248279	0.316596	0.804082	0.940824	1.04449	1.2106	0.114483	0.035535	0.0157272	0.0635897	0.0196808	0.0295625	0.0414358	0.0260889	0.0594511	0.0782647	0.0836669	0.0401766	0.0460116	0.0273876	0.0251468	0.020131	0.0204592	0.0134045	0.0361095	0.0378516	0.0123913	0.00339556	0.0110817	0.0180775	0.0053319	0.0507911	0.0647669	4.888245
1490	-983.269	-1013.673	30.40437	0.03739515	26.74143	0.495356	0.110918	0.0627649	0.275146	0.0851567	0.189993	0.179288	0.0531454	0.284952	0.144576	0.362018	0.105961	0.31871	0.118503	0.0545048	0.0755714	0.0885247	0.104384	0.200459	0.134521	0.0369322	0.105615	0.127212	0.26788	0.0388808	0.219768	0.0994482	0.766014	0.927	1.05168	1.25531	0.114132	0.025556	0.0144613	0.0633949	0.0196205	0.0437753	0.0413089	0.0122449	0.0656542	0.033311	0.0834106	0.0244138	0.0734324	0.0273037	0.0125582	0.017412	0.0203965	0.0240506	0.0461868	0.0309943	0.00850936	0.0243342	0.0293102	0.0617208	0.00895833	0.0506355	0.0229133	4.34019
1500	-981.7672	-1012.248	30.48065	0.00250393	399.3722	0.454664	0.0631425	0.176248	0.358317	0.0856546	0.228442	0.0658495	0.0442516	0.24415	0.0418253	0.347207	0.0593564	0.18119	0.204682	0.147011	0.0997978	0.0492357	0.114454	0.192258	0.108631	0.0342459	0.115786	0.155157	0.143096	0.049986	0.426516	0.107644	0.93713	0.983046	1.01552	1.0643	0.105765	0.0146884	0.0409995	0.0833529	0.0199252	0.0531408	0.0153181	0.0102939	0.0567949	0.00972953	0.0807684	0.0138077	0.0421491	0.0476138	0.0341982	0.0232153	0.0114534	0.0266246	0.0447237	0.0252701	0.00796639	0.0269344	0.0360931	0.0332874	0.0116279	0.0992174	0.0250405	4.298798
1510	-980.8656	-1011.226	30.3601	0.01999223	50.01943	0.734049	0.17772	0.0808432	0.328344	0.114665	0.174623	0.233971	0.0451552	0.302233	0.0805137	0.217367	0.111586	0.175933	0.0605337	0.136478	0.0612934	0.183116	0.0567749	0.176176	0.0502138	0.0804629	0.0790898	0.160239	0.131126	0.0514374	0.299278	0.0986396	0.826432	0.948562	1.04003	1.18498	0.166759	0.0403739	0.0183657	0.0745921	0.0260491	0.0396702	0.0531527	0.0102582	0.0686603	0.0182908	0.0493807	0.0253497	0.0399679	0.0137519	0.0310046	0.0139244	0.0415998	0.0128979	0.040023	0.0114074	0.0182793	0.0179674	0.0364025	0.0297888	0.0116854	0.0679889	0.0224086	4.401861
1520	-988.8548	-1018.943	30.08778	0.02124038	47.08013	0.711633	0.127708	0.0844237	0.497625	0.0571016	0.167171	0.197975	0.0220315	0.194075	0.116456	0.34343	0.0509956	0.245999	0.0424355	0.140456	0.0921847	0.189176	0.090109	0.370721	0.0833182	0.0462469	0.100294	0.0747635	0.198916	0.0471742	0.290139	0.0903803	0.821306	0.946811	1.04107	1.19082	0.152288	0.0273293	0.0180665	0.106491	0.0122196	0.0357743	0.0423662	0.00471469	0.0415316	0.0249213	0.0734934	0.010913	0.0526433	0.00908113	0.0300574	0.0197274	0.0404834	0.0192832	0.0793337	0.0178299	0.00989675	0.0214626	0.0159992	0.0425677	0.0100952	0.0620891	0.0193412	4.672938
1530	-981.0879	-1011.273	30.18509	0.08545523	11.70203	0.631535	0.249255	0.107557	0.265631	0.0631601	0.242529	0.214537	0.0175154	0.192589	0.136387	0.273032	0.106905	0.154433	0.171678	0.0960309	0.040607	0.150398	0.184409	0.294729	0.0247483	0.137426	0.0270205	0.135515	0.211993	0.0553404	0.19982	0.126628	0.656692	0.882343	1.06909	1.39187	0.139986	0.0552499	0.0238412	0.0588799	0.0140001	0.0537589	0.0475543	0.00388246	0.0426892	0.0302315	0.0605204	0.0236966	0.0342317	0.0380542	0.0212862	0.00900096	0.0333373	0.0408761	0.0653298	0.00548571	0.0304619	0.00598937	0.0300383	0.0469905	0.0122668	0.0442922	0.0280683	4.51141
1540	-986.6396	-1017.48	30.84061	0.101098	9.891395	0.611873	0.216897	0.138598	0.257355	0.0549607	0.174055	0.137131	0.00748791	0.167587	0.0647867	0.290316	0.0509081	0.129301	0.168484	0.113131	0.0535459	0.0788195	0.160469	0.230843	0.0758066	0.045494	0.0287216	0.117923	0.149625	0.0578848	0.155248	0.102991	0.629664	0.870049	1.07256	1.42773	0.159332	0.05648	0.0360909	0.0670153	0.0143118	0.0453241	0.035709	0.00194985	0.0436397	0.0168705	0.0755983	0.0132565	0.03367	0.0438733	0.0294593	0.0139434	0.0205246	0.0417862	0.0601115	0.0197401	0.0118466	0.0074791	0.0307071	0.0389625	0.0150732	0.0404266	0.0268189	3.840243
1550	-985.1198	-1015.464	30.34386	0.01742552	57.38709	0.730403	0.123983	0.151717	0.192431	0.0601633	0.180656	0.0873552	0.0163754	0.265934	0.126883	0.169594	0.27013	0.226355	0.18615	0.0871626	0.0121088	0.138703	0.175659	0.159602	0.208804	0.092349	0.0224395	0.135801	0.135437	0.0867178	0.265015	0.11274	0.83755	0.952309	1.03774	1.1724	0.165225	0.0280461	0.03432	0.0435298	0.0136095	0.0408662	0.0197606	0.00370429	0.0601569	0.0287021	0.038364	0.0611061	0.0512037	0.042109	0.0197171	0.00273914	0.0313761	0.0397359	0.0361037	0.0472335	0.0208903	0.00507605	0.0307195	0.0306372	0.0196165	0.0599491	0.025503	4.420667
1560	-981.2665	-1011.379	30.11217	0.08219882	12.16563	0.783749	0.138427	0.0625841	0.395479	0.0748126	0.16293	0.154507	0.0369664	0.288296	0.0853482	0.268166	0.150265	0.18962	0.160071	0.0858637	0.0912014	0.198254	0.0426101	0.163715	0.220306	0.0473953	0.0224943	0.157924	0.185645	0.0387566	0.216108	0.166085	0.662696	0.885002	1.06827	1.38403	0.170841	0.0301743	0.0136421	0.0862064	0.0163076	0.0355154	0.0336795	0.00805793	0.0628427	0.0186042	0.0584548	0.0327548	0.0413334	0.0348922	0.0187166	0.0198801	0.0432155	0.00928814	0.0356866	0.0480222	0.0103312	0.0049033	0.0344243	0.0404669	0.00844815	0.0471072	0.0362032	4.587581
1570	-986.8909	-1016.175	29.28419	0.03693057	27.07784	1.03018	0.112478	0.0503993	0.313615	0.0707111	0.311594	0.129753	0.0455107	0.295478	0.103591	0.255713	0.0840988	0.277872	0.149864	0.125925	0.155047	0.302054	0.0582971	0.105828	0.0644899	0.0354763	0.0281113	0.293514	0.350174	0.00879119	0.515529	0.186734	0.767392	0.927515	1.05143	1.25366	0.188649	0.0205972	0.00922923	0.05743	0.0129488	0.0570599	0.0237607	0.00833404	0.0541086	0.0189699	0.0468267	0.0154004	0.0508846	0.0274435	0.0230596	0.0283926	0.0553128	0.0106755	0.0193794	0.0118096	0.00649651	0.00514781	0.0537489	0.0641247	0.00160986	0.0944049	0.0341952	5.460829
1580	-992.4059	-1022.9	30.49441	0.1728588	5.78507	0.632631	0.114145	0.0172489	0.401253	0.044974	0.276334	0.140939	0.0124447	0.173686	0.0683727	0.369094	0.0745822	0.163731	0.132906	0.18462	0.0956356	0.127918	0.0288631	0.129826	0.0141139	0.0725487	0.0374823	0.176415	0.362424	0.00888678	0.178554	0.0750526	0.531742	0.820632	1.08173	1.56589	0.15375	0.0277409	0.00419204	0.0975175	0.0109301	0.0671582	0.0342527	0.00302446	0.0422112	0.0166168	0.0897018	0.0181259	0.0397918	0.0323003	0.0448685	0.0232425	0.0310883	0.00701467	0.0315519	0.00343013	0.0176317	0.00910941	0.0428744	0.0880806	0.00215977	0.0433943	0.0182402	4.11468
1590	-984.5035	-1014.014	29.51052	0.1579045	6.332943	0.779146	0.158846	0.129651	0.226984	0.102364	0.212733	0.135004	0.0234571	0.257065	0.14487	0.454575	0.163547	0.182355	0.184782	0.0944134	0.0153518	0.0527883	0.109136	0.161701	0.164127	0.184338	0.0434595	0.190848	0.349347	0.0767839	0.358605	0.157249	0.549508	0.830213	1.0805	1.53978	0.15237	0.0310639	0.0253544	0.0443889	0.0200184	0.0416021	0.0264014	0.00458726	0.0502716	0.0283307	0.0888966	0.0319833	0.0356612	0.0361358	0.0184635	0.0030022	0.0103233	0.0213426	0.0316223	0.0320966	0.0360491	0.00849893	0.0373221	0.0683183	0.0150158	0.0701286	0.0307515	5.113528
1600	-985.7396	-1015.354	29.61428	0.1140014	8.771822	0.46269	0.278147	0.153404	0.290485	0.0395023	0.255334	0.204242	0.0557723	0.330737	0.0850639	0.414766	0.131863	0.196879	0.0814902	0.29787	0.061196	0.0964584	0.176991	0.196716	0.0146949	0.0732956	0.11586	0.206048	0.377172	0.0103514	0.276866	0.169773	0.609287	0.860417	1.07492	1.45538	0.0915552	0.0550387	0.0303549	0.0574801	0.00781656	0.0505245	0.0404146	0.011036	0.065445	0.0168321	0.0820722	0.0260926	0.0389576	0.016125	0.0589414	0.0121092	0.0190868	0.0350223	0.0389253	0.00290778	0.0145034	0.022926	0.040772	0.0746334	0.00204829	0.0547851	0.0335941	5.053668
1610	-991.9944	-1021.732	29.73791	0.07741885	12.91675	0.498427	0.201786	0.152146	0.284736	0.120425	0.204238	0.159221	0.0932727	0.354533	0.1415	0.373664	0.274071	0.378385	0.116037	0.291975	0.13221	0.137335	0.119851	0.0904879	0.0125634	0.130092	0.060533	0.124071	0.114434	0.000615575	0.167764	0.23225	0.671777	0.888976	1.067	1.37225	0.100355	0.0406283	0.0306337	0.0573299	0.0242468	0.0411221	0.0320583	0.0187799	0.0713832	0.0284902	0.0752351	0.0551826	0.0761855	0.0233634	0.0587874	0.0266196	0.0276515	0.0241314	0.0182192	0.00252957	0.0261932	0.012188	0.024981	0.0230405	0.000123942	0.0337783	0.0467621	4.966625
1620	-983.9561	-1013.681	29.7254	0.05979455	16.72393	0.774666	0.187846	0.109747	0.303259	0.0513248	0.206276	0.241624	0.00904331	0.317631	0.124366	0.301422	0.159964	0.232666	0.108021	0.281933	0.207784	0.100156	0.0546778	0.0943523	0.136124	0.158088	0.206873	0.260979	0.0893064	0.000598153	0.174413	0.103616	0.708536	0.904486	1.06147	1.32551	0.155034	0.0375936	0.0219637	0.0606911	0.0102716	0.0412819	0.0483562	0.00180984	0.0635675	0.0248894	0.0603235	0.0320136	0.0465634	0.0216182	0.0564233	0.0415838	0.0200441	0.0109427	0.0188827	0.0272424	0.0316382	0.0414014	0.0522297	0.0178729	0.000119708	0.0349053	0.0207366	4.996757
1630	-983.4243	-1012.841	29.41661	0.1516854	6.592592	0.707437	0.316756	0.136336	0.544612	0.0672756	0.183316	0.179019	0.000401642	0.306347	0.0735419	0.31677	0.142159	0.246791	0.227505	0.250553	0.191012	0.190236	0.0514012	0.000745206	0.120972	0.134565	0.205842	0.120484	0.113725	0.000309604	0.222431	0.163119	0.557236	0.834291	1.0799	1.52857	0.135689	0.0607549	0.0261498	0.104459	0.0129037	0.0351607	0.0343366	7.70365e-05	0.0587585	0.0141056	0.0607577	0.0272667	0.0473354	0.0436364	0.0480569	0.0366369	0.036488	0.00985895	0.000142933	0.0232029	0.0258101	0.0394813	0.0231092	0.0218129	5.93832e-05	0.0426631	0.0312868	5.213662
1640	-985.8128	-1015.191	29.37851	0.2399467	4.167593	0.539564	0.43092	0.215602	0.405843	0.0804499	0.247205	0.121798	0.0030298	0.191122	0.0314781	0.454655	0.181607	0.274039	0.255844	0.106396	0.0898502	0.414904	0.0180378	0.0785142	0.103564	0.0779377	0.209581	0.142767	0.113631	0.000138375	0.3015	0.0735205	0.463338	0.780812	1.08434	1.67151	0.104496	0.0834549	0.0417551	0.0785985	0.0155805	0.0478754	0.0235883	0.000586773	0.0370141	0.00609628	0.0880518	0.0351714	0.0530723	0.0495485	0.0206053	0.017401	0.0803533	0.00349334	0.0152056	0.0200569	0.015094	0.0405889	0.0276493	0.0220066	2.67987e-05	0.0583907	0.0142385	5.1635
1650	-993.0044	-1022.61	29.60514	0.03004068	33.2882	0.589037	0.262569	0.265421	0.300141	0.0861098	0.269871	0.172557	0.0525619	0.435495	0.045913	0.450164	0.165405	0.299166	0.279302	0.176127	0.0460561	0.0336429	0.002612	0.0461157	0.073737	0.0850839	0.328819	0.0910658	0.12405	0.000188424	0.342349	0.123211	0.789091	0.935479	1.04738	1.22805	0.114448	0.0510163	0.0515703	0.0583164	0.0167308	0.052435	0.0335273	0.0102126	0.0846152	0.00892073	0.0874653	0.0321377	0.0581268	0.0542675	0.0342209	0.00894854	0.0065367	0.000507502	0.00896013	0.0143268	0.0165315	0.0638885	0.0176938	0.0241025	3.66102e-05	0.0665172	0.0239395	5.146772
