Iteration	Posterior	Likelihood	Prior	tree_length
4270	-1315.342	-1447.118	131.7763	1.848973
4280	-1319.257	-1451.113	131.856	1.769252
4290	-1324.609	-1456.404	131.7945	1.830815
4300	-1317.573	-1449.39	131.8165	1.808734
4310	-1329.531	-1461.073	131.5422	2.083123
4320	-1315.438	-1447.416	131.9784	1.646852
4330	-1316.478	-1448.457	131.9784	1.646852
4340	-1323.798	-1455.483	131.6854	1.939864
4350	-1321.162	-1453.12	131.9582	1.667042
4360	-1323.898	-1455.814	131.9164	1.708888
4370	-1332.694	-1464.66	131.9657	1.659586
4380	-1322.773	-1454.402	131.6287	1.996622
4390	-1315.065	-1446.972	131.9068	1.718513
4400	-1321.145	-1453.406	132.261	1.364314
4410	-1316.791	-1448.429	131.6379	1.987378
4420	-1327.928	-1460.037	132.1085	1.516748
4430	-1316.191	-1448.013	131.8217	1.803605
4440	-1324.749	-1456.595	131.8461	1.779163
4450	-1319.526	-1451.325	131.7995	1.825749
4460	-1324.023	-1455.889	131.8662	1.759064
4470	-1317.784	-1449.687	131.9034	1.721875
4480	-1319.51	-1451.362	131.8522	1.773082
4490	-1318.761	-1450.623	131.8624	1.762859
4500	-1320.947	-1452.42	131.4732	2.152059
4510	-1323.792	-1455.543	131.7504	1.874866
4520	-1321.547	-1453.376	131.8291	1.79617
4530	-1315.371	-1447.084	131.7136	1.911711
4540	-1316.611	-1448.453	131.8417	1.783582
4550	-1323.113	-1454.958	131.8448	1.780497
4560	-1328.416	-1460.471	132.0551	1.570153
4570	-1322.302	-1453.984	131.6816	1.943659
4580	-1324.485	-1456.568	132.0825	1.542783
4590	-1338.392	-1470.171	131.7788	1.846496
4600	-1332.529	-1464.383	131.8537	1.77157
4610	-1326.281	-1457.814	131.533	2.092289
4620	-1333.495	-1465.352	131.8568	1.76845
4630	-1327.116	-1458.796	131.6798	1.945441
4640	-1339.445	-1471.391	131.9461	1.679166
4650	-1326.32	-1458.119	131.7985	1.826753
4660	-1319.564	-1451.275	131.7115	1.913747
4670	-1318.187	-1450.08	131.8924	1.732885
4680	-1318.779	-1450.653	131.8737	1.751602
4690	-1311.945	-1443.892	131.9467	1.678581
4700	-1317.735	-1449.702	131.9673	1.657938
4710	-1333.182	-1465.064	131.8823	1.742959
4720	-1321.14	-1453.052	131.9124	1.71285
4730	-1328.064	-1459.836	131.7715	1.853828
4740	-1331.748	-1463.707	131.959	1.666307
4750	-1324.075	-1455.659	131.5842	2.041065
4760	-1323.41	-1455.325	131.9148	1.71051
4770	-1315.437	-1447.168	131.7306	1.89465
4780	-1312.242	-1444.061	131.819	1.806305
4790	-1315.22	-1447.189	131.9684	1.656873
4800	-1333.993	-1465.877	131.8839	1.741365
4810	-1330.512	-1462.117	131.6052	2.020119
4820	-1322.658	-1454.374	131.7157	1.909607
4830	-1323.15	-1454.916	131.7661	1.859182
4840	-1336.164	-1467.947	131.7825	1.842821
4850	-1321.711	-1453.631	131.9195	1.705777
