Iteration	Replicate_ID	Posterior	Likelihood	Prior	tree_length
452	0	-709.2695	-737.9894	28.71988	6.062078
453	1	-709.8709	-737.4584	27.58745	7.194499
454	0	-709.8844	-738.5757	28.69124	6.090712
455	1	-707.9004	-737.1863	29.28586	5.496088
456	0	-706.4715	-735.4012	28.92968	5.852273
457	1	-708.8749	-737.5011	28.62617	6.155786
458	0	-706.5361	-735.3374	28.80136	5.980593
459	1	-709.4964	-738.0233	28.52685	6.255098
460	0	-708.1354	-736.1948	28.05936	6.72259
461	1	-712.0146	-740.4659	28.45125	6.330702
462	0	-712.3102	-740.9031	28.59296	6.188993
463	1	-708.4342	-736.6257	28.19145	6.590505
464	0	-711.2905	-739.5943	28.30382	6.47813
465	1	-705.1702	-734.3796	29.20934	5.57261
466	0	-718.4247	-747.2176	28.79296	5.988995
467	1	-706.1731	-735.0974	28.92432	5.857633
468	0	-707.0255	-736.2375	29.212	5.569952
469	1	-712.6054	-741.0387	28.4333	6.34865
470	0	-702.5781	-731.5423	28.9642	5.817749
471	1	-703.7276	-732.446	28.71839	6.063565
472	0	-704.2098	-733.3648	29.15498	5.62697
473	1	-703.5202	-731.7795	28.25922	6.522734
474	0	-704.2441	-732.6378	28.39365	6.388298
475	1	-711.4909	-739.018	27.52709	7.254859
476	0	-702.2116	-731.1847	28.97313	5.80882
477	1	-702.1659	-730.4354	28.26945	6.512498
478	0	-704.8334	-733.684	28.85059	5.931367
479	1	-706.2706	-735.2571	28.9865	5.795458
480	0	-704.662	-732.7831	28.12115	6.660807
481	1	-708.7567	-737.7728	29.01605	5.765903
482	0	-706.5107	-735.1844	28.67366	6.108289
483	1	-704.7912	-733.8596	29.06836	5.713592
484	0	-709.9266	-738.899	28.97239	5.809568
485	1	-708.505	-736.2395	27.73448	7.047476
486	0	-706.9511	-735.1606	28.20956	6.572391
487	1	-708.3557	-736.4456	28.08989	6.692066
488	0	-703.0817	-731.1552	28.0735	6.708451
489	1	-713.9504	-742.8719	28.92156	5.860389
490	0	-702.6054	-730.5944	27.98897	6.792979
491	1	-704.5265	-733.792	29.26559	5.516361
492	0	-697.8912	-726.4296	28.53836	6.243592
493	1	-702.632	-731.2711	28.63907	6.142879
494	0	-706.7579	-735.1696	28.41175	6.370205
495	1	-706.4126	-733.566	27.15333	7.628623
496	0	-709.0076	-737.5429	28.53536	6.246591
497	1	-715.4738	-742.6054	27.13168	7.65027
498	0	-704.1823	-732.5968	28.41451	6.36744
499	1	-714.4869	-741.8457	27.35878	7.423174
500	0	-705.9429	-735.4676	29.52465	5.257306
501	1	-716.9569	-746.0565	29.09965	5.682301
502	0	-709.4353	-738.7731	29.33777	5.444186
503	1	-718.8706	-747.3414	28.47078	6.311177
504	0	-703.6938	-732.0182	28.3244	6.457555
505	1	-703.1664	-731.6371	28.47078	6.311177
506	0	-705.802	-734.7312	28.92916	5.852798
507	1	-713.9895	-742.2847	28.29514	6.486816
508	0	-717.0047	-745.429	28.42425	6.357705
509	1	-712.0489	-740.3441	28.29514	6.486816
510	0	-711.8901	-740.321	28.43097	6.350979
511	1	-720.4055	-746.9814	26.57583	8.206127
512	0	-708.7198	-737.7315	29.01179	5.770159
513	1	-707.2631	-735.1147	27.8516	6.93035
514	0	-718.2696	-746.4588	28.18912	6.592834
515	1	-706.1617	-735.169	29.0073	5.774655
516	0	-706.9377	-735.9307	28.99301	5.788943
517	1	-702.7794	-731.906	29.12662	5.655332
518	0	-707.3442	-735.5899	28.24561	6.536341
519	1	-715.9494	-744.2614	28.31204	6.469916
520	0	-702.293	-730.8504	28.55743	6.224523
521	1	-716.765	-744.9102	28.14529	6.636663
522	0	-701.1157	-728.9081	27.79241	6.989542
523	1	-709.141	-737.055	27.91405	6.867901
524	0	-702.5737	-731.178	28.60431	6.177643
525	1	-705.9747	-734.4824	28.50764	6.274314
526	0	-711.3389	-739.4878	28.14894	6.633017
527	1	-702.0515	-730.0335	27.98197	6.799986
528	0	-713.4124	-742.3081	28.89563	5.886321
529	1	-703.8231	-732.8773	29.05421	5.727747
530	0	-706.6658	-736.0764	29.41068	5.371276
531	1	-708.0734	-734.9222	26.84876	7.933192
532	0	-705.4116	-734.5442	29.13256	5.649388
533	1	-709.3431	-737.2778	27.93472	6.847228
534	0	-710.8099	-738.8537	28.04385	6.738105
535	1	-704.0421	-732.7139	28.67178	6.110175
