Iteration	Posterior	Likelihood	Prior	tree_length
3220	-712.7728	-741.7878	29.015	5.766954
3230	-709.7175	-739.0432	29.32565	5.456305
3240	-706.4876	-734.6195	28.13197	6.649978
3250	-709.4374	-737.5694	28.13197	6.649978
3260	-709.8257	-738.39	28.56434	6.217617
3270	-707.3462	-735.234	27.8878	6.894151
3280	-710.8095	-738.9845	28.17503	6.606924
3290	-709.3662	-737.6303	28.26416	6.51779
3300	-707.7098	-735.9809	28.27116	6.51079
3310	-722.3743	-751.4369	29.06264	5.719315
3320	-712.2527	-741.4987	29.24599	5.535968
3330	-706.7375	-735.6336	28.89607	5.885879
3340	-710.4555	-738.7307	28.27519	6.506764
3350	-706.4609	-735.1222	28.66128	6.12067
3360	-710.415	-738.7059	28.29084	6.491113
3370	-705.5687	-734.7978	29.22915	5.552808
3380	-705.3249	-733.1003	27.77543	7.006519
3390	-700.2576	-728.9036	28.64601	6.135941
3400	-707.0836	-735.8654	28.78176	6.000192
3410	-701.3785	-729.9434	28.56496	6.216996
3420	-704.6001	-734.0993	29.49917	5.282778
3430	-703.7734	-732.1277	28.35429	6.427662
3440	-705.4866	-733.9023	28.41566	6.366292
3450	-704.1104	-732.5793	28.46892	6.313028
3460	-713.3803	-742.0173	28.63701	6.144946
3470	-714.3691	-742.3148	27.94577	6.836184
3480	-708.8274	-737.6703	28.84286	5.939095
3490	-705.06	-733.8271	28.76709	6.014866
3500	-707.766	-735.5152	27.74925	7.032706
3510	-707.7783	-735.3521	27.57381	7.208139
3520	-711.0033	-739.2119	28.20864	6.573316
3530	-708.4606	-737.1356	28.67495	6.106999
3540	-704.2128	-732.6313	28.4185	6.36345
3550	-706.655	-733.8773	27.22228	7.55967
3560	-713.1682	-742.1973	29.02913	5.752823
3570	-711.3755	-737.9093	26.5338	8.248152
3580	-707.3378	-735.544	28.20623	6.575722
3590	-707.2263	-735.0797	27.85342	6.928536
3600	-700.5602	-728.8076	28.24737	6.534585
3610	-705.7817	-733.7605	27.97883	6.803122
3620	-708.2539	-737.1313	28.87739	5.904558
3630	-708.3843	-737.2617	28.87739	5.904558
3640	-704.2337	-732.4514	28.21776	6.564195
3650	-707.7743	-736.837	29.06277	5.719182
3660	-704.4749	-733.2695	28.79462	5.987334
3670	-713.2306	-741.9429	28.71235	6.069604
3680	-713.6836	-741.8589	28.17526	6.60669
3690	-711.1413	-739.9944	28.85314	5.928815
3700	-710.07	-737.6535	27.58348	7.198468
3710	-710.9153	-738.7493	27.83404	6.94791
3720	-714.8511	-743.4037	28.55261	6.229341
3730	-714.5459	-743.5719	29.02604	5.755916
3740	-710.7756	-737.6809	26.90532	7.87663
3750	-709.3849	-738.2513	28.86633	5.91562
3760	-708.6195	-735.7911	27.17159	7.610361
3770	-711.5602	-739.1751	27.61493	7.167021
3780	-705.5693	-735.3352	29.76582	5.016134
3790	-701.2299	-729.8896	28.65971	6.122238
3800	-702.7986	-731.0233	28.22463	6.557322
3810	-702.7781	-731.4833	28.70515	6.076802
3820	-708.8798	-737.1252	28.24542	6.536537
3830	-706.0396	-734.2985	28.25897	6.522983
3840	-710.5836	-739.2644	28.6808	6.101153
3850	-702.8731	-731.4076	28.53456	6.247389
3860	-707.4786	-736.8565	29.3779	5.404054
3870	-707.2681	-735.434	28.16586	6.616094
3880	-710.8882	-738.6573	27.76905	7.0129
3890	-705.863	-734.3428	28.47984	6.302112
3900	-703.564	-731.7965	28.23249	6.549465
