Iteration	Replicate_ID	Posterior	Likelihood	Prior	tree_length
337	1	-918.7496	-1050.706	131.9568	1.66845
338	0	-922.5406	-1054.272	131.7318	1.893525
339	1	-923.6602	-1055.254	131.5937	2.03158
340	0	-924.3715	-1055.718	131.3463	2.279004
341	1	-926.748	-1058.342	131.5937	2.03158
342	0	-930.5811	-1062.296	131.7154	1.909902
343	1	-919.7551	-1051.46	131.7045	1.920807
344	0	-926.5922	-1058.059	131.4669	2.158357
345	1	-926.2586	-1057.918	131.659	1.966258
346	0	-927.7489	-1059.315	131.5658	2.059481
347	1	-937.1336	-1068.726	131.5926	2.0327
348	0	-937.4017	-1068.986	131.5838	2.041443
349	1	-926.2325	-1057.472	131.2393	2.385974
350	0	-939.9531	-1071.32	131.3673	2.257976
351	1	-921.0049	-1052.699	131.6937	1.931567
352	0	-938.5902	-1070.415	131.8243	1.800942
353	1	-921.8709	-1053.153	131.2824	2.342873
354	0	-927.1871	-1058.886	131.6987	1.926582
355	1	-916.8556	-1048.221	131.3658	2.259489
356	0	-925.4109	-1056.695	131.2836	2.341672
357	1	-917.8469	-1049.709	131.8618	1.763525
358	0	-924.3301	-1055.448	131.1179	2.50734
359	1	-918.5477	-1050.266	131.7179	1.9074
360	0	-934.8927	-1066.874	131.9811	1.644176
361	1	-925.5544	-1057.352	131.7981	1.827192
362	0	-931.4833	-1062.951	131.4675	2.15776
363	1	-938.0969	-1069.759	131.6616	1.963639
364	0	-930.6896	-1062.107	131.4169	2.208386
365	1	-929.7999	-1061.594	131.7945	1.830753
366	0	-929.4931	-1061.179	131.6863	1.938972
367	1	-924.9356	-1056.526	131.5906	2.034654
368	0	-934.6416	-1066.092	131.4505	2.174753
369	1	-932.5581	-1064.241	131.6825	1.942735
370	0	-940.6519	-1072.01	131.3586	2.266723
371	1	-920.2516	-1052.263	132.0111	1.614193
372	0	-919.6765	-1051.401	131.725	1.900323
373	1	-917.0218	-1048.892	131.8701	1.755169
374	0	-934.7956	-1066.411	131.6149	2.010336
375	1	-922.7896	-1054.572	131.7825	1.842761
376	0	-934.4256	-1065.977	131.551	2.074286
377	1	-932.427	-1064.055	131.6279	1.99734
378	0	-922.3245	-1054.101	131.7762	1.849124
379	1	-927.0684	-1058.652	131.5833	2.042007
380	0	-928.0413	-1059.751	131.7093	1.915986
381	1	-940.5022	-1072.238	131.736	1.889323
382	0	-928.3047	-1059.817	131.5118	2.113447
383	1	-930.3864	-1061.68	131.2938	2.331503
384	0	-934.4144	-1065.87	131.4555	2.169792
385	1	-919.9603	-1051.719	131.7588	1.866472
386	0	-930.0086	-1061.549	131.5402	2.08504
387	1	-930.4945	-1062.365	131.8706	1.754668
388	0	-922.988	-1054.491	131.503	2.122233
389	1	-925.4902	-1056.954	131.4641	2.161147
390	0	-938.4899	-1070.369	131.879	1.746329
391	1	-926.3604	-1058.123	131.7628	1.862459
392	0	-916.3399	-1048.224	131.8844	1.740896
393	1	-922.6766	-1054.283	131.6066	2.018652
394	0	-934.5712	-1066.187	131.6162	2.009067
395	1	-922.2373	-1053.696	131.4588	2.166455
396	0	-926.1483	-1057.88	131.7313	1.894025
397	1	-929.1065	-1060.746	131.6392	1.986035
398	0	-937.5691	-1068.97	131.4004	2.224856
