Iteration	Posterior	Likelihood	Prior	tree_length
2780	-990.0822	-1019.901	29.8191	4.962848
2790	-986.8609	-1016.965	30.10411	4.677838
2800	-979.999	-1009.92	29.92054	4.86141
2810	-984.9893	-1014.314	29.32447	5.457482
2820	-983.6983	-1013.424	29.72521	5.056741
2830	-985.9364	-1015.812	29.87548	4.906475
2840	-991.1403	-1021.09	29.9496	4.832352
2850	-992.9786	-1022.63	29.65117	5.130779
2860	-981.5153	-1012.041	30.52536	4.256593
2870	-985.5112	-1015.952	30.44079	4.341168
2880	-992.2232	-1022.681	30.45804	4.323909
2890	-994.4738	-1025.586	31.11232	3.669629
2900	-988.5811	-1018.835	30.25363	4.528327
2910	-981.7175	-1011.633	29.91558	4.86637
2920	-992.9601	-1023.431	30.47047	4.311486
2930	-984.1454	-1014.022	29.87626	4.90569
2940	-985.9978	-1016.342	30.34371	4.43824
2950	-982.3341	-1012.639	30.30482	4.477132
2960	-978.6784	-1009.018	30.33993	4.44202
2970	-984.1487	-1013.938	29.78889	4.993068
2980	-975.7961	-1005.82	30.0241	4.757854
2990	-985.3181	-1015.513	30.19527	4.586686
3000	-988.6024	-1019.298	30.69572	4.086233
3010	-983.2273	-1013.581	30.35366	4.428294
3020	-990.362	-1020.236	29.87367	4.908279
3030	-987.775	-1017.978	30.20258	4.579376
3040	-983.5657	-1013.733	30.16699	4.614962
3050	-981.0552	-1011.175	30.1194	4.66255
3060	-976.5187	-1007.249	30.73061	4.051346
3070	-982.1507	-1012.729	30.57845	4.203498
3080	-983.7837	-1014.074	30.29053	4.491422
3090	-985.9804	-1016.528	30.54811	4.233848
3100	-980.3829	-1011.008	30.62494	4.157017
3110	-978.5008	-1008.996	30.49555	4.286406
3120	-984.2043	-1015.002	30.79792	3.984037
3130	-987.1224	-1017.282	30.15934	4.622609
3140	-981.6574	-1011.961	30.30314	4.478811
3150	-982.0399	-1012.774	30.73374	4.048218
3160	-987.6964	-1018.242	30.54607	4.235882
3170	-983.1047	-1013.173	30.06819	4.713765
3180	-990.8619	-1020.306	29.44426	5.337689
3190	-990.4626	-1020.605	30.1422	4.639749
3200	-985.764	-1016.366	30.60244	4.179511
3210	-986.1513	-1016.252	30.1009	4.681051
3220	-988.1232	-1017.905	29.78143	5.000519
3230	-984.3985	-1014.955	30.55625	4.225706
3240	-989.4435	-1019.745	30.30122	4.480731
3250	-989.5169	-1019.346	29.82871	4.953247
3260	-987.9837	-1018.482	30.4983	4.28365
3270	-989.9431	-1020.117	30.17381	4.608139
3280	-991.3709	-1021.589	30.21771	4.564245
3290	-992.0555	-1021.931	29.87551	4.906443
3300	-983.1109	-1013.217	30.10624	4.675712
3310	-980.034	-1010.099	30.06545	4.716506
3320	-987.5503	-1018.3	30.75009	4.031864
3330	-981.1907	-1011.396	30.20552	4.57643
3340	-981.7984	-1011.269	29.47051	5.311447
3350	-989.1177	-1019.143	30.02502	4.756937
3360	-991.8407	-1021.642	29.80093	4.981025
3370	-985.6101	-1015.685	30.07462	4.707336
3380	-985.5379	-1015.229	29.69155	5.090404
3390	-986.8536	-1016.556	29.70195	5.08
3400	-983.31	-1013.513	30.20324	4.578716
3410	-987.3296	-1017.393	30.06351	4.718442
3420	-989.7781	-1020.193	30.41486	4.367096
3430	-986.6768	-1017.087	30.40982	4.372136
3440	-983.0973	-1013.046	29.94851	4.83344
3450	-988.2109	-1018.884	30.67351	4.108443
3460	-996.4092	-1025.954	29.54439	5.237565
3470	-987.1876	-1016.522	29.33458	5.447371
3480	-989.8951	-1020.269	30.3734	4.408557
3490	-994.2006	-1024.754	30.55295	4.229007
3500	-996.9131	-1026.906	29.99328	4.788669
3510	-997.3291	-1027.773	30.44348	4.338477
3520	-986.8347	-1016.912	30.07693	4.70502
3530	-979.0706	-1009.334	30.26359	4.518367
3540	-988.9107	-1018.921	30.00989	4.772065
3550	-985.0932	-1015.202	30.10852	4.673432
3560	-982.2152	-1012.137	29.92169	4.860265
3570	-982.6629	-1013.161	30.49791	4.284044
3580	-982.7608	-1012.753	29.99253	4.789425
3590	-985.405	-1015.709	30.30441	4.477542
3600	-985.9435	-1016.77	30.82628	3.955669
3610	-982.3127	-1012.354	30.04082	4.741136
3620	-980.8734	-1010.851	29.97731	4.804644
3630	-981.8861	-1012.355	30.46839	4.31356
3640	-985.6265	-1015.499	29.87253	4.909423
3650	-982.1535	-1012.74	30.58693	4.195028
3660	-982.8422	-1013.52	30.67783	4.104127
3670	-979.3019	-1009.86	30.55857	4.223388
3680	-991.8615	-1021.262	29.40025	5.3817
3690	-991.8728	-1021.846	29.97337	4.808584
3700	-986.9557	-1016.217	29.26161	5.520348
3710	-987.9316	-1018.746	30.81482	3.96713
3720	-983.31	-1013.423	30.11346	4.668495
3730	-984.8545	-1014.905	30.05036	4.731597
3740	-991.9912	-1021.944	29.9523	4.829656
3750	-998.3892	-1027.871	29.48131	5.30064
3760	-983.6588	-1013.662	30.00276	4.779191
3770	-987.8769	-1017.46	29.58279	5.199166
3780	-982.5519	-1012.43	29.87777	4.904187
3790	-985.1694	-1015.259	30.08997	4.69198
3800	-980.4548	-1010.862	30.40756	4.374391
3810	-991.2563	-1021.826	30.56973	4.212225
3820	-990.5588	-1020.468	29.90892	4.873028
3830	-981.1663	-1011.578	30.41183	4.370125
3840	-984.7363	-1015.429	30.69272	4.089236
3850	-982.2594	-1012.642	30.3827	4.399249
3860	-980.5274	-1010.655	30.12798	4.653975
3870	-989.6003	-1019.975	30.37446	4.407488
3880	-988.6655	-1018.804	30.13824	4.643711
3890	-983.624	-1013.793	30.16854	4.613408
3900	-983.7972	-1013.697	29.90022	4.88173
3910	-985.7908	-1015.371	29.58014	5.201812
3920	-986.4559	-1016.589	30.13324	4.648714
3930	-990.0301	-1019.866	29.8359	4.946054
3940	-990.3028	-1020.681	30.37812	4.403832
3950	-980.2142	-1010.337	30.12251	4.65944
3960	-983.0102	-1013.342	30.3321	4.449853
3970	-992.669	-1023.003	30.33396	4.447996
3980	-983.6764	-1014.241	30.56474	4.217212
3990	-981.8689	-1012.375	30.50649	4.27546
4000	-989.202	-1019.465	30.26304	4.518914
4010	-987.7405	-1017.846	30.10515	4.676807
4020	-987.9526	-1017.728	29.77516	5.006791
4030	-984.599	-1015.367	30.76778	4.014172
4040	-983.7641	-1014.662	30.89754	3.884413
4050	-985.3674	-1015.556	30.18846	4.593491
4060	-984.2739	-1014.182	29.90861	4.873347
4070	-984.0972	-1014.341	30.24407	4.537882
4080	-983.6921	-1014.461	30.76908	4.012876
4090	-990.4774	-1021.096	30.61826	4.163698
4100	-986.3382	-1016.428	30.08992	4.692032
4110	-983.4806	-1012.801	29.32015	5.461806
4120	-982.0009	-1012.45	30.4492	4.332756
4130	-984.3248	-1013.778	29.45347	5.328482
4140	-991.3067	-1021.55	30.24293	4.539018
4150	-988.7098	-1019.529	30.81943	3.962518
4160	-989.7141	-1020.259	30.54514	4.236811
4170	-979.3309	-1009.851	30.52023	4.261724
4180	-986.9621	-1017.034	30.07201	4.709944
4190	-982.9779	-1013.175	30.19674	4.585211
4200	-982.3471	-1013.02	30.67287	4.109088
4210	-986.812	-1017.373	30.56116	4.220792
4220	-986.1555	-1016.411	30.25569	4.526258
4230	-984.1603	-1014.518	30.3576	4.424351
4240	-981.3822	-1011.471	30.0889	4.693054
4250	-985.4959	-1015.044	29.54809	5.233859
4260	-979.4893	-1009.639	30.14954	4.632414
4270	-981.8806	-1011.857	29.97609	4.805858
4280	-987.8873	-1018.377	30.49016	4.29179
4290	-985.852	-1015.566	29.71362	5.06833
4300	-983.71	-1013.595	29.88499	4.89696
4310	-992.2014	-1022.334	30.13298	4.648977
4320	-984.9207	-1014.946	30.02558	4.756369
4330	-981.8152	-1011.975	30.15936	4.622589
4340	-982.6679	-1013.395	30.72673	4.05522
4350	-989.8646	-1019.899	30.03424	4.747714
4360	-984.402	-1014.198	29.79628	4.985669
4370	-985.724	-1015.738	30.01448	4.767472
4380	-987.4808	-1017.242	29.76072	5.021228
4390	-988.0229	-1018.826	30.80359	3.978367
4400	-983.7663	-1013.914	30.14754	4.634411
4410	-982.4838	-1012.57	30.08604	4.695917
4420	-981.0356	-1011.471	30.43561	4.346343
4430	-986.2812	-1016.886	30.60447	4.177484
4440	-986.2886	-1016.479	30.19009	4.591865
4450	-987.0139	-1017.37	30.35581	4.426148
4460	-984.9569	-1015.362	30.40505	4.376899
4470	-988.7742	-1018.501	29.72656	5.05539
4480	-980.3955	-1010.411	30.01567	4.766281
4490	-985.9862	-1015.819	29.83304	4.948909
4500	-987.3664	-1016.805	29.43904	5.342908
4510	-982.1624	-1012.292	30.12966	4.652296
4520	-982.6965	-1013.073	30.37673	4.405221
4530	-987.4062	-1017.412	30.00594	4.776015
4540	-984.0015	-1014.258	30.2565	4.525454
4550	-985.6588	-1015.679	30.02015	4.761801
4560	-983.3256	-1013.238	29.91235	4.869599
4570	-985.2644	-1015.687	30.42235	4.3596
4580	-988.3766	-1018.802	30.42556	4.356397
4590	-990.0915	-1020.83	30.73803	4.043923
4600	-985.8022	-1016.374	30.57206	4.20989
4610	-999.8474	-1030.612	30.76427	4.017682
4620	-987.494	-1017.695	30.20111	4.580847
4630	-985.8606	-1015.677	29.81625	4.965705
4640	-985.3647	-1015.822	30.45774	4.324213
4650	-983.2394	-1013.484	30.24481	4.53714
4660	-986.4791	-1016.632	30.15276	4.629193
4670	-989.4644	-1019.46	29.99544	4.786518
4680	-984.5964	-1014.541	29.94485	4.837108
4690	-986.6271	-1017.134	30.50652	4.275437
4700	-984.0452	-1014.386	30.34095	4.441006
4710	-981.2071	-1011.541	30.33409	4.447865
4720	-979.8641	-1009.868	30.00421	4.777747
4730	-978.3932	-1009.111	30.71788	4.064069
4740	-984.3185	-1013.92	29.60127	5.180679
4750	-981.7067	-1011.659	29.9523	4.829653
4760	-979.3469	-1009.544	30.19667	4.585287
4770	-983.2695	-1013.708	30.43835	4.343599
4780	-982.2309	-1012.3	30.06886	4.713095
4790	-983.6771	-1013.811	30.134	4.64795
4800	-987.8451	-1017.686	29.84086	4.941091
4810	-989.3536	-1019.787	30.43334	4.34861
4820	-988.6945	-1018.761	30.06639	4.715565
4830	-987.5354	-1017.719	30.18341	4.598548
4840	-987.2207	-1017.786	30.5655	4.216452
4850	-990.7361	-1020.932	30.19625	4.585706
4860	-991.4909	-1021.952	30.4613	4.320649
4870	-989.0058	-1019.376	30.37006	4.411893
4880	-985.8447	-1016.046	30.20183	4.58012
4890	-982.8163	-1012.992	30.17597	4.605981
4900	-979.2981	-1009.877	30.57856	4.203397
4910	-983.3857	-1013.213	29.82722	4.954738
4920	-986.7572	-1017.505	30.74778	4.034169
4930	-987.8627	-1017.671	29.80811	4.973842
4940	-981.4365	-1012.203	30.76688	4.015073
4950	-982.5414	-1012.931	30.38977	4.392182
4960	-979.384	-1009.62	30.23632	4.545631
4970	-984.7789	-1014.895	30.1165	4.66545
4980	-980.6294	-1010.978	30.34897	4.432985
4990	-981.4565	-1011.933	30.47691	4.305047
5000	-988.4378	-1018.801	30.36311	4.418846
5010	-985.1519	-1015.372	30.21988	4.562077
5020	-985.3558	-1015.502	30.14657	4.635386
5030	-987.2405	-1016.911	29.67025	5.111702
5040	-988.1176	-1018.725	30.60743	4.17452
5050	-997.3182	-1027.779	30.46053	4.321426
5060	-984.4421	-1014.667	30.22491	4.557045
5070	-995.764	-1026.04	30.27591	4.506044
5080	-983.4294	-1013.898	30.46904	4.312911
5090	-986.0414	-1016.508	30.4666	4.315356
5100	-992.9214	-1023.599	30.67736	4.104595
5110	-981.4348	-1011.874	30.43887	4.343081
5120	-981.2581	-1011.796	30.538	4.243951
5130	-985.8657	-1016.392	30.52645	4.255501
5140	-984.7766	-1014.81	30.03349	4.748465
5150	-981.454	-1011.704	30.25024	4.531716
5160	-986.2344	-1016.629	30.39491	4.38704
5170	-992.6145	-1022.245	29.63086	5.151092
5180	-988.7354	-1018.892	30.15645	4.625503
5190	-992.8888	-1023.516	30.62675	4.1552
5200	-991.4279	-1021.727	30.29866	4.483294
5210	-986.7096	-1017.238	30.52806	4.253893
5220	-981.1781	-1011.395	30.21695	4.565007
5230	-982.9399	-1013.047	30.10696	4.67499
5240	-983.1738	-1013.353	30.1795	4.602452
5250	-984.0005	-1014.402	30.40193	4.380019
5260	-985.9107	-1016.613	30.70225	4.079701
5270	-989.4754	-1019.701	30.22604	4.555914
5280	-994.4756	-1025.234	30.75886	4.023095
5290	-984.614	-1015.202	30.58792	4.194037
5300	-991.0193	-1021.501	30.48194	4.300009
5310	-988.4552	-1018.729	30.27342	4.508529
5320	-988.0741	-1018.168	30.09403	4.687923
5330	-990.0445	-1020.613	30.56827	4.213686
5340	-981.9501	-1012.253	30.3032	4.478757
5350	-983.6999	-1013.473	29.77336	5.00859
5360	-983.659	-1014.079	30.42045	4.361499
5370	-993.4662	-1023.751	30.28474	4.497217
5380	-986.4996	-1017.332	30.83266	3.949289
5390	-989.6432	-1019.619	29.9755	4.806451
5400	-986.5401	-1016.984	30.44429	4.337661
5410	-988.5496	-1018.919	30.36925	4.412702
5420	-986.4832	-1016.253	29.76952	5.01243
5430	-985.896	-1016.37	30.47422	4.307736
5440	-984.2791	-1015.096	30.81695	3.965005
5450	-987.7913	-1018.16	30.3682	4.413754
5460	-983.1043	-1013.522	30.41786	4.364097
5470	-989.7374	-1019.885	30.14773	4.634222
5480	-984.2858	-1014.655	30.36908	4.41287
5490	-987.2384	-1017.649	30.41051	4.371447
5500	-987.3478	-1017.407	30.05916	4.722789
5510	-990.9121	-1021.11	30.19824	4.583709
5520	-981.7681	-1011.869	30.10097	4.680979
5530	-984.5425	-1015.348	30.80536	3.976592
5540	-981.6592	-1012.513	30.85427	3.927683
5550	-989.8107	-1019.958	30.14762	4.634336
5560	-977.4661	-1008.288	30.8224	3.959553
5570	-988.6469	-1019.13	30.48348	4.298473
5580	-991.5348	-1021.737	30.20181	4.580141
5590	-982.596	-1013.063	30.46701	4.31494
5600	-995.5735	-1026.376	30.80206	3.979889
5610	-992.8893	-1023.275	30.38535	4.396606
