Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
137	1	-723.1213	-749.868	26.74665	0.1952911	5.120562	0.879881	0.427337	0.083975	0.615874	0.0246381	0.466236	0.111327	0.122806	0.372339	0.100286	0.532595	0.60329	0.924608	0.131307	0.162339	0.63588	0.245155	0.0283607	0.0710299	0.0816666	0.0897802	0.0168613	0.160139	0.0592894	0.165294	0.405901	0.321816	0.507009	0.806793	1.08309	1.60311	0.11223	0.0545072	0.0107111	0.0785552	0.00314261	0.0594688	0.0141999	0.015664	0.0474922	0.0127915	0.0679329	0.0769502	0.117935	0.0167483	0.0207065	0.0811071	0.0312698	0.00361743	0.00905992	0.0104166	0.0114515	0.00215067	0.0204259	0.00756241	0.0210835	0.051773	0.0410479	7.840011
138	0	-716.6612	-738.9531	22.2919	10.90086	0.09173586	0.244662	0.114414	0.0498691	0.0458921	0.0330672	0.0637899	0.0393551	0.0221661	0.0588692	0.0110055	0.105391	0.0241137	0.0676988	0.105894	0.0987736	0.00619254	0.0343884	0.0320265	0.050196	0.0724363	0.047552	0.0378274	0.0220608	0.00670157	0.106804	0.0764978	0.0115436	1.51222e-07	0.000578208	0.0724169	3.927	0.153954	0.0719953	0.0313802	0.0288777	0.0208076	0.0401399	0.0247643	0.013948	0.0370436	0.00692523	0.0663173	0.0151736	0.0425996	0.0666342	0.0621535	0.00389667	0.021639	0.0201527	0.0315859	0.0455807	0.0299222	0.0238029	0.0138818	0.00421698	0.0672069	0.0481364	0.00726381	1.589188
139	1	-711.4904	-738.8298	27.3394	0.1568705	6.374686	1.58794	0.472316	0.0345477	0.32787	0.016731	0.261289	0.147602	0.0214238	0.841393	0.0379964	0.361335	0.0478982	0.592209	0.27095	0.298226	0.40728	0.0527055	0.00507791	0.175046	0.261109	0.226197	0.00752214	0.264775	0.0224127	0.105871	0.232752	0.205205	0.550778	0.830887	1.08041	1.53793	0.217954	0.0648279	0.00474187	0.045002	0.00229642	0.0358633	0.0202591	0.00294053	0.115486	0.00521522	0.0495952	0.0065743	0.081284	0.0371894	0.0409331	0.0559014	0.00723412	0.000696971	0.024026	0.0358386	0.0310468	0.00103246	0.0363418	0.00307627	0.0145313	0.0319465	0.0281655	7.285681
140	0	-707.4486	-731.6	24.15137	8.83733	0.1131563	0.359989	0.164925	0.0317066	0.119074	0.0215004	0.0716859	0.0315368	0.0275827	0.0890874	0.0509065	0.139339	0.0588493	0.0842421	0.0896506	0.0244886	0.00513528	0.0663837	0.0307468	0.034693	0.0151769	0.0751919	0.025196	0.0644965	0.0140005	0.0224038	0.0438958	0.0313702	2.63334e-06	0.0024079	0.130724	3.86687	0.200746	0.0919695	0.0176811	0.0664013	0.0119896	0.0399753	0.0175863	0.0153814	0.0496792	0.0283878	0.0777017	0.032817	0.0469772	0.0499933	0.013656	0.00286367	0.0370186	0.0171458	0.0193464	0.00846334	0.0419304	0.0140504	0.0359662	0.00780731	0.0124934	0.0244783	0.0174935	1.793254
141	1	-707.0211	-734.0718	27.05067	0.1127829	8.866594	0.832607	0.434422	0.0289864	0.583932	0.0579897	0.210622	0.163083	0.072993	1.01008	0.0829594	0.585022	0.231463	0.467718	0.0823032	0.379901	0.335335	0.106996	0.0179973	0.288287	0.313457	0.30835	0.0124452	0.355214	0.0431894	0.127096	0.239703	0.246346	0.611146	0.861309	1.07471	1.45283	0.109288	0.057022	0.00380474	0.0766466	0.0076117	0.0276462	0.0214062	0.00958102	0.132583	0.0108892	0.0767896	0.0303817	0.0613924	0.0108031	0.0498656	0.0440159	0.0140443	0.00236232	0.0378404	0.0411443	0.0404738	0.00163355	0.0466251	0.00566902	0.0166826	0.0314632	0.0323352	7.618499
142	0	-707.8599	-733.441	25.58114	7.080725	0.1412285	0.456025	0.184688	0.0234104	0.231223	0.0226637	0.100047	0.0606963	0.00161618	0.149279	0.024389	0.156036	0.0526543	0.0943368	0.0535991	0.101791	0.0351722	0.0743385	0.00266097	0.0449175	0.00503013	0.056757	0.0282152	0.0383229	0.030009	0.00998973	0.0720493	0.0101725	2.99368e-05	0.00809237	0.215236	3.77664	0.215097	0.0871132	0.0110422	0.109063	0.01069	0.0471898	0.0286292	0.000762318	0.0704115	0.0115037	0.0735988	0.0248359	0.0444966	0.0252815	0.0480126	0.01659	0.0350639	0.00125512	0.0211866	0.00237261	0.026771	0.0133085	0.0180761	0.0141546	0.00471194	0.0339841	0.00479816	2.120088
143	1	-711.8758	-738.2187	26.3429	0.219866	4.548226	1.40015	0.43759	0.0702399	0.694785	0.159797	0.415136	0.0732621	0.137644	0.986157	0.0825977	0.411821	0.229315	0.373808	0.120867	0.0655845	0.268005	0.33005	0.014448	0.0450206	0.489967	0.21826	0.0559122	0.478117	0.0578803	0.101577	0.33038	0.170812	0.482158	0.792262	1.08399	1.64159	0.170352	0.0532401	0.00854584	0.084532	0.0194419	0.0505082	0.00891354	0.0167466	0.119982	0.0100494	0.0501048	0.0279	0.0454799	0.0147054	0.00797943	0.0326073	0.0401561	0.00175784	0.0054775	0.0596126	0.026555	0.00680265	0.0581708	0.00704209	0.0123586	0.0401962	0.0207821	8.219188
144	0	-714.6655	-739.6694	25.0039	7.815791	0.1279461	0.304828	0.168836	0.0218481	0.0804888	0.0346401	0.0332138	0.0122038	0.00206049	0.138147	0.0231401	0.172102	0.0830779	0.027446	0.0883387	0.112625	0.0514451	0.0803381	0.01115	0.04292	0.0330742	0.10716	0.0240232	0.0523551	0.0560994	0.0316901	0.165992	0.00302092	1.08277e-05	0.00487471	0.174827	3.82029	0.155345	0.0860414	0.0111341	0.0410184	0.0176531	0.0169263	0.00621923	0.00105006	0.070402	0.0117925	0.0877061	0.0423378	0.0139869	0.0450187	0.0573953	0.0262172	0.0409415	0.00568222	0.0218727	0.0168551	0.0546102	0.0122426	0.0266809	0.0285891	0.0161498	0.084592	0.00153951	1.962264
145	1	-707.6768	-736.3298	28.653	0.1069546	9.349757	0.743344	0.226076	0.389571	0.5369	0.118303	0.320561	0.0678286	0.116727	0.380533	0.169046	0.315544	0.131499	0.184909	0.298973	0.0679672	0.321013	0.205864	0.0033831	0.218921	0.30874	0.168662	0.0374274	0.0762681	0.131739	0.10786	0.255303	0.119037	0.620222	0.865626	1.07368	1.44047	0.123438	0.0375416	0.0646913	0.0891564	0.0196451	0.0532316	0.0112635	0.0193834	0.0631905	0.0280714	0.0523985	0.0218364	0.0307056	0.0496468	0.0112865	0.0533066	0.0341854	0.00056179	0.0363536	0.0512686	0.0280077	0.00621511	0.0126649	0.0218764	0.0179111	0.0423951	0.019767	6.022
146	0	-711.4224	-734.7522	23.32978	9.620429	0.1039455	0.231489	0.110855	0.00923644	0.17703	0.0195156	0.0622487	0.00260666	0.00421244	0.149679	0.0229197	0.187697	0.0690311	0.0521716	0.0732034	0.0933285	0.04207	0.0690591	0.0140603	0.0464355	0.0357637	0.00204979	0.0201	0.0634032	0.0397677	0.0634603	0.137552	0.0327961	8.90566e-07	0.00140158	0.104514	3.89408	0.126376	0.0605188	0.00504244	0.096646	0.0106541	0.0339833	0.00142305	0.00229969	0.0817138	0.0125125	0.102469	0.0376861	0.0284819	0.0399638	0.0509507	0.0229672	0.0377013	0.0076759	0.0253505	0.0195244	0.00111904	0.0109732	0.0346136	0.0217103	0.0346448	0.0750936	0.0179043	1.831742
147	1	-710.8484	-738.9579	28.10952	0.005890985	169.7509	0.723731	0.205256	0.182562	0.521998	0.115181	0.193615	0.183076	0.104814	0.341758	0.149862	0.712241	0.142727	0.134767	0.291085	0.137736	0.312543	0.511582	0.0501603	0.213595	0.466469	0.144923	0.0206477	0.122232	0.0251322	0.274397	0.248567	0.135882	0.904195	0.973426	1.02321	1.09917	0.108562	0.0307889	0.0273847	0.0783012	0.0172775	0.0290428	0.027462	0.0157224	0.0512647	0.0224798	0.106838	0.0214094	0.0202155	0.0436636	0.0206608	0.0468823	0.0767387	0.00752419	0.0320399	0.0699716	0.0217389	0.00309721	0.0183352	0.0037699	0.0411604	0.0372858	0.0203827	6.666541
148	0	-719.068	-739.1316	20.0636	12.99327	0.07696291	0.211725	0.108967	0.0137559	0.166697	0.0250978	0.0682138	0.000669855	0.0114123	0.126296	0.0419684	0.102017	0.0413059	0.0776996	0.0768332	0.0303078	0.0374682	0.062745	0.0955378	0.0127825	0.0213998	0.0257245	0.0670353	0.00664544	0.0940347	0.01256	0.164789	0.021392	8.33487e-09	0.00013592	0.0397097	3.96015	0.122733	0.0631661	0.00797407	0.0966315	0.0145488	0.0395424	0.000388304	0.00661554	0.0732118	0.0243284	0.0591374	0.0239443	0.0450411	0.0445389	0.0175689	0.0217197	0.0363722	0.0553816	0.00740978	0.0124051	0.0149121	0.0388592	0.00385225	0.0545103	0.00728079	0.0955256	0.0124006	1.725082
149	1	-708.3001	-736.2285	27.92837	0.2110007	4.739321	1.05082	0.776599	0.0347972	0.481474	0.0835198	0.0870571	0.180694	0.123655	0.25837	0.061419	0.641577	0.156977	0.349962	0.217024	0.102692	0.185899	0.441848	0.19669	0.261987	0.211817	0.121608	0.0124165	0.0262403	0.0566071	0.153372	0.193746	0.173716	0.490877	0.797434	1.08372	1.62796	0.158195	0.116912	0.00523851	0.0724829	0.0125734	0.0131059	0.0272024	0.0186155	0.038896	0.00924625	0.0965854	0.0236319	0.0526846	0.0326716	0.0154596	0.027986	0.0665175	0.0296105	0.0394405	0.0318877	0.0183074	0.00186922	0.00395031	0.00852185	0.0230893	0.0291672	0.0261518	6.642586
150	0	-715.4298	-739.2055	23.77571	9.445722	0.105868	0.195727	0.106315	0.0268796	0.111501	0.0621696	0.0455736	0.0055529	0.00980621	0.0670325	0.0310321	0.0920679	0.0276839	0.0780854	0.0505278	0.0280178	0.0346371	0.0708014	0.0883189	0.00635646	0.0238138	0.018184	0.0347266	0.00492645	0.126994	0.0420811	0.152338	0.0193674	1.13427e-06	0.00158148	0.10987	3.88855	0.125425	0.0681283	0.0172248	0.0714515	0.039839	0.0292041	0.00355837	0.00628394	0.0429553	0.0198857	0.0589983	0.0177402	0.0500381	0.0323789	0.0179541	0.0221959	0.0453704	0.0565959	0.0040733	0.0152602	0.0116525	0.0222533	0.00315693	0.0813793	0.0269661	0.0976201	0.0124109	1.560519
151	1	-707.2063	-734.1061	26.89981	0.4146343	2.411764	1.3383	0.708967	0.113295	0.463938	0.0186949	0.102492	0.170491	0.179798	0.409665	0.0858424	0.621674	0.43101	0.520904	0.182355	0.0556039	0.440473	0.425756	0.189526	0.0945326	0.262696	0.0595158	0.0023836	0.0500857	0.159185	0.10383	0.0861554	0.190343	0.337928	0.692696	1.07755	1.89182	0.179216	0.0949402	0.0151717	0.0621276	0.0025035	0.013725	0.022831	0.0240773	0.0548596	0.0114954	0.0832504	0.057718	0.069756	0.0244198	0.0074461	0.0589852	0.0570144	0.0253801	0.0126592	0.0351785	0.00796997	0.000319196	0.00670715	0.021317	0.0139043	0.0115374	0.0254894	7.467512
152	0	-715.2459	-739.4623	24.21638	9.043775	0.1105733	0.0962594	0.104145	0.0290117	0.12323	0.0491378	0.0245165	0.0596893	0.0203959	0.104455	0.0213935	0.0870479	0.0437712	0.0764909	0.0349639	0.0440553	0.042392	0.0608335	0.059748	0.0503506	0.0318049	0.00402294	0.101242	0.0243935	0.0887444	0.0572093	0.0397513	0.0427487	1.97875e-06	0.00208783	0.123243	3.87467	0.0632535	0.0684349	0.019064	0.0809765	0.0322892	0.0161101	0.0392228	0.0134025	0.0686387	0.014058	0.0572005	0.0287627	0.0502633	0.0229753	0.0289494	0.0278564	0.0399746	0.0392613	0.0330861	0.0208995	0.00264353	0.0665275	0.0160294	0.0583153	0.0375931	0.0261212	0.0280908	1.521803
153	1	-704.9581	-733.8727	28.91459	0.1339291	7.46664	0.610912	0.570865	0.0944819	0.573556	0.050545	0.0937214	0.0838731	0.0885543	0.341479	0.0458234	0.356883	0.359441	0.527713	0.167616	0.174769	0.121314	0.111812	0.158055	0.185226	0.186889	0.177807	0.00129374	0.0649497	0.254249	0.0307481	0.142877	0.157981	0.58055	0.846273	1.07787	1.49531	0.106553	0.0995677	0.0164791	0.100037	0.00881584	0.0163465	0.0146288	0.0154453	0.0595592	0.00799232	0.062246	0.062692	0.0920414	0.0292348	0.0304825	0.021159	0.0195017	0.0275673	0.0323063	0.0325963	0.0310122	0.000225649	0.0113282	0.044345	0.00536296	0.0249199	0.0275543	5.733431
154	0	-718.4839	-742.8788	24.39485	8.522147	0.1173413	0.203041	0.171154	0.0311615	0.141002	0.0843048	0.0162222	0.0300294	0.0178979	0.0612206	0.0268633	0.185661	0.0114441	0.0230378	0.133505	0.0176255	0.0349753	0.00172411	0.0762173	0.00809983	0.0926102	0.0152284	0.116265	0.0331542	0.142329	0.0602487	0.0454841	0.0844522	4.07363e-06	0.00299354	0.143015	3.85399	0.108872	0.0917737	0.016709	0.075606	0.0452047	0.00869844	0.0161019	0.00959694	0.0328268	0.0144043	0.0995525	0.0061364	0.012353	0.0715859	0.00945087	0.018754	0.000924478	0.0408681	0.00434317	0.0496581	0.00816554	0.0623417	0.0177775	0.0763174	0.0323057	0.0243888	0.0452837	1.864957
155	1	-706.6153	-734.6983	28.08298	0.05929713	16.86422	0.744795	0.580313	0.0663821	0.662313	0.0890812	0.234401	0.0852612	0.115878	0.34713	0.140884	0.522806	0.309907	0.522816	0.378883	0.207939	0.123322	0.111565	0.0731904	0.188291	0.189982	0.369041	0.00325688	0.11769	0.250724	0.0274261	0.142016	0.0343783	0.709662	0.904947	1.06129	1.3241	0.112173	0.0874008	0.00999779	0.0997509	0.0134165	0.0353031	0.0128412	0.0174523	0.0522812	0.0212185	0.0787398	0.046675	0.0787413	0.0570636	0.0313176	0.0185735	0.0168027	0.0110232	0.0283585	0.0286131	0.0555813	0.000490518	0.0177253	0.0377615	0.00413064	0.0213889	0.00517771	6.639671
156	0	-710.2034	-734.2537	24.05029	8.617474	0.1160433	0.215845	0.165369	0.0149857	0.149894	0.0126039	0.0537736	0.031923	0.0145017	0.0698841	0.0351518	0.0895974	0.0591188	0.0265198	0.101852	0.0563444	0.111825	0.0448479	0.30951	0.00251922	0.0184869	0.0100248	0.0554591	0.0763809	0.182709	0.0308004	0.109801	0.0644647	3.57008e-06	0.00280281	0.139182	3.85801	0.102093	0.0782184	0.00708816	0.0708988	0.00596158	0.0254346	0.0150994	0.00685921	0.0330547	0.0166266	0.042379	0.0279628	0.0125437	0.0481752	0.0266506	0.0528925	0.0212128	0.146396	0.00119158	0.00874417	0.00474165	0.0262318	0.0361277	0.0864204	0.0145684	0.0519351	0.0304914	2.114193
157	1	-710.0897	-739.0254	28.93575	0.1432494	6.980833	0.931378	0.820317	0.0458438	0.265983	0.0565092	0.289182	0.20568	0.0553415	0.314038	0.170801	0.387894	0.223694	0.246969	0.129856	0.203388	0.113965	0.0198049	0.133055	0.0417288	0.0755661	0.288272	0.00361683	0.145822	0.1931	0.100215	0.213696	0.027235	0.568071	0.839918	1.079	1.51301	0.163315	0.143841	0.00803861	0.0466395	0.00990876	0.0507075	0.0360656	0.00970401	0.0550659	0.0299496	0.0680164	0.0392243	0.0433055	0.02277	0.0356636	0.0199835	0.00347275	0.0233309	0.00731705	0.0132503	0.0505478	0.000634203	0.0255695	0.0338597	0.0175725	0.0374711	0.0047756	5.702953
158	0	-722.5677	-746.4163	23.84864	8.979757	0.1113616	0.152745	0.229165	0.015289	0.159708	0.0398334	0.024508	0.069447	0.0416973	0.0577148	0.011186	0.0812347	0.0239772	0.0518842	0.0867209	0.0041404	0.143849	0.0169666	0.26353	0.0247258	0.0285588	0.0147049	0.0472202	0.0877061	0.0514668	0.00520521	0.127559	0.0928111	2.16212e-06	0.00218226	0.125516	3.8723	0.0781884	0.117307	0.00782624	0.0817525	0.0203902	0.0125453	0.0355491	0.0213443	0.0295435	0.00572599	0.041583	0.0122736	0.0265588	0.0443913	0.00211942	0.0736346	0.00868498	0.134898	0.0126568	0.0146189	0.00752725	0.0241714	0.0448957	0.0263452	0.00266448	0.0652957	0.0475088	1.953555
159	1	-708.4555	-735.7866	27.33109	0.3020913	3.310258	0.975476	0.408539	0.148915	0.485892	0.0858378	0.378278	0.174971	0.0656477	0.410792	0.409411	0.719766	0.348154	0.272857	0.157316	0.208817	0.116364	0.199296	0.174049	0.123589	0.144871	0.0967519	0.0109411	0.0881821	0.217355	0.17765	0.403826	0.145225	0.411926	0.747378	1.08367	1.75703	0.136454	0.0571482	0.0208308	0.0679686	0.0120074	0.0529152	0.0244757	0.00918308	0.0574634	0.0572702	0.100684	0.0487013	0.0381684	0.022006	0.0292102	0.0162775	0.0278783	0.0243467	0.0172881	0.0202651	0.0135341	0.00153049	0.0123353	0.0304045	0.0248504	0.0564889	0.0203146	7.148769
160	0	-722.638	-745.2576	22.61956	10.28378	0.09724052	0.23534	0.109891	0.00761381	0.157441	0.0819702	0.0625887	0.063475	0.0411054	0.0568954	0.00457345	0.0702513	0.0484707	0.124391	0.0854897	0.0013557	0.0765189	0.0721782	0.175926	0.00898651	0.00262052	0.0253046	0.0823971	0.0885081	0.0686276	0.0235929	0.0839657	0.0191332	3.5543e-07	0.000886005	0.0864331	3.91268	0.125273	0.0584958	0.00405289	0.0838069	0.0436334	0.0333165	0.0337883	0.0218807	0.0302859	0.00243448	0.0373953	0.0258013	0.0662144	0.0455069	0.00072165	0.0407316	0.038421	0.093647	0.00478359	0.00139492	0.0134698	0.0438606	0.0471136	0.036531	0.0125587	0.0446956	0.0101847	1.878611
161	1	-718.1203	-744.424	26.30371	0.7692003	1.300052	1.07917	0.82359	0.153395	0.481265	0.156963	0.433116	0.0564484	0.0751645	0.0695659	0.468762	0.451442	0.300624	0.340356	0.198012	0.208665	0.0976385	0.360997	0.192701	0.0785726	0.315306	0.0246569	0.118088	0.106035	0.110336	0.386563	0.462368	0.15924	0.192718	0.551497	1.03615	2.21963	0.139988	0.106834	0.0198981	0.0624286	0.0203609	0.0561829	0.00732236	0.00975017	0.00902394	0.0608068	0.0585601	0.0389963	0.0441502	0.0256856	0.0270675	0.0126655	0.0468277	0.0249968	0.0101923	0.0409008	0.00319844	0.0153181	0.0137546	0.0143125	0.0501441	0.0599773	0.0206563	7.709042
162	0	-713.9451	-737.5982	23.6531	9.114769	0.1097121	0.26649	0.142059	0.0050559	0.0102432	0.0217752	0.0708732	0.0428148	0.0133817	0.0730956	0.00753016	0.118301	0.0675746	0.140856	0.10241	0.00391228	0.145348	0.0771186	0.180349	0.023136	0.0103841	0.0204754	0.0933035	0.149941	0.0557985	0.0267157	0.0555623	0.0895837	1.79353e-06	0.00198789	0.120769	3.87724	0.132313	0.0705326	0.00251027	0.00508576	0.0108114	0.0351887	0.0212577	0.00664407	0.0362921	0.00373874	0.0587369	0.033551	0.0699354	0.0508468	0.00194246	0.0721658	0.0382895	0.0895437	0.0114871	0.00515573	0.0101661	0.0463254	0.074446	0.0277041	0.0132644	0.0275868	0.0444785	2.014089
163	1	-715.6981	-744.8047	29.10664	0.2759049	3.624437	0.538384	0.436042	0.0953022	0.231172	0.148437	0.0631065	0.0190458	0.0419247	0.231927	0.239878	0.374399	0.243992	0.333696	0.105071	0.124748	0.252849	0.256184	0.25051	0.0686005	0.255908	0.0751058	0.0958424	0.202814	0.0402124	0.313742	0.20889	0.151626	0.43246	0.761131	1.08424	1.72217	0.0997116	0.0807574	0.0176505	0.0428143	0.0274914	0.0116877	0.00352739	0.00776467	0.042954	0.0444268	0.0693407	0.0451887	0.0618022	0.0194597	0.023104	0.046829	0.0474467	0.0463958	0.0127052	0.0473956	0.01391	0.0177505	0.0375622	0.00744755	0.0581068	0.0386876	0.028082	5.399412
164	0	-707.768	-730.6339	22.86588	9.895361	0.1010575	0.275273	0.177499	0.020308	0.00793293	0.0296009	0.0741896	0.0471157	0.0127037	0.106365	0.0177114	0.113375	0.050313	0.157919	0.0885505	0.00638054	0.155938	0.110095	0.178563	0.0258304	0.0395971	0.0221786	0.104606	0.00600381	0.0420477	0.0669824	0.0143872	0.0692437	6.08612e-07	0.00115898	0.0966051	3.90224	0.136226	0.0878401	0.01005	0.00392581	0.0146487	0.0367146	0.0233164	0.00628673	0.0526374	0.00876496	0.0561067	0.0248987	0.07815	0.0438215	0.00315757	0.0771697	0.0544833	0.0883665	0.0127829	0.0195956	0.0109757	0.0517668	0.00297114	0.0208084	0.033148	0.00711989	0.034267	2.02071
165	1	-715.7243	-745.5787	29.85444	0.6498426	1.538834	0.503292	0.23325	0.0890902	0.11843	0.155161	0.169401	0.0269868	0.0391919	0.293396	0.106642	0.492921	0.333268	0.311945	0.166284	0.0118598	0.236368	0.0742041	0.103782	0.162523	0.0282561	0.115025	0.0191964	0.120106	0.0715031	0.151558	0.0724012	0.0716271	0.23126	0.594895	1.05262	2.12122	0.117656	0.0545275	0.0208268	0.0276857	0.0362723	0.0396012	0.00630877	0.00916199	0.0685879	0.02493	0.115231	0.0779087	0.0729241	0.0388725	0.00277248	0.0552563	0.0173468	0.0242614	0.0379933	0.00660549	0.0268897	0.00448758	0.0280774	0.0167154	0.0354301	0.0169254	0.0167444	4.277669
166	0	-716.8106	-739.1561	22.34557	10.58141	0.09450536	0.246441	0.195306	0.0365582	0.0229812	0.0715212	0.0425226	0.032575	0.0117408	0.0355331	0.012433	0.156636	0.0125926	0.104118	0.0870654	0.00581463	0.183733	0.0457026	0.104022	0.00767915	0.0529547	0.0231059	0.0966772	0.00628413	0.0326511	0.0590273	0.1053	0.0639954	2.3537e-07	0.00072118	0.0793649	3.91991	0.132855	0.105288	0.0197082	0.012389	0.0385565	0.0229236	0.0175609	0.00632937	0.0191556	0.00670252	0.0844414	0.00678856	0.0561294	0.0469362	0.00313462	0.0990489	0.0246379	0.0560772	0.00413977	0.0285475	0.0124562	0.0521179	0.00338772	0.017602	0.0318212	0.0567663	0.0344994	1.854971
167	1	-707.672	-736.2162	28.5442	0.2605233	3.838429	0.72818	0.365659	0.00917844	0.123219	0.0792363	0.378038	0.189113	0.0687567	0.338198	0.0710043	0.517712	0.522453	0.387088	0.347222	0.0449221	0.271386	0.0485746	0.0933124	0.459294	0.105102	0.0291255	0.174892	0.170132	0.112093	0.153623	0.148397	0.0413162	0.44526	0.76943	1.08439	1.70092	0.121826	0.0611754	0.00153557	0.0206147	0.0132564	0.0632464	0.031639	0.0115031	0.0565811	0.0118791	0.086614	0.0874073	0.0647604	0.0580908	0.00751554	0.0454033	0.00812661	0.0156113	0.0768406	0.0175837	0.00487274	0.0292598	0.0284634	0.0187534	0.0257013	0.024827	0.00691228	5.977226
168	0	-715.4392	-740.1534	24.71419	7.94118	0.1259259	0.312782	0.264487	0.0463995	0.0482527	0.0296701	0.0539695	0.0652342	0.00602435	0.101887	0.00428252	0.114875	0.0341228	0.132147	0.0704783	0.00365481	0.0834299	0.130473	0.0480735	0.030182	0.022291	0.0183642	0.142548	0.0366315	0.0852343	0.0284022	0.130555	0.0821313	9.10287e-06	0.00447066	0.168715	3.82681	0.147082	0.124372	0.0218188	0.0226903	0.013952	0.0253785	0.0306756	0.00283288	0.0479113	0.00201381	0.0540186	0.0160459	0.0621404	0.0331416	0.00171863	0.0392319	0.0613533	0.022606	0.0141927	0.0104821	0.00863555	0.0670314	0.0172255	0.0400804	0.0133558	0.0613919	0.0386212	2.126583
169	1	-706.4291	-734.1372	27.70809	0.3862031	2.589311	1.0086	0.368682	0.130049	0.0749388	0.105134	0.218041	0.142639	0.0573465	0.344439	0.145373	0.398374	0.367685	0.322123	0.40014	0.0951678	0.360425	0.121881	0.451284	0.36598	0.142573	0.0276341	0.258061	0.246756	0.15526	0.283738	0.0485387	0.0467986	0.354764	0.705914	1.07957	1.85975	0.150815	0.0551287	0.0194462	0.0112055	0.0157205	0.0326035	0.0213287	0.00857496	0.0515037	0.0217375	0.0595685	0.0549796	0.0481667	0.0598326	0.0142304	0.053894	0.0182247	0.06748	0.0547246	0.0213187	0.0041321	0.0385877	0.0368971	0.0232159	0.0424271	0.00725794	0.00699774	6.687665
170	0	-721.7906	-745.942	24.15138	8.656968	0.1155139	0.222974	0.095428	0.0181871	0.0788006	0.0333168	0.108196	0.0380228	0.0105135	0.0460147	0.0190617	0.121239	0.0181832	0.148389	0.0791407	0.0180866	0.0936841	0.134226	0.0154564	0.0207608	0.0852817	6.89353e-05	0.160068	0.0844947	0.0507965	0.105728	0.146601	0.020884	3.38015e-06	0.00272739	0.137624	3.85965	0.112978	0.0483521	0.00921518	0.0399272	0.0168812	0.0548218	0.0192657	0.00532706	0.023315	0.00965833	0.0614302	0.00921319	0.0751866	0.0400996	0.00916423	0.0474686	0.0680106	0.00783155	0.0105192	0.0432111	3.49286e-05	0.0811045	0.0428124	0.0257379	0.0535708	0.074281	0.0105817	1.973604
171	1	-711.3935	-739.2719	27.87845	0.0854287	11.70567	0.877973	0.625437	0.1785	0.0617353	0.0254722	0.235176	0.106358	0.0782574	0.705995	0.338841	0.325795	0.0161071	0.325659	0.273617	0.168379	0.394559	0.131459	0.289858	0.394741	0.348893	0.0293016	0.201902	0.321233	0.0406447	0.17043	0.0258555	0.125897	0.65674	0.882365	1.06908	1.39181	0.128771	0.0917321	0.0261804	0.00905465	0.00373599	0.0344931	0.0155994	0.0114779	0.103547	0.0496974	0.047784	0.00236241	0.047764	0.0401311	0.0246959	0.0578696	0.019281	0.0425132	0.0578962	0.0511718	0.00429763	0.0296128	0.0471149	0.00596132	0.0249969	0.0037922	0.0184651	6.818077
172	0	-716.8005	-741.2423	24.44183	8.350511	0.1197532	0.248119	0.173616	0.0322302	0.0875404	0.0115164	0.0874449	0.0957784	0.000279402	0.146235	0.119391	0.129089	0.035479	0.0264518	0.0820458	0.0541664	0.111913	0.0146159	0.02352	0.0242061	0.141464	0.00898862	0.00622456	0.123278	0.0278376	0.0719667	0.0934014	0.0128095	5.16599e-06	0.00337022	0.150179	3.84645	0.124708	0.0872612	0.0161993	0.0439988	0.00578827	0.0439508	0.0481393	0.000140431	0.0734995	0.0600075	0.0648816	0.0178321	0.013295	0.0412372	0.0272246	0.0562487	0.00734613	0.0118214	0.0121663	0.0711014	0.00451778	0.00312854	0.0619609	0.0139915	0.0361713	0.0469446	0.00643819	1.989608
173	1	-711.0519	-739.249	28.19711	0.0927014	10.78732	0.961048	0.684616	0.163473	0.12747	0.217253	0.2067	0.0533956	0.158807	0.373776	0.0922092	0.40043	0.000387037	0.493665	0.313686	0.0870492	0.199179	0.0700906	0.253415	0.455614	0.0809281	0.00748807	0.106203	0.41597	0.0843882	0.169473	0.108277	0.207146	0.64382	0.876555	1.07079	1.40884	0.148033	0.105453	0.0251802	0.0196345	0.033464	0.0318385	0.00822465	0.0244614	0.0575736	0.0142032	0.0616793	5.96163e-05	0.0760405	0.0483178	0.0134084	0.03068	0.0107962	0.0390341	0.0701793	0.0124656	0.00115341	0.0163587	0.0640729	0.0129985	0.0261044	0.0166782	0.0319072	6.492138
