Iteration	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
100	-712.7087	-735.68	22.97127	9.879423	0.1012205	0.247081	0.144981	0.00881924	0.125304	0.0167079	0.0889875	0.0740257	0.0026624	0.105942	0.0210301	0.10277	0.111863	0.0512593	0.0643666	0.0459564	0.035696	0.0522534	0.126679	0.135397	0.0712008	0.019328	0.0370548	0.064243	0.0188985	0.0935476	0.0336926	0.031515	6.22192e-07	0.00117182	0.0970469	3.90178	0.127938	0.0750704	0.00456657	0.0648818	0.00865127	0.0460774	0.0383302	0.00137858	0.0548565	0.0108893	0.053214	0.0579222	0.0265418	0.0333288	0.0237961	0.0184832	0.0270566	0.0655942	0.070108	0.0368675	0.010008	0.0191869	0.0332648	0.00978555	0.0484386	0.0174459	0.0163183	1.931262
110	-707.0624	-728.9445	21.88212	11.08584	0.09020514	0.322384	0.153831	0.00753906	0.132953	0.00925412	0.0867954	0.0785446	0.00159506	0.112409	0.0223139	0.113592	0.0554429	0.0539907	0.0469459	0.0242015	0.0377084	0.00364956	0.0508196	0.0624926	0.0225409	0.0271527	0.0448648	0.119259	0.0431879	0.120685	0.0359321	0.0239062	1.17045e-07	0.000508759	0.0686739	3.93082	0.177721	0.0848024	0.00415606	0.073293	0.00510152	0.0478478	0.0432993	0.000879311	0.061968	0.012301	0.06262	0.030564	0.0297635	0.0258799	0.0133416	0.0207875	0.0020119	0.0280153	0.0344503	0.0124261	0.0149685	0.0247326	0.0657442	0.0238082	0.0665299	0.0198083	0.0131788	1.813991
120	-713.0459	-735.1185	22.07263	10.79307	0.09265207	0.3209	0.186417	0.0674911	0.154209	0.0139746	0.0810593	0.0348466	0.00892116	0.0470688	0.0282079	0.123481	0.0236992	0.0807102	0.0836497	0.0205591	0.0476687	0.0450937	0.00416644	0.0865048	0.01297	0.0294145	0.0555046	0.0270515	0.150322	0.0554406	0.0765231	0.0503985	1.7557e-07	0.000622968	0.074691	3.92469	0.167462	0.0972823	0.0352204	0.0804741	0.00729264	0.0423009	0.0181848	0.00465552	0.0245629	0.0147203	0.0644389	0.0123675	0.0421188	0.0436527	0.0107288	0.024876	0.0235322	0.00217426	0.0451427	0.0067684	0.01535	0.0289652	0.0141169	0.0784457	0.0289318	0.0399337	0.0263005	1.916253
130	-714.143	-741.866	27.72308	4.875841	0.2050928	0.279689	0.261722	0.118194	0.115601	0.0149513	0.085292	0.0372822	0.0152119	0.11294	0.047779	0.119195	0.0788984	0.0863514	0.157891	0.0172542	0.101544	0.0159093	0.00287766	0.0661666	0.00756659	0.0096896	0.0747491	0.0538344	0.105437	0.0480831	0.0661218	0.0828	0.000630542	0.0367642	0.396818	3.56579	0.12812	0.119889	0.054142	0.0529545	0.00684887	0.0390704	0.0170782	0.00696825	0.0517354	0.0218865	0.0546005	0.0361417	0.0395557	0.0723267	0.00790376	0.046515	0.00728773	0.0013182	0.0303095	0.00346609	0.0044386	0.034241	0.0246604	0.0482984	0.0220258	0.030289	0.0379289	2.183031
140	-720.2538	-749.2695	29.01571	3.260974	0.3066568	0.31512	0.101734	0.0839022	0.0604684	0.029539	0.0979097	0.0804281	0.0128719	0.144915	0.0311248	0.198547	0.204118	0.080816	0.252638	0.0175999	0.109139	0.18543	0.061192	0.0326448	0.0469919	0.0395105	0.0484021	0.102115	0.0524011	0.0531515	0.0137901	0.0487736	0.00585082	0.109683	0.606815	3.27765	0.125783	0.0406079	0.0334903	0.0241365	0.0117907	0.0390815	0.0321035	0.00513791	0.0578439	0.0124237	0.0792516	0.0814752	0.0322584	0.100843	0.00702514	0.0435636	0.0740159	0.0244253	0.0130305	0.0187572	0.0157709	0.0193201	0.04076	0.0209163	0.0212159	0.00550444	0.0194684	2.505272
150	-715.8909	-739.8561	23.96518	8.899865	0.1123613	0.19587	0.200342	0.0970249	0.0963683	0.0144187	0.0903448	0.0365186	0.00756186	0.065799	0.0371836	0.156966	0.0926802	0.0174461	0.114711	0.00537453	0.144377	0.102994	0.0358724	0.0329797	0.099677	0.0622222	0.041562	0.0374354	0.0810613	0.0228324	0.0162346	0.0110537	2.41497e-06	0.00230609	0.128412	3.86928	0.10218	0.104513	0.0506152	0.0502727	0.00752184	0.0471304	0.0190508	0.00394481	0.0343255	0.0193977	0.081885	0.0483487	0.00910113	0.0598416	0.00280374	0.0753174	0.053729	0.0187136	0.0172046	0.0519987	0.0324596	0.0216817	0.019529	0.0422874	0.011911	0.00846916	0.00576643	1.916912
160	-711.0543	-733.4466	22.39225	10.34552	0.09666019	0.31469	0.173177	0.0861406	0.0889999	0.0338463	0.0904007	0.0369553	0.0310941	0.136938	0.031889	0.183576	0.0927377	0.0263809	0.116166	0.00208447	0.101585	0.016315	0.055543	0.0968403	0.0997387	0.0364833	0.031308	0.0464981	0.0649996	0.00246471	0.0353611	0.0119694	3.26303e-07	0.000848972	0.0849172	3.91423	0.153944	0.0847168	0.0421394	0.0435382	0.0165574	0.0442235	0.0180783	0.015211	0.066989	0.0155999	0.0898042	0.0453667	0.0129053	0.0568276	0.00101971	0.0496946	0.00798119	0.0271713	0.0473736	0.0487915	0.0178474	0.0153157	0.0227466	0.0317974	0.00120572	0.0172984	0.00585534	2.044181
170	-719.0094	-744.9004	25.89099	6.799603	0.1470674	0.215683	0.187489	0.0772832	0.138047	0.035326	0.0826215	0.0400095	0.0387194	0.0531743	0.095368	0.131966	0.109549	0.00676578	0.0191832	0.0739829	0.126797	0.011398	0.0122722	0.0440869	0.107982	0.102896	0.0505903	0.0810727	0.0703716	0.00021821	0.169677	0.00883404	4.41647e-05	0.00982144	0.232963	3.75717	0.10313	0.0896493	0.0369535	0.066008	0.0168914	0.039506	0.0191308	0.0185139	0.0254257	0.0456009	0.0631003	0.0523817	0.00323511	0.0091726	0.0353754	0.060629	0.00545004	0.00586803	0.0210805	0.0516323	0.0492003	0.0241901	0.0387655	0.0336487	0.000104339	0.0811321	0.00422406	2.091363
180	-715.7564	-738.8045	23.04817	9.64404	0.103691	0.204118	0.209268	0.0556495	0.0668456	0.042233	0.0899733	0.0326196	0.0170267	0.0550808	0.0686905	0.244662	0.0952145	0.0270456	0.0816842	0.0206447	0.119703	0.00940085	0.0259645	0.113015	0.10194	0.0474898	0.0346384	0.0786287	0.0664344	0.00193599	0.160183	0.0196572	8.61923e-07	0.00137889	0.10381	3.89481	0.0976758	0.10014	0.0266298	0.0319874	0.0202096	0.0430546	0.0156093	0.00814772	0.0263576	0.0328703	0.117077	0.0455627	0.0129421	0.0390881	0.00987906	0.0572811	0.00449856	0.0124247	0.0540807	0.0487812	0.0227251	0.0165754	0.0376259	0.0317906	0.000926424	0.0766521	0.0094065	2.089747
190	-716.9571	-737.6343	20.67718	12.1819	0.08208901	0.174672	0.0579595	0.0552695	0.0605982	0.0391275	0.0529672	0.0461	0.0117001	0.096877	0.0321383	0.0726574	0.0278448	0.00357078	0.1329	0.0834176	0.118885	0.0180653	0.0302244	0.160994	0.235122	0.000107216	0.0681715	0.134113	0.0418349	6.01476e-05	0.159089	0.00840648	2.56467e-08	0.000238319	0.0501338	3.94963	0.0908389	0.0301421	0.0287432	0.0315144	0.0203484	0.0275458	0.0239746	0.00608467	0.0503814	0.0167137	0.0377858	0.0144808	0.001857	0.0691155	0.0433817	0.061827	0.00939496	0.0157183	0.0837258	0.122276	5.57582e-05	0.0354529	0.069746	0.0217565	3.12801e-05	0.0827353	0.00437183	1.922873
200	-717.2612	-740.782	23.52087	9.154128	0.1092403	0.194566	0.166987	0.0208081	0.134208	0.0171942	0.0261343	0.0430617	0.00219018	0.107911	0.0365644	0.0809327	0.0310162	0.00572756	0.0266027	0.134971	0.148145	0.0159411	0.0219533	0.188068	0.270424	9.19407e-05	0.0884334	0.1114	0.0881802	0.00313588	0.1352	0.00711059	1.69841e-06	0.00193455	0.119419	3.87864	0.0923445	0.0792548	0.0098759	0.0636976	0.00816067	0.0124038	0.0204378	0.0010395	0.0512164	0.0173541	0.0384121	0.0147208	0.0027184	0.0126261	0.0640594	0.0703123	0.00756591	0.0104194	0.0892606	0.128348	4.36367e-05	0.0419721	0.0528724	0.0418519	0.00148835	0.0641685	0.00337481	2.106959
210	-711.8535	-735.2034	23.34984	9.035421	0.1106755	0.114728	0.201808	0.0752533	0.21719	0.0290065	0.0700319	0.0190878	0.00338735	0.113484	0.0370098	0.100579	0.172994	0.0185349	0.066327	0.0364427	0.103371	0.0034153	0.0743884	0.148293	0.326815	0.000203223	0.0474355	0.0761546	0.116339	0.0461271	0.171252	0.00703699	2.00177e-06	0.00209992	0.123537	3.87436	0.0478691	0.0842026	0.0313988	0.0906206	0.0121027	0.0292202	0.00796423	0.00141334	0.0473501	0.015442	0.0419658	0.0721801	0.00773352	0.0276744	0.0152054	0.0431307	0.001425	0.0310379	0.0618741	0.136361	8.47932e-05	0.019792	0.0317748	0.0485415	0.0192461	0.0714534	0.00293612	2.396696
220	-715.1042	-741.5195	26.41533	6.361698	0.1571907	0.106097	0.164544	0.0717781	0.20716	0.0373205	0.0671463	0.0316376	0.0142352	0.086277	0.073094	0.230714	0.109377	0.00618902	0.040598	0.066814	0.0295704	0.00685028	0.0782005	0.109426	0.217921	0.000193839	0.0188033	0.0326523	0.0908208	0.0219334	0.0500794	0.0354958	8.09215e-05	0.0132756	0.263393	3.72325	0.0529181	0.0820699	0.0358008	0.103326	0.0186144	0.0334906	0.0157799	0.00710009	0.0430325	0.0364572	0.115073	0.054554	0.0030869	0.0202491	0.0333248	0.0147489	0.00341672	0.0390041	0.0545786	0.108693	9.6681e-05	0.00937855	0.016286	0.0452988	0.0109397	0.0249781	0.0177043	2.004929
230	-715.8522	-737.9056	22.05337	10.81564	0.09245871	0.373729	0.155437	0.0255457	0.203297	0.0407598	0.0617648	0.0251693	0.014383	0.0831178	0.0629902	0.258911	0.0745647	0.00127763	0.0582256	0.080578	0.0220251	0.00684273	0.0166524	0.0791836	0.0387321	0.000471514	0.0123161	0.0071577	0.085794	0.0289522	0.0268701	0.0681976	1.70167e-07	0.000613318	0.074209	3.92518	0.195368	0.0812553	0.0133541	0.106274	0.0213073	0.0322878	0.0131574	0.0075188	0.0434502	0.0329284	0.135347	0.038979	0.000667888	0.0304377	0.0421225	0.0115137	0.00357706	0.00870512	0.0413936	0.0202474	0.000246486	0.0064383	0.00374172	0.0448492	0.0151349	0.0140465	0.0356506	1.912945
240	-719.034	-740.2119	21.17794	11.86355	0.08429177	0.107612	0.0779249	0.0289052	0.27769	0.0364222	0.0396186	0.0508356	0.0124301	0.120419	0.0544301	0.138357	0.0802352	0.0320731	0.0737895	0.0686884	0.019032	0.0504031	0.0200786	0.119719	0.0511277	0.010801	0.0266317	0.0249801	0.0728575	0.0178251	0.0583846	0.0691888	3.98602e-08	0.00029705	0.0549334	3.94477	0.0618296	0.0447726	0.0166078	0.15955	0.0209268	0.0227633	0.0292081	0.00714185	0.0691881	0.0312734	0.0794947	0.0461	0.0184279	0.0423965	0.0394657	0.010935	0.0289597	0.0115364	0.0687856	0.029376	0.00620581	0.0153015	0.0143526	0.0418611	0.0102416	0.0335455	0.0397532	1.74046
250	-715.1678	-736.6327	21.46488	11.37597	0.08790456	0.264786	0.183566	0.019454	0.0825397	0.0572434	0.054368	0.029036	0.0183809	0.0349933	0.0698966	0.218044	0.0607454	0.0528931	0.0711484	0.0207571	0.146005	0.0349106	0.0446916	0.115089	0.0219187	0.0211002	0.0634233	0.107925	0.0171551	0.020929	0.0435874	0.0665132	7.83137e-08	0.000416239	0.0631875	3.9364	0.13641	0.0945682	0.0100221	0.0425221	0.0294902	0.0280089	0.0149585	0.0094693	0.0180275	0.0360088	0.11233	0.0312943	0.027249	0.0366536	0.0106935	0.0752175	0.017985	0.0230238	0.0592906	0.0112919	0.0108702	0.0326739	0.0556	0.00883781	0.010782	0.022455	0.0342657	1.9411
260	-711.0827	-735.2489	24.16624	8.822397	0.1133479	0.238041	0.127398	0.041446	0.0919193	0.0299516	0.0180284	0.0355829	0.0286221	0.0669157	0.0284546	0.17266	0.131343	0.0579836	0.0792335	0.0509335	0.0376566	0.0388778	0.0863801	0.0705761	0.0299158	0.000192825	0.0706306	0.0525838	0.0170069	0.0523234	0.0416108	0.0970428	2.68834e-06	0.00243287	0.131282	3.86628	0.132738	0.0710406	0.0231115	0.0512568	0.0167019	0.0100531	0.019842	0.0159605	0.037314	0.0158671	0.0962799	0.0732406	0.0323333	0.0441828	0.0284019	0.0209984	0.0216794	0.048168	0.0393552	0.0166819	0.000107524	0.0393856	0.0293222	0.0094835	0.029177	0.0232033	0.0541138	1.793311
270	-711.9246	-736.4604	24.53578	8.707824	0.1148392	0.161212	0.128267	0.0237308	0.0739388	0.0434959	0.0613186	0.0137034	0.0096917	0.08122	0.0454554	0.166263	0.128937	0.0472798	0.0216244	0.0466053	0.0320979	0.0402159	0.0623718	0.0564051	0.0202401	0.00073501	0.0305172	0.0227001	0.0231127	0.093678	0.0201841	0.0833427	3.15038e-06	0.00263324	0.135643	3.86172	0.104796	0.0833801	0.0154262	0.0480639	0.0282745	0.0398602	0.00890786	0.00630008	0.052797	0.0295483	0.108079	0.0838157	0.0307342	0.014057	0.0302957	0.0208652	0.0261423	0.0405448	0.0366661	0.0131571	0.000477793	0.0198377	0.0147562	0.0150244	0.0608953	0.0131207	0.0541769	1.538344
280	-716.0131	-740.4151	24.40203	8.500872	0.117635	0.211584	0.177949	0.0704054	0.206805	0.0440849	0.06555	0.031042	0.018501	0.0468655	0.0379921	0.134522	0.173802	0.0557653	0.044342	0.0538191	0.0188942	0.0242379	0.0623399	0.0850949	0.00717449	0.00180809	0.0563741	0.0160707	0.00350705	0.105119	0.0480954	0.0773055	4.19537e-06	0.00303785	0.143885	3.85307	0.112602	0.0947013	0.0374686	0.110058	0.0234613	0.0348847	0.01652	0.00984593	0.0249411	0.0202188	0.0715902	0.0924948	0.0296774	0.0235981	0.0286416	0.0100552	0.012899	0.0331763	0.0452861	0.00381815	0.000962234	0.0300014	0.00855257	0.0018664	0.0559427	0.0255956	0.0411407	1.87905
290	-716.1098	-739.426	23.31619	9.404577	0.1063312	0.195031	0.0471863	0.136504	0.232598	0.0259396	0.0954504	0.037554	0.00266727	0.0740471	0.0172008	0.1513	0.0692461	0.0802106	0.0855122	0.106267	0.0261689	0.0402613	0.0701151	0.0957082	0.0318369	0.0211447	0.0324205	0.0580843	0.00632748	0.128159	0.054094	0.140151	1.20076e-06	0.00162709	0.11117	3.8872	0.0946207	0.0228928	0.0662261	0.112847	0.0125848	0.0463085	0.0182196	0.00129405	0.0359246	0.00834511	0.0734042	0.0335953	0.0389148	0.0414869	0.051556	0.0126961	0.0195331	0.0340169	0.0464336	0.0154459	0.0102585	0.015729	0.0281801	0.00306982	0.0621773	0.0262441	0.0679953	2.061185
300	-710.8277	-736.3556	25.5279	7.422296	0.1347292	0.303901	0.114643	0.132317	0.116793	0.0402031	0.0872943	0.0599406	0.00273706	0.0880424	0.0095061	0.104102	0.0760605	0.046605	0.0222077	0.0257654	0.048039	0.0543998	0.0109333	0.0360459	0.0125553	0.0206548	0.00488603	0.0574579	0.00253399	0.140771	0.0594173	0.153943	1.86633e-05	0.00639475	0.195444	3.79814	0.165907	0.0625866	0.072235	0.0637602	0.0219479	0.0476561	0.032723	0.00149423	0.0480645	0.00518961	0.0568319	0.0415233	0.0254428	0.0121237	0.0140659	0.0262257	0.0296982	0.00596873	0.0196783	0.00685425	0.011276	0.0026674	0.0313677	0.00138337	0.0768502	0.0324373	0.0840411	1.831755
310	-710.5436	-732.7449	22.20134	10.76726	0.09287414	0.282816	0.154974	0.130988	0.0616078	0.0374138	0.029596	0.0557819	0.00377403	0.0691947	0.0185374	0.105497	0.0488724	0.0155636	0.0374522	0.0521159	0.0546119	0.149042	0.0070544	0.0907005	0.0157169	0.0358792	0.0221085	0.00755225	0.00455193	0.131004	0.0552949	0.135657	1.81959e-07	0.000634188	0.0752459	3.92412	0.155963	0.0854622	0.0722353	0.0339745	0.0206323	0.0163211	0.0307617	0.00208124	0.0381583	0.0102227	0.0581777	0.0269513	0.00858273	0.0206535	0.02874	0.0301164	0.0821909	0.00389024	0.050018	0.00866729	0.019786	0.0121921	0.00416479	0.00251022	0.0722439	0.0304931	0.0748097	1.813358
320	-710.8881	-734.8939	24.00585	9.09516	0.1099486	0.191786	0.117349	0.0762778	0.157615	0.0329734	0.0724433	0.0411899	0.00273381	0.0975046	0.0039261	0.0953034	0.0534527	0.0112624	0.0522263	0.0389692	0.0539651	0.0369995	0.0123531	0.0456261	0.0105331	0.0497498	0.0440114	0.0506062	0.00941686	0.159049	0.0509343	0.112682	1.84288e-06	0.00201501	0.121447	3.87654	0.114094	0.0698117	0.0453781	0.093766	0.0196161	0.0430969	0.0245041	0.00162636	0.058006	0.00233566	0.0566965	0.0317993	0.00670008	0.0310697	0.023183	0.0321041	0.0220112	0.0073489	0.0271432	0.00626621	0.0295964	0.0261826	0.0301059	0.00560214	0.0946193	0.0303011	0.067035	1.680939
330	-716.8725	-742.0154	25.14287	7.307941	0.1368374	0.14934	0.133118	0.102941	0.330803	0.0798776	0.0619842	0.0652317	0.021586	0.19042	0.0934533	0.157198	0.0807304	0.0734645	0.0861445	0.0707054	0.0732715	0.0484331	0.0381723	0.055086	0.0411651	0.0215985	0.0299812	0.0821247	0.0155326	0.153528	0.0543104	0.0209449	2.18624e-05	0.00691933	0.201865	3.79119	0.064063	0.057104	0.0441589	0.141906	0.0342654	0.0265896	0.0279827	0.00925981	0.0816854	0.040089	0.0674337	0.0346312	0.0315144	0.0369537	0.0303307	0.0314316	0.0207765	0.0163749	0.0236304	0.0176587	0.0092652	0.0128611	0.0352293	0.00666308	0.0658595	0.0232977	0.00898483	2.331146
340	-709.4656	-732.9858	23.52019	9.493697	0.105333	0.273467	0.12243	0.0734814	0.0809436	0.0519041	0.0689111	0.0834994	0.0276609	0.0664424	0.0665051	0.144591	0.014789	0.0618951	0.0632551	0.045944	0.0634652	0.0282231	0.021621	0.0833221	0.0275079	0.111324	0.00778799	0.0774154	0.0187466	0.0371652	0.0313725	0.014394	1.06138e-06	0.0015299	0.108372	3.8901	0.15467	0.0692453	0.0415604	0.0457809	0.0293565	0.0389755	0.0472265	0.0156447	0.0375792	0.0376147	0.0817793	0.00836454	0.0350073	0.0357765	0.0259855	0.0358953	0.0159627	0.0122286	0.0471262	0.0155582	0.0629636	0.00440481	0.0437854	0.0106029	0.0210203	0.017744	0.0081411	1.768064
