Iteration	Posterior	Likelihood	Prior	alpha_inv	alpha_morpho	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	relative_bl[1]	relative_bl[2]	relative_bl[3]	relative_bl[4]	relative_bl[5]	relative_bl[6]	relative_bl[7]	relative_bl[8]	relative_bl[9]	relative_bl[10]	relative_bl[11]	relative_bl[12]	relative_bl[13]	relative_bl[14]	relative_bl[15]	relative_bl[16]	relative_bl[17]	relative_bl[18]	relative_bl[19]	relative_bl[20]	relative_bl[21]	relative_bl[22]	relative_bl[23]	relative_bl[24]	relative_bl[25]	relative_bl[26]	relative_bl[27]	tree_length
3030	-711.2559	-739.1383	27.8824	0.7237755	1.381644	1.19795	0.511059	0.115981	0.248717	0.155003	0.318641	0.0253954	0.0194129	0.193779	0.0830004	0.583381	0.152803	0.186172	0.248211	0.142663	0.00807568	0.161288	0.0396819	0.312549	0.141998	0.321466	0.13855	0.0970639	0.0815864	0.188779	0.223384	0.279197	0.206446	0.567592	1.04264	2.18332	0.193975	0.0827521	0.0187799	0.040273	0.0250985	0.0515953	0.00411209	0.00314339	0.0313773	0.0134397	0.0944627	0.0247423	0.0301454	0.040191	0.0231004	0.00130764	0.0261162	0.00642541	0.0506088	0.0229927	0.0520526	0.0224344	0.0157169	0.0132107	0.0305676	0.0361709	0.0452083	6.175782
3040	-701.9291	-729.8503	27.92119	0.4311828	2.319202	1.2822	0.403387	0.31114	0.0624992	0.0600516	0.253007	0.213305	0.0374519	0.2215	0.131293	0.393166	0.145796	0.236793	0.259522	0.149109	0.00193241	0.160735	0.0613977	0.353863	0.422087	0.334781	0.226376	0.101487	0.174559	0.0836531	0.179508	0.168981	0.328617	0.685165	1.07625	1.90997	0.199422	0.0627392	0.0483919	0.00972057	0.00933989	0.0393505	0.0331756	0.00582493	0.0344501	0.0204201	0.0611495	0.0226758	0.0368286	0.0403637	0.0231912	0.000300551	0.0249992	0.00954925	0.0550367	0.0656477	0.0520688	0.0352086	0.0157844	0.0271494	0.0130107	0.0279191	0.0262819	6.429583
3050	-713.1898	-741.4878	28.29792	0.4258035	2.348501	0.178533	0.388717	0.0585575	0.390872	0.0776527	0.224621	0.205548	0.0409079	0.475574	0.230144	0.378868	0.228528	0.228181	0.24899	0.143687	0.00655664	0.308253	0.178454	0.415782	0.454126	0.358788	0.077435	0.0726717	0.117416	0.0692918	0.0341726	0.465902	0.331606	0.687601	1.07668	1.90411	0.0294695	0.0641635	0.00966579	0.0645191	0.0128177	0.0370771	0.0339288	0.00675245	0.0785004	0.0379886	0.0625377	0.0377219	0.0376647	0.0410994	0.0237176	0.00108227	0.0508816	0.0294564	0.068631	0.0749601	0.0592233	0.0127818	0.0119955	0.0193813	0.0114376	0.00564069	0.076904	6.05823
3060	-708.3922	-736.3686	27.97634	0.1416248	7.060909	1.23035	0.600546	0.00766267	0.396173	0.0934172	0.0782343	0.11257	0.00892667	0.209437	0.185085	0.945168	0.128308	0.264753	0.210514	0.175245	0.0642663	0.131916	0.137492	0.376492	0.312422	0.149372	0.103864	0.14199	0.00287375	0.124996	0.0500427	0.421875	0.570206	0.841015	1.07881	1.50997	0.184627	0.090118	0.00114986	0.0594498	0.0140182	0.0117399	0.0168923	0.00133954	0.0314281	0.0277739	0.141832	0.019254	0.0397289	0.0315897	0.0262973	0.00964381	0.0197953	0.020632	0.0564964	0.0468821	0.0224148	0.0155858	0.0213071	0.000431236	0.0187569	0.00750942	0.0633067	6.663992
3070	-718.1029	-745.0508	26.94797	0.7219836	1.385073	0.919241	0.485814	0.0505393	0.0370535	0.331194	0.256528	0.197828	0.00717669	0.194034	0.139786	0.864121	0.140561	0.132635	0.230616	0.215522	0.0260786	0.324781	0.152119	0.412443	0.482492	0.378131	0.106608	0.410321	0.0103183	0.00832479	0.135578	0.46216	0.20701	0.568238	1.04289	2.18186	0.129252	0.068309	0.0071062	0.00521	0.0465683	0.0360697	0.027816	0.00100909	0.0272826	0.0196549	0.121502	0.0197638	0.0186494	0.0324263	0.030304	0.00366685	0.0456667	0.021389	0.0579925	0.067842	0.0531679	0.0149898	0.0576942	0.00145083	0.00117053	0.0190632	0.0649831	7.112004
3080	-710.4338	-737.752	27.31818	0.1618312	6.179279	1.3262	0.566053	0.187614	0.0238918	0.402933	0.188735	0.237763	0.00416842	0.296377	0.211207	0.738326	0.416119	0.136909	0.100802	0.0965797	0.0183388	0.4359	0.305563	0.147015	0.562183	0.0598182	0.0163121	0.178209	0.0157326	0.139624	0.220902	0.268671	0.544734	0.827667	1.08085	1.54674	0.181623	0.0775208	0.0256937	0.00327198	0.0551816	0.0258472	0.0325616	0.000570864	0.0405888	0.0289247	0.101114	0.0569875	0.0187496	0.0138048	0.0132266	0.00251149	0.0596965	0.0418468	0.0201337	0.0769909	0.00819209	0.00223394	0.0244057	0.00215457	0.0191215	0.0302525	0.0367944	7.301943
3090	-713.1353	-740.1795	27.04427	0.02880125	34.72071	1.42305	0.412149	0.131213	0.479379	0.0487588	0.106153	0.161235	0.0337382	0.31802	0.215828	0.530391	0.446507	0.0975104	0.148294	0.308486	0.22311	0.286627	0.222419	0.268821	0.626496	0.0422777	0.0779535	0.360234	0.0512017	0.1219	0.328495	0.238639	0.79328	0.936986	1.04658	1.22315	0.184598	0.0534641	0.017021	0.0621853	0.00632502	0.0137703	0.0209155	0.00437653	0.0412538	0.0279973	0.0688026	0.0579211	0.0126491	0.0192367	0.040017	0.0289419	0.0371813	0.0288522	0.0348716	0.0812694	0.00548428	0.0101122	0.0467297	0.00664191	0.015813	0.0426125	0.0309563	7.708884
3100	-708.019	-735.2843	27.26537	0.2828726	3.53516	0.798769	0.418739	0.210164	0.487044	0.203118	0.271115	0.115856	0.051398	0.370319	0.219279	0.49081	0.453647	0.187207	0.10738	0.286048	0.111513	0.188441	0.203121	0.273119	0.524941	0.210744	0.0799555	0.247802	0.166265	0.0375736	0.303256	0.216089	0.426848	0.757427	1.08413	1.7316	0.110423	0.0578871	0.0290534	0.0673298	0.0280793	0.0374793	0.0160161	0.00710535	0.0511935	0.0303134	0.0678504	0.0627128	0.0258798	0.0148445	0.0395438	0.0154158	0.0260503	0.0280798	0.0377564	0.0725687	0.0291335	0.0110532	0.0342565	0.0229847	0.00519423	0.0419226	0.0298725	7.233712
3110	-711.3987	-738.7224	27.32371	0.2305511	4.337433	1.1309	0.0788315	0.149212	0.344125	0.17415	0.262723	0.135567	0.159022	0.390882	0.165568	0.468188	0.194768	0.0487294	0.267206	0.310114	0.259889	0.229499	0.22021	0.123398	0.316385	0.393601	0.207771	0.333007	0.203351	0.0302154	0.434907	0.195469	0.47199	0.786125	1.08421	1.65767	0.156468	0.0109069	0.0206444	0.047612	0.0240948	0.0363495	0.0187567	0.0220018	0.0540811	0.0229075	0.064777	0.0269475	0.00674204	0.0369697	0.0429063	0.0359575	0.0317527	0.0304675	0.017073	0.043774	0.0544574	0.0287465	0.0460737	0.028135	0.00418051	0.0601723	0.0270445	7.227692
3120	-711.6669	-739.6415	27.97469	0.1591534	6.283246	1.29182	0.21202	0.220939	0.393092	0.198931	0.0307843	0.307411	0.0301383	0.28684	0.0170392	0.543692	0.144211	0.0587352	0.132067	0.35224	0.277543	0.301863	0.251545	0.140957	0.205986	0.0647949	0.237336	0.242499	0.252134	0.0679704	0.245557	0.139961	0.547981	0.829401	1.08062	1.542	0.194315	0.0318918	0.0332333	0.0591283	0.0299229	0.00463054	0.0462403	0.00453337	0.043146	0.00256301	0.0817815	0.021692	0.00883487	0.0198653	0.0529834	0.0417477	0.0454058	0.037837	0.0212026	0.0309842	0.00974637	0.0356997	0.0364764	0.0379257	0.010224	0.0369363	0.0210528	6.648109
3130	-711.9056	-740.0881	28.1825	0.353554	2.828422	1.3146	0.200286	0.189565	0.400024	0.0630037	0.157162	0.261319	0.0260687	0.322762	0.00729005	0.416054	0.114936	0.040509	0.321085	0.244382	0.372664	0.0608278	0.0936876	0.119837	0.208404	0.114471	0.229924	0.674029	0.153789	0.0187164	0.113503	0.00699287	0.375537	0.721563	1.08153	1.82137	0.210475	0.0320668	0.0303504	0.0640458	0.0100872	0.0251624	0.0418386	0.00417373	0.0516759	0.00116717	0.0666124	0.0184018	0.0064857	0.0514074	0.0391268	0.0596654	0.00973884	0.0149999	0.0191864	0.0333665	0.0183275	0.0368121	0.107916	0.0246223	0.00299659	0.0181725	0.00111959	6.245896
3140	-715.3644	-742.6249	27.26054	0.1041202	9.604281	1.34414	0.657912	0.495315	0.559201	0.0644192	0.160693	0.310139	0.0266544	0.639571	0.00299569	0.590588	0.486792	0.122428	0.329187	0.0871741	0.381037	0.0518761	0.254752	0.00806736	0.0246234	0.120076	0.22805	0.226408	0.143317	0.0191369	0.0425583	0.0401749	0.624749	0.867755	1.07315	1.43435	0.181217	0.0886998	0.0667785	0.0753916	0.00868501	0.0216646	0.041813	0.00359355	0.0862271	0.000403879	0.0796231	0.0656294	0.0165058	0.044381	0.0117528	0.0513714	0.00699394	0.0343457	0.00108764	0.00331973	0.0161887	0.0307458	0.0305244	0.019322	0.00258004	0.00573772	0.00541639	7.417288
3150	-707.7198	-735.5683	27.84847	0.1108717	9.019434	1.05857	0.518134	0.467473	0.440395	0.0507329	0.147411	0.244248	0.044997	0.50369	0.00177549	0.421532	0.174842	0.17462	0.0482217	0.392141	0.172749	0.2049	0.178465	0.145763	0.0089559	0.0945654	0.256373	0.178306	0.295046	0.297428	0.261072	0.0402051	0.614088	0.862716	1.07438	1.44881	0.155156	0.0759437	0.0685182	0.0645494	0.007436	0.0216063	0.0357998	0.00659528	0.0738266	0.000260236	0.0617845	0.0256268	0.0255943	0.00706792	0.0574767	0.0253201	0.0300325	0.0261578	0.0213647	0.00131268	0.0138606	0.037577	0.0261346	0.0432453	0.0435945	0.0382657	0.00589292	6.822609
3160	-705.237	-733.5615	28.32445	0.05232408	19.11166	1.09395	0.252278	0.483095	0.515567	0.16829	0.152338	0.205557	0.0838669	0.520523	0.0122891	0.435619	0.0994831	0.237737	0.0143384	0.204824	0.178522	0.0845347	0.0923431	0.0801844	0.00310958	0.0970107	0.185276	0.115821	0.468101	0.239347	0.269797	0.111376	0.726058	0.911567	1.05863	1.30375	0.170791	0.0393866	0.0754227	0.0804922	0.026274	0.0237835	0.0320923	0.0130936	0.0812661	0.00191862	0.0680105	0.0155317	0.0371164	0.00223856	0.0319779	0.0278716	0.0131979	0.014417	0.0125187	0.000485479	0.0151457	0.0289259	0.0180825	0.0730816	0.0373678	0.0421217	0.0173885	6.405175
3170	-705.6963	-733.7694	28.07308	0.0711339	14.05799	1.15415	0.552964	0.270394	0.643506	0.0738173	0.192913	0.175843	0.0823371	0.511028	0.0024701	0.427673	0.128255	0.233401	0.0239492	0.149008	0.204359	0.256712	0.207703	0.229265	0.0894451	0.176441	0.0228421	0.0588061	0.354349	0.205857	0.186613	0.0236354	0.684249	0.89434	1.06519	1.35622	0.173877	0.083306	0.0407358	0.0969466	0.0111208	0.0290631	0.0264914	0.0124044	0.0769883	0.00037213	0.0644305	0.0193221	0.0351626	0.00360803	0.0224487	0.0307874	0.0386746	0.0312912	0.0345397	0.0134752	0.0265815	0.00344125	0.00885936	0.053384	0.0310131	0.0281139	0.00356077	6.63774
3180	-709.2753	-735.8976	26.62235	0.235103	4.253454	1.12553	0.300339	0.463041	0.830313	0.100082	0.320174	0.0451208	0.0987353	0.912003	0.00337176	0.530215	0.441169	0.279885	0.0453966	0.199353	0.160027	0.157295	0.249069	0.0787896	0.0638764	0.211582	0.367648	0.193678	0.146522	0.204122	0.223779	0.173391	0.467766	0.783542	1.08428	1.66441	0.142031	0.0379	0.0584315	0.104778	0.0126294	0.040403	0.00569383	0.0124595	0.115086	0.000425485	0.0669083	0.0556715	0.0353189	0.00572864	0.0251565	0.020194	0.0198491	0.0314302	0.00994253	0.00806062	0.0266997	0.0463939	0.0244403	0.0184898	0.0257584	0.0282388	0.0218804	7.924503
3190	-705.1928	-733.7207	28.5279	0.09407755	10.62953	0.909594	0.355572	0.423621	0.412654	0.0934752	0.225041	0.0790942	0.0620451	0.432883	0.0640802	0.386847	0.403611	0.129715	0.0325056	0.0459788	0.164045	0.107489	0.22973	0.203132	0.119701	0.27512	0.336349	0.0816523	0.0930838	0.0751052	0.250946	0.166905	0.641447	0.875475	1.07109	1.41199	0.147662	0.057723	0.0687699	0.0669895	0.0151746	0.0365328	0.01284	0.0100723	0.0702735	0.0104027	0.0628001	0.0655215	0.0210577	0.0052769	0.00746412	0.0266308	0.0174496	0.037294	0.0329761	0.0194321	0.0446625	0.0546023	0.0132553	0.0151111	0.0121925	0.0407382	0.0270951	6.159978
3200	-713.5492	-740.5464	26.99725	0.214292	4.666531	0.747626	0.255214	0.19097	0.549265	0.207746	0.473008	0.290819	0.0587672	0.339266	0.050349	0.38428	0.310318	0.135691	0.0345867	0.0618751	0.135461	0.421386	0.228205	0.50192	0.0985148	0.21465	0.394636	0.0497357	0.294248	0.0545004	0.678931	0.408446	0.487609	0.795505	1.08383	1.63306	0.0987563	0.033712	0.0252258	0.0725542	0.0274419	0.0624811	0.0384152	0.00776275	0.0448147	0.00665076	0.0507608	0.0409909	0.0179238	0.00456867	0.00817327	0.0178934	0.0556622	0.0301444	0.0663002	0.0130131	0.0283537	0.0521287	0.00656974	0.0388681	0.00719913	0.0896821	0.0539529	7.570414
3210	-713.563	-740.9354	27.37246	0.1076718	9.28748	1.12478	0.370573	0.0802503	0.512673	0.120062	0.172818	0.161906	0.0573117	0.426168	0.0587936	0.62348	0.302632	0.261593	0.0786592	0.195134	0.137518	0.340978	0.401303	0.396789	0.418974	0.0771305	0.22447	0.116691	0.286657	0.0649113	0.098577	0.190988	0.619088	0.86509	1.07381	1.44201	0.154041	0.0507508	0.0109904	0.0702116	0.0164427	0.0236678	0.0221733	0.00784896	0.0583646	0.0080519	0.0853868	0.0414461	0.0358256	0.0107725	0.026724	0.0188334	0.0466976	0.0549592	0.0543411	0.0573794	0.0105632	0.0307417	0.0159811	0.0392583	0.00888973	0.0135003	0.0261562	7.301826
3220	-707.4463	-735.3162	27.86992	0.09991845	10.00816	1.53883	0.35782	0.127668	0.422783	0.265383	0.168411	0.0662965	0.0472629	0.423144	0.0932693	0.403287	0.24957	0.215726	0.0856377	0.193699	0.195608	0.0514473	0.133201	0.300006	0.322092	0.18554	0.086891	0.279717	0.345589	0.153269	0.0812929	0.0186724	0.631607	0.870951	1.07232	1.42512	0.225897	0.0525269	0.0187414	0.0620634	0.0389575	0.0247223	0.00973215	0.00693807	0.0621164	0.0136917	0.0592015	0.0366362	0.031668	0.0125714	0.0284344	0.0287148	0.00755233	0.0195535	0.04404	0.0472822	0.0272367	0.0127554	0.0410617	0.0507315	0.0224994	0.0119336	0.00274106	6.812118
3230	-710.0595	-738.5924	28.5329	0.08097402	12.34964	0.527056	0.439291	0.0769877	0.623625	0.230236	0.248415	0.165919	0.00233786	0.259855	0.145032	0.665671	0.368127	0.135294	0.0709645	0.0803417	0.0879622	0.186576	0.174361	0.251593	0.100887	0.273679	0.10124	0.412596	0.0258204	0.271501	0.0333869	0.209324	0.664991	0.886012	1.06795	1.38104	0.085449	0.0712201	0.0124816	0.101105	0.037327	0.0402742	0.0268996	0.000379026	0.042129	0.0235134	0.107922	0.0596826	0.0219345	0.0115051	0.0130254	0.0142609	0.0302487	0.0282684	0.0407895	0.0163562	0.0443703	0.0164135	0.0668921	0.00418614	0.0440171	0.00541285	0.0339366	6.168079
3240	-706.1951	-735.0151	28.82003	0.04529542	22.07729	0.967019	0.321156	0.180866	0.541044	0.198576	0.364729	0.246834	0.000455345	0.197321	0.0276807	0.574134	0.215511	0.184975	0.0612061	0.10883	0.142564	0.0433081	0.104095	0.26001	0.0870135	0.185418	0.179847	0.0976147	0.138481	0.119704	0.0894046	0.278833	0.743923	0.918587	1.0556	1.28189	0.163441	0.0542803	0.0305692	0.0914447	0.0335623	0.0616447	0.0417187	7.69602e-05	0.0333503	0.00467845	0.0970373	0.0364246	0.0312635	0.0103448	0.0183939	0.0240954	0.00731973	0.0175936	0.0439457	0.0147066	0.0313384	0.0303969	0.0164984	0.0234054	0.0202318	0.0151107	0.047127	5.916629
3250	-706.1625	-734.3073	28.14479	0.1267375	7.890323	0.833244	0.907625	0.00503842	0.334566	0.304661	0.285638	0.176522	0.000376964	0.156996	0.0788931	0.49817	0.179096	0.335602	0.0772081	0.00964019	0.119506	0.226823	0.156975	0.225765	0.276288	0.155429	0.15076	0.116143	0.21902	0.0708599	0.235851	0.373726	0.590577	0.851285	1.07689	1.48124	0.127986	0.139411	0.000773901	0.0513893	0.0467958	0.043874	0.0271138	5.79016e-05	0.0241146	0.012118	0.0765188	0.0275091	0.0515485	0.0118591	0.00148073	0.0183561	0.03484	0.0241113	0.0346774	0.0424378	0.0238739	0.0231566	0.0178396	0.0336414	0.0108841	0.0362267	0.0574043	6.510423
3260	-711.6832	-738.1369	26.45375	0.2479	4.033885	1.04817	1.14174	0.00107394	0.931654	0.370956	0.366298	0.136548	0.00119844	0.273164	0.150606	0.256575	0.410517	0.196521	0.176867	0.0177023	0.0747112	0.285331	0.199951	0.205828	0.616514	0.367033	0.118323	0.0259457	0.275515	0.0352073	0.296688	0.0996655	0.456214	0.776373	1.08439	1.68302	0.12972	0.141299	0.000132909	0.115299	0.0459087	0.0453321	0.0168988	0.000148316	0.0338061	0.0186386	0.0317531	0.0508046	0.024321	0.0218886	0.0021908	0.00924608	0.0353119	0.0247455	0.0254727	0.0762983	0.0454232	0.0146434	0.00321098	0.0340971	0.00435718	0.0367174	0.0123344	8.080308
3270	-709.5219	-737.9589	28.43701	0.2790653	3.583391	0.832784	0.496067	0.0118464	0.874233	0.284768	0.104452	0.0280508	0.00168818	0.376058	0.0868592	0.37962	0.241471	0.0914666	0.339964	0.101748	0.143046	0.00692747	0.129582	0.248984	0.289319	0.261359	0.0367892	0.0152616	0.289964	0.108623	0.107971	0.176978	0.429901	0.759447	1.0842	1.72646	0.13729	0.0817798	0.00195295	0.144123	0.0469459	0.0172196	0.00462435	0.000278307	0.0619956	0.0143193	0.0625829	0.0398081	0.0150789	0.0560452	0.0167738	0.023582	0.00114204	0.0213625	0.0410466	0.0476962	0.0430867	0.00606493	0.00251597	0.0478025	0.0179072	0.0177998	0.029176	6.065881
3280	-706.3145	-734.9952	28.68074	0.169822	5.88852	0.89511	0.452447	0.00477775	0.412785	0.156813	0.195473	0.0314464	0.00277413	0.306083	0.0973739	0.425575	0.270702	0.282713	0.294073	0.0987621	0.160362	0.00213677	0.315974	0.279124	0.171664	0.165673	0.0171162	0.107808	0.213324	0.0572475	0.408975	0.105082	0.535261	0.822554	1.08151	1.56068	0.150911	0.07628	0.000805502	0.0695932	0.0264378	0.0329557	0.00530169	0.000467703	0.051604	0.0164167	0.0717495	0.0456389	0.0476638	0.0495791	0.0166507	0.0270362	0.000360248	0.0532715	0.0470588	0.0289416	0.0279315	0.00288569	0.0181757	0.0359653	0.00965161	0.0689509	0.0177162	5.931395
3290	-705.9239	-734.0753	28.1514	0.338054	2.958107	0.780633	0.609568	0.0390384	0.504929	0.234197	0.198811	0.0540108	0.00136006	0.548677	0.0236075	0.424607	0.174881	0.318689	0.263744	0.06665	0.258289	0.0143448	0.180076	0.113435	0.21216	0.377716	0.0153509	0.0164953	0.191323	0.0772063	0.553486	0.0392143	0.385995	0.729182	1.0823	1.80252	0.124058	0.0968722	0.00620396	0.0802429	0.0372184	0.0315949	0.00858335	0.00021614	0.0871954	0.00375169	0.0674783	0.027792	0.0506459	0.041914	0.010592	0.0410472	0.00227967	0.0286175	0.0180269	0.0337163	0.0600264	0.00243955	0.00262142	0.0304049	0.0122696	0.0879597	0.00623191	6.292499
3300	-714.1841	-743.6576	29.47348	0.01114544	89.72279	0.78867	0.254244	0.0723097	0.424815	0.0483957	0.226058	0.0939099	0.00118121	0.289846	0.186944	0.233581	0.117789	0.302383	0.266459	0.0712256	0.321879	0.0172571	0.338907	0.144364	0.170173	0.407493	0.00992935	0.00762883	0.097123	0.0972427	0.277357	0.0301647	0.869178	0.962614	1.03102	1.13719	0.148881	0.0479948	0.0136502	0.0801942	0.00913588	0.042674	0.0177278	0.000222982	0.0547154	0.0352903	0.0440941	0.0222355	0.0570821	0.0503006	0.0134456	0.0607625	0.00325771	0.063977	0.0272521	0.0321242	0.0769242	0.00187441	0.00144013	0.0183343	0.0183569	0.0523579	0.00569432	5.297329
3310	-710.2864	-738.3631	28.07675	0.2251595	4.441297	1.0262	0.689397	0.386781	0.55276	0.0785329	0.287226	0.155301	0.0413219	0.216347	0.202701	0.424053	0.153036	0.393454	0.453971	0.092677	0.0497261	0.0308252	0.0396926	0.13737	0.192412	0.36806	0.0358646	0.00514655	0.161873	0.0875521	0.203583	0.0141848	0.477076	0.789209	1.08411	1.6496	0.158363	0.106388	0.059688	0.0853018	0.0121192	0.0443247	0.023966	0.00637679	0.0333866	0.0312808	0.0654398	0.0236165	0.0607177	0.0700567	0.0143019	0.00767372	0.00475695	0.00612536	0.0211989	0.029693	0.056799	0.00553463	0.000794215	0.0249803	0.013511	0.0314169	0.00218899	6.480046
3320	-714.1299	-741.7759	27.64594	0.2381947	4.198246	1.2678	0.253164	0.276037	0.258868	0.125865	0.264689	0.103696	0.0527964	0.439847	0.144964	0.440025	0.11094	0.463684	0.56085	0.0259421	0.0614332	0.0457783	0.0761254	0.170954	0.204327	0.72523	0.0644135	0.00186532	0.191816	0.151103	0.413415	0.00219001	0.464932	0.781797	1.08432	1.66895	0.183797	0.036702	0.0400181	0.037529	0.018247	0.0383729	0.0150331	0.00765407	0.0637661	0.021016	0.0637919	0.0160833	0.0672218	0.0813083	0.00376092	0.00890617	0.00663663	0.0110362	0.0247837	0.029622	0.105139	0.00933824	0.000270422	0.0278082	0.021906	0.0599342	0.000317493	6.897817
3330	-716.6163	-742.8471	26.2308	0.06378487	15.6777	1.29113	1.05743	0.317912	0.298069	0.173871	0.0938256	0.165205	0.0723499	0.668968	0.0325149	0.566211	0.0808122	0.390318	0.721684	0.277117	0.180157	0.0803202	0.276569	0.0778928	0.135285	0.680366	0.102823	0.000326185	0.302353	0.202147	0.189283	0.0524197	0.699701	0.90084	1.06286	1.3366	0.152124	0.124589	0.0374571	0.0351191	0.0204858	0.0110547	0.0194648	0.00852442	0.0788193	0.00383098	0.0667122	0.00952147	0.0459881	0.0850304	0.0326506	0.0212265	0.0094635	0.032586	0.0091775	0.0159396	0.0801622	0.0121148	3.84318e-05	0.0356239	0.0238174	0.0223017	0.0061762	8.487367
3340	-718.9311	-745.7943	26.86322	0.133372	7.497826	1.14398	0.475522	0.4352	0.413969	0.196145	0.0887034	0.112067	0.194725	0.416832	0.079814	0.680778	0.361503	0.0024491	0.503648	0.379354	0.037036	0.03808	0.270653	0.119149	0.148228	0.931374	0.0939214	0.00768795	0.207573	0.103775	0.316164	0.0270257	0.581314	0.846658	1.0778	1.49423	0.14694	0.061079	0.0558997	0.0531727	0.025194	0.0113936	0.0143946	0.0250117	0.0535405	0.0102518	0.0874433	0.0464337	0.000314578	0.0646917	0.0487266	0.00475713	0.00489123	0.0347644	0.0153042	0.0190393	0.119631	0.0120638	0.000987489	0.026662	0.0133295	0.0406101	0.00347135	7.785361
3350	-717.5076	-743.4388	25.93125	0.03700917	27.02033	1.45089	0.576774	0.0460561	0.638091	0.248765	0.637366	0.28124	0.0549153	0.469899	0.126328	0.863412	0.458485	0.0226294	0.638764	0.485371	0.0206118	0.0272182	0.0600653	0.201286	0.540675	0.34577	0.0255011	0.0541089	0.395204	0.091633	0.0414077	0.0112295	0.767159	0.927427	1.05147	1.25394	0.164617	0.0654407	0.00522552	0.0723977	0.0282248	0.0723155	0.0319094	0.00623069	0.0533146	0.0143331	0.0979626	0.0520196	0.00256753	0.072474	0.0550701	0.00233861	0.00308817	0.006815	0.0228379	0.0613448	0.039231	0.00289336	0.00613919	0.0448398	0.0103967	0.00469811	0.0012741	8.813692
3360	-719.4849	-747.4061	27.92116	0.1814953	5.509785	1.01984	0.464747	0.023483	0.448522	0.17486	0.37798	0.287392	0.00171616	0.330297	0.0676573	0.308991	0.530896	0.00810401	0.404196	0.439038	0.210647	0.0964876	0.0675384	0.0361995	0.380046	0.298563	0.333436	0.0145977	0.308995	0.0117731	0.029106	0.00417929	0.521965	0.815233	1.08232	1.58048	0.152687	0.0695803	0.0035158	0.0671511	0.0261794	0.0565899	0.0430273	0.000256938	0.0494509	0.0101294	0.046261	0.0794839	0.0012133	0.0605148	0.0657312	0.0315373	0.0144458	0.0101116	0.00541967	0.0568992	0.0446998	0.0499208	0.00218551	0.0462617	0.00176263	0.00435764	0.000625708	6.679293
3370	-711.4535	-738.9988	27.54536	0.1243065	8.044633	1.0144	0.472378	0.18958	0.662902	0.0259195	0.366532	0.180685	0.0134872	0.29206	0.0796819	0.592848	0.259129	0.00626144	0.237112	0.436694	0.181244	0.122139	0.394076	0.331622	0.378018	0.30783	0.338664	0.0145197	0.168991	0.0375788	0.00421205	0.00372387	0.594051	0.853002	1.07654	1.47641	0.142626	0.0664171	0.0266552	0.0932052	0.00364432	0.051535	0.0254047	0.00189633	0.0410641	0.0112034	0.0833554	0.036434	0.000880369	0.0333383	0.0614	0.0254832	0.0171729	0.0554078	0.0466266	0.05315	0.0432814	0.0476167	0.0020415	0.0237604	0.00528365	0.000592222	0.000523582	7.112289
3380	-719.5869	-747.2598	27.67288	0.2348357	4.258297	0.7874	0.476994	0.230174	0.160919	0.0937645	0.368506	0.128794	0.0054998	0.656027	0.0730366	0.35219	0.237518	0.0271031	0.223144	0.740509	0.158301	0.552528	0.0521783	0.343471	0.275082	0.215773	0.282187	0.100255	0.214772	0.10489	0.00366611	0.00955716	0.468012	0.783693	1.08428	1.66402	0.114544	0.0693887	0.0334835	0.023409	0.01364	0.0536068	0.0187357	0.00080006	0.0954326	0.0106247	0.0512333	0.034552	0.00394271	0.0324609	0.107722	0.0230281	0.0803766	0.0075904	0.0499649	0.0400163	0.0313886	0.0410499	0.0145841	0.0312431	0.0152584	0.000533311	0.00139029	6.874239
3390	-712.5696	-741.2653	28.69568	0.1190561	8.3994	0.794587	0.309371	0.229528	0.444554	0.0416909	0.158012	0.178657	0.015733	0.466909	0.0475609	0.382002	0.154051	0.111536	0.388235	0.430503	0.112853	0.303986	0.00639287	0.234721	0.197911	0.133741	0.111023	0.0382363	0.102047	0.06803	0.0510702	0.454278	0.601707	0.856751	1.07574	1.4658	0.133159	0.051845	0.0384649	0.0744994	0.00698664	0.0264801	0.0299398	0.00263656	0.0782456	0.00797037	0.0640168	0.0258161	0.0186915	0.0650613	0.0721447	0.0189121	0.0509426	0.00107133	0.0393351	0.0331663	0.0224127	0.0186055	0.00640773	0.0171013	0.0114006	0.00855845	0.0761289	5.967222
